Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
2.0,0.4837,0.0011,0.4837,0.0011,-0.0015,73.42035302510412,89.38129933490937,147.62178781804133,75.01382476366773,53.23715835471396,54.76696963969594,130.84805048249146,2.6506575561134578,177.4
2.01,0.4483,0.0013,0.4483,0.0013,-0.0015,72.7773926334216,88.598564945035,143.46566090424477,55.42855158528621,40.50583898496165,55.0033984359834,133.81432336279823,2.7112883585414758,177.4
2.02,0.5151,0.0014,0.5151,0.0014,-0.0015,75.11674554514777,91.4464728375712,151.3627674179266,57.14834200933333,41.467677787791246,56.53879052668221,135.4185920096646,2.641227190227485,177.4
2.03,0.5426,0.0015,0.5426,0.0015,-0.0015,76.15825943793106,92.71440279400304,154.47741341211167,58.01654190022932,42.21381562325834,57.36967448787151,136.8621213135033,2.6198872920123795,177.4
2.04,0.5426,0.0018,0.5426,0.0018,-0.0015,76.78708655682581,93.4799314604836,154.55258302048392,58.89332018698784,43.94459175002083,58.32405584899855,140.31909140120067,2.641850327070346,177.4
2.05,0.5859,0.0019,0.5859,0.0019,-0.0014,78.19237098610871,95.190712504828,159.23416631885362,59.975643847367685,44.65461968813352,59.31827717151595,141.5641691101329,2.6049530180077323,177.4
2.06,0.6134,0.0019,0.6134,0.0019,-0.0014,78.94734209589708,96.1098077689182,162.12820769157042,60.50465963443464,44.78334945563543,59.79220400376855,141.786680251394,2.579031055866325,177.4
2.07,0.6292,0.0019,0.6292,0.0019,-0.0014,79.39011528157855,96.6488359949652,163.7901804969566,60.83248740124492,44.88133504715938,60.09242121278486,141.98722042378782,2.5647676824396046,177.4
2.08,0.6645,0.002,0.6645,0.002,-0.0013,80.4649226036995,97.9572970827646,167.32459480539754,61.7037344946022,45.53853878211248,60.90657772522764,143.1693790922011,2.540326381783233,177.4
2.09,0.7117,0.002,0.7117,0.002,-0.0014,81.58224398258686,99.317514413584,171.85018083235752,62.48473148132314,45.72010574691078,61.59348015159102,143.41601892339924,2.5018772541885137,177.4
