Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,0.009,0.001,0.009,0.001,-0.0002,13.69003868726674,16.66613405406386,19.04254593995112,11.24071059862822,14.16294718633244,7.018248546068529,32.84136124813141,4.8592836527742165,251.0
0.02,0.082,0.0011,0.082,0.0011,0.0,27.142794845915084,33.04340242111402,47.51406784637067,18.218628649361293,16.180726314189695,11.79041113727757,40.27760290404381,3.5903183134372063,251.0
0.03,1.434,0.0031,1.434,0.0031,0.0012,55.50714448217104,67.57391502177344,147.5733362913302,34.13796708215445,24.29724013937192,21.716189872884907,52.15631706211869,2.155692158696749,251.0
0.04,2.604,0.0031,2.604,0.0031,0.0008,63.25925044968415,77.01126141700679,190.6919408690276,40.77029751875256,27.419521837651303,25.63455733348878,56.34218647410181,1.847806675339271,251.0
0.05,3.578,0.0037,3.578,0.0037,-0.0032,68.41195614112262,83.28412051962754,220.0910152467803,46.19606222437955,30.792330145334983,28.97453238777941,61.14519426308048,1.7023362814868117,251.0
0.06,4.15,0.0051,4.15,0.0051,-0.0007,72.15485329962884,87.84069097346121,237.1751054268831,50.55195201491218,34.20264298684932,31.979459640162364,66.8328067762511,1.650904682267941,251.0
0.07,4.79,0.0065,4.79,0.0065,-0.0002,75.58705694728863,92.01902584887311,254.38695624953277,54.764654440558544,37.48289918974093,34.76924022917758,71.79311194851901,1.598698320731028,251.0
0.08,5.528,0.0074,5.528,0.0074,-0.0004,78.44370430772018,95.49668350505064,272.27505174702407,58.63692929012973,40.14103622062098,37.23512953991595,75.60258569738944,1.5367181369626115,251.0
0.09,6.139,0.0086,6.139,0.0086,-0.0002,81.01079068563628,98.62183213903548,286.7250094524305,62.2088435341813,42.874884913993526,39.55001670719511,79.48768182891554,1.4971056497005744,251.0
0.1,3.606,0.0097,3.606,0.0097,-0.0011,78.8439629799159,95.98395493207154,236.437879904938,59.54292374984384,44.79028624426275,38.100579477560345,82.59658113079314,1.803894855308125,251.0
0.11,3.977,0.012,3.977,0.012,-0.0007,82.06282168127099,99.90256552502557,247.77964346433748,63.32492392859281,48.8499474782459,40.38620431062039,87.0487177264844,1.7832529648279207,251.0
0.12,4.387,0.0135,4.387,0.0135,-0.0005,84.65674225246453,103.06038187256551,259.46964063233406,66.57114817932647,51.76339973321648,42.376008940019375,90.42490081332384,1.7475758065587843,251.0
0.13,4.653,0.0141,4.653,0.0141,-0.0004,86.32135521130738,105.0868672137655,267.48221928919054,68.90839838449548,53.54739506430668,43.85638400361722,92.83829005200326,1.721505827094366,251.0
0.14,4.939,0.015,4.939,0.015,-0.0004,88.09750108861846,107.24913176005728,275.6623464839747,71.3696429097546,55.629629565444695,45.38799634281133,95.40144238640973,1.6982863492951463,251.0
0.15,5.168,0.0144,5.168,0.0144,-0.0004,88.84578774943625,108.16008943409632,282.3989097536793,72.81903391105095,55.88046897180912,46.41236730714735,96.59987278009191,1.665096220937669,251.0
0.16,5.499,0.0157,5.499,0.0157,-0.0004,90.75882973454068,110.48901011161476,291.02962382669386,75.44777339906466,58.33745078597725,48.02017130120309,99.34526335085232,1.6447342739643762,251.0
0.17,6.321,0.0189,6.321,0.0189,-0.0004,94.13029943811576,114.5934080116192,308.7847671467921,79.85447002598377,62.75552551326002,50.599020138054414,103.44968721855876,1.598380991821583,251.0
0.18,6.818,0.0203,6.818,0.0203,-0.0002,95.98430558150211,116.85045896878518,319.64751302567964,82.62939434444192,65.12258824448914,52.28201990713266,105.99545559569223,1.568032484094086,251.0
0.19,7.458,0.0234,7.458,0.0234,-0.0002,98.69312628703902,120.14815374074315,332.5682750044951,86.36236291466084,69.21213758387965,54.401874322228544,109.53171394110532,1.5436144638151867,251.0
0.2,8.12,0.0247,8.12,0.0247,-0.0002,100.34928396928964,122.1643457017439,345.29867177919414,89.16087866576625,71.28508897740991,56.114368153487725,111.81541058304524,1.5046594477176258,251.0
0.21,8.723,0.0423,8.723,0.0423,-0.0002,108.81979876952435,132.47627676289923,356.59616233881945,98.501541499109,89.41178923220694,60.09480400248,121.46926739815612,1.583698697383591,251.0
0.22,9.344,0.0458,9.344,0.0458,-0.0002,111.057114960783,135.19996603921408,367.7782385870007,101.88523417334368,93.35433891326468,61.88991559975827,124.24735401961104,1.562000093718854,251.0
0.23,10.481,0.0453,10.481,0.0453,-0.0002,111.90937080872315,136.23749489757606,385.96472493024,104.37405782990578,93.18720856275894,63.64617432786313,125.58004788360472,1.489694515412968,251.0
0.24,10.836,0.0463,10.836,0.0463,-0.0005,112.96559839962303,137.5233371821498,392.5569681897518,106.4046619564714,94.9729874546408,64.83072912067527,127.33176497267972,1.4750033575740258,251.0
0.25,11.216,0.0522,11.216,0.0522,-0.0004,115.78531402838024,140.95603446933248,399.3708347932471,110.17759210507576,101.17479911381344,66.5561925122846,130.7087147229602,1.4847019090624396,251.0
0.26,11.531,0.0594,11.531,0.0594,-0.0004,118.88154875215744,144.72536369827864,405.1890927602825,114.20267958550951,108.47925563322988,68.28314766239978,134.275898120211,1.502035639738383,251.0
0.27,11.866,0.0649,11.866,0.0649,-0.0004,121.28632180915793,147.65291350680096,411.1795490212266,117.58502539974695,114.17579599244152,69.79962426767672,137.1628342299408,1.5086950667732282,251.0
0.28,12.267,0.077,12.267,0.077,-0.0002,125.51986903283353,152.80679708344954,417.9357403079599,122.94449836030346,125.33786785334551,71.85960249803513,141.57650777507877,1.5365270353534437,251.0
0.29,12.37,0.081,12.37,0.081,0.0,127.20009168746684,154.85228553256837,420.73242097956006,125.4488741148082,129.8456324466504,72.95750267548546,143.79144136804834,1.5460619389693826,251.0
0.3,12.469,0.0832,12.469,0.0832,0.0,128.36109322356702,156.26567870695118,423.4343023602111,127.39947203366498,132.84009232040023,73.89712152686,145.54477508093515,1.549003395152168,251.0
0.31,12.415,0.0867,12.415,0.0867,0.0004,129.7837819586372,157.9976476018192,424.1084031822765,129.51207749264404,137.0671048134421,74.782552962942,147.5407383076463,1.5637965772045477,251.0
0.32,12.486,0.0913,12.486,0.0913,0.0013,131.49349415430584,160.07903636176366,426.37365949650166,132.03812885803916,142.06931140432172,75.83218174512162,149.73986375940865,1.575659813360904,251.0
0.33,12.432,0.1008,12.432,0.1008,0.0012,134.25128584512797,163.43634798537315,426.9667911902951,135.66970209236914,151.23030722882004,77.06653386867485,152.85978865236632,1.6082181370333437,251.0
0.34,12.196,0.107,12.196,0.107,0.0015,136.01316584835834,165.58124538061017,425.10762879664514,138.11820341981849,157.8717978999356,77.87949439513744,155.19646376315723,1.6383063568062546,251.0
0.35,12.076,0.1137,12.076,0.1137,0.0012,137.8557112179729,167.82434409144528,424.7212706787617,140.76807133211028,164.77161780132624,78.79411553677097,157.566563058203,1.6632285928968027,251.0
0.36,11.874,0.117,11.874,0.117,0.001,138.8741457153614,169.06417739261389,423.1712606381918,142.4268851174471,169.03350868452196,79.40929112738571,159.26504485762322,1.6825468259344396,251.0
0.37,11.444,0.1173,11.444,0.1173,0.0006,139.07752641838215,169.3117712919435,418.3827796439133,143.00994055557058,171.19168818609805,79.60949107440679,160.38251122517573,1.706025429114495,251.0
0.38,11.307,0.1154,11.307,0.1154,0.0004,139.04669681644452,169.2742396026281,417.56280466045183,143.42057924025707,171.1037252886651,79.95447380904923,161.11149633125288,1.7083278689503092,251.0
0.39,10.94,0.1188,10.94,0.1188,0.0004,139.84687772307936,170.24837288027052,413.3943898689907,144.76400983783074,175.7292323678754,80.34558971487483,162.74736526409146,1.7377067098930947,251.0
0.4,10.646,0.1193,10.646,0.1193,0.0002,140.10053122356118,170.55716844607448,410.140959606675,145.4653757492822,177.85486837657825,80.6244022751621,163.8495944228465,1.7557764463928769,251.0
0.41,10.261,0.1201,10.261,0.1201,0.0004,140.279339756103,170.7748483987341,405.4008997447538,146.0580913393817,180.3895082029105,80.79511804514654,164.97474502296242,1.780517299244649,251.0
0.42,10.009,0.1207,10.009,0.1207,0.0006,140.52650158653222,171.07574106186533,402.5281565554983,146.77214817703094,182.5412258296459,81.0809985161879,166.06062268848464,1.7973719758474176,251.0
0.43,9.129,0.1171,9.129,0.1171,0.0006,139.14803199908198,169.39760417279547,389.5296989690387,145.3411061153591,182.24968852151403,80.33655748510574,166.28259855772689,1.844439935780692,251.0
0.44,8.802,0.115,8.802,0.115,0.0004,138.68984529905327,168.8398116684127,385.0142078928973,145.14423761455188,182.1996146928277,80.30735167804218,166.8145406472663,1.8612233036686616,251.0
0.45,8.55,0.1138,8.55,0.1138,0.0,138.47340039664113,168.57631352634573,381.6123726721444,145.2631126302007,182.7659386772468,80.40329189262725,167.5010619191029,1.8758291479667972,251.0
0.46,8.269,0.1118,8.269,0.1118,-0.0002,138.03244687197363,168.039500539794,377.5918553833416,145.08254701405355,182.64990220313655,80.38932845868428,168.0057220345343,1.8908774021410408,251.0
0.47,7.897,0.1103,7.897,0.1103,-0.0004,137.48783791789293,167.37649833482618,371.80043736166914,144.7988253284113,183.16287976213107,80.24709930885732,168.56854953705047,1.9150062705899904,251.0
0.48,7.549,0.1091,7.549,0.1091,-0.0004,136.98383134762562,166.7629251188486,366.21677784017936,144.58432889655083,183.89803926210456,80.12322444803505,169.17157311021157,1.9393466822965983,251.0
0.49,7.239,0.1047,7.239,0.1047,-0.0005,135.91138110753698,165.45733352221893,361.1334266276471,143.5517916972369,181.5136430648277,79.82549547420473,169.096280083332,1.9524639862579347,251.0
0.5,6.723,0.0912,6.723,0.0912,-0.0007,132.54948312112904,161.36458814746146,351.77667245138895,139.38923320330392,170.53971765650348,78.51997340247102,166.84855989200352,1.9560216852885577,251.0
0.51,6.495,0.0847,6.495,0.0847,-0.0011,131.02478709224172,159.50843646012035,347.8503283126856,137.64302477958685,165.3555613177294,78.08148302121275,166.04008195001327,1.955181846727784,251.0
0.52,6.255,0.0823,6.255,0.0823,-0.0011,130.28583370364555,158.60884103052504,343.5426664440922,137.02647753778004,164.28975048931514,77.8935813538868,166.18914827183906,1.9698344272147383,251.0
0.53,6.044,0.0795,6.044,0.0795,-0.0011,129.48654582393013,157.63579491608886,339.70861962586235,136.30165052081665,162.66781195365064,77.6976185991305,166.20002245140728,1.9807487475858336,251.0
0.54,5.858,0.0812,5.858,0.0812,-0.0013,129.696251263593,157.89108849480888,336.29718296329423,137.03168435891405,165.79204740402943,77.88832198566936,167.4090784704065,2.006214173966152,251.0
0.55,5.705,0.0779,5.705,0.0779,-0.0015,128.87898432438865,156.89615482969052,333.51870222308577,136.22569171211208,163.41327003456382,77.72076614849901,167.25059719074594,2.0103108444735094,251.0
0.56,5.577,0.0731,5.577,0.0731,-0.0013,127.74955534620112,155.5211978127666,331.2312310583975,134.92402782279316,159.17971435970475,77.44634555472766,166.60343448060183,2.005741208189624,251.0
0.57,5.47,0.0683,5.47,0.0683,-0.0013,126.6125319608248,154.13699543056936,329.3655983438048,133.58198390205524,154.70245729565525,77.17526444412594,165.85626901969442,1.998096714715242,251.0
0.58,5.433,0.0674,5.433,0.0674,-0.0015,126.56883919165789,154.08380423332264,329.0779097147539,133.75724879096475,154.4475051009431,77.38829779087767,166.2922915905451,1.998496010090031,251.0
0.59,5.569,0.0651,5.569,0.0651,-0.0011,126.61813565706372,154.1438173216428,332.76530920563056,133.878961869747,152.0586067703202,77.80971483534756,166.2913251994196,1.9734484763015157,251.0
0.6,5.705,0.0617,5.705,0.0617,-0.0011,126.32562757299704,153.78772052364857,336.4058862391709,133.53633036372491,148.3086985015193,78.09771954442853,165.86906054054134,1.94353984366488,251.0
0.61,5.801,0.059,5.801,0.059,-0.0007,126.06437906010964,153.46967885578565,339.1135136507593,133.2955918195338,145.42608863059883,78.3546268560857,165.6185150436398,1.9208347277834537,251.0
0.62,5.937,0.0547,5.937,0.0547,-0.0005,125.35989902684096,152.6120509891977,342.6809386989577,132.44009924368646,140.3957051358077,78.47825103878637,164.70151781012817,1.8858230195609156,251.0
0.63,6.102,0.0578,6.102,0.0578,-0.0004,126.87610880734437,154.45787159154966,346.83768060589136,134.6793677202727,144.46896112106742,79.50281452217136,166.59272331347847,1.884187674977764,251.0
0.64,6.367,0.0622,6.367,0.0622,-0.0002,128.9238714863762,156.95080007037106,353.0670916431369,137.6405102765954,149.84307447908398,80.83269825064694,168.913809532201,1.87854221733016,251.0
0.65,6.636,0.0633,6.636,0.0633,-0.0002,129.99705057265118,158.25727895801012,359.24357595286585,139.26769179646078,151.18280863891047,81.7859612524707,170.01663807033958,1.858100633618352,251.0
0.66,7.128,0.0615,7.128,0.0615,0.0002,130.55976751275503,158.94232566770177,369.7539233592212,140.22900867548384,148.61651655898447,82.78564164428133,170.12576733842795,1.806214394756013,251.0
0.67,7.355,0.0633,7.355,0.0633,0.0002,131.68736385509277,160.31505164967814,374.7660511477919,141.992134455704,150.91193346334904,83.70878369463033,171.4556790394943,1.7950627156566208,251.0
0.68,7.673,0.0645,7.673,0.0645,0.0006,132.74418972775325,161.60162227726485,381.4354339252772,143.69388699211805,152.3167493904522,84.7000653867589,172.5742583658378,1.7743837229711292,251.0
0.69,8.083,0.0661,8.083,0.0661,0.0008,134.00084881563146,163.13146812337743,389.659636719576,145.71755727956736,154.03237354597383,85.8588451583743,173.8324303911627,1.7493633395596233,251.0
0.7,8.521,0.0668,8.521,0.0668,0.0012,134.96699860214304,164.30765047217417,398.1622911914824,147.40785386600547,154.6621537150583,86.93650282151562,174.77371987598409,1.71998161350033,251.0
0.71,8.93,0.068,8.93,0.068,0.0021,135.99893238495835,165.56391768603626,405.9298503472667,149.2057727918207,155.94273847049433,88.00117963175879,175.86951951908742,1.6962551303536175,251.0
0.72,9.439,0.0695,9.439,0.0695,0.0032,137.16716640334258,166.98611562146053,415.1951238768764,151.27364542976315,157.42201603906307,89.21345069215623,177.06688775212868,1.6684280459545953,251.0
0.73,10.795,0.0745,10.795,0.0745,0.0034,139.9217828538866,170.3395617351663,437.63678263771976,156.0658340363477,161.6131349275793,91.83211989391238,179.47609102400358,1.605880357769692,251.0
0.74,11.564,0.0787,11.564,0.0787,0.0034,141.85675908641934,172.6951849747714,449.8982827269073,159.42104332897534,165.74486858931354,93.52284458582614,181.475957092308,1.5794541359052197,251.0
0.75,12.267,0.0839,12.267,0.0839,0.0032,143.9672742693148,175.26450780612237,460.7667460615857,162.95672423492118,170.99860788410354,95.1777473063584,183.6944241085306,1.561879185720698,251.0
0.76,12.998,0.0883,12.998,0.0883,0.003,145.77407024094896,177.46408551072048,471.685353891196,166.16559058784563,175.30371263345836,96.73796801157673,185.61931774481664,1.541409042869603,251.0
0.77,13.611,0.0954,13.611,0.0954,0.0029,148.23581115953735,180.4609874985672,480.6832583175365,170.07263682692025,182.5153572633067,98.36598034085678,188.18022516229703,1.536219138774288,251.0
0.78,14.181,0.1139,14.181,0.1139,0.0029,153.51008099119383,186.8818377284099,488.89942052819913,177.449629697596,201.029856139692,100.77606096244403,193.254851250088,1.565394175736042,251.0
0.79,15.05,0.12,15.05,0.12,0.0027,155.5560848734165,189.3726250632897,500.7642651540892,181.10887560775635,206.5133826077578,102.4461056183575,195.2840357217756,1.5452195361749037,251.0
0.8,15.258,0.1216,15.258,0.1216,0.0025,156.25341416551314,190.22154767975516,504.02349867317616,182.483467734206,208.49124191002133,103.12168055821428,196.26405574305363,1.5409768677389388,251.0
0.81,15.376,0.1255,15.376,0.1255,0.0021,157.46204968847158,191.69293005553064,506.1299860805765,184.417441974814,212.80609879971144,103.86507351341432,197.7027865045103,1.5462645397525134,251.0
0.82,15.429,0.1303,15.429,0.1303,0.0017,158.83527428630765,193.3646817398528,507.4106882609281,186.50861561927988,218.05588834271583,104.59696921304672,199.29258192128435,1.5561373849863869,251.0
0.83,15.568,0.134,15.568,0.134,0.0017,159.96479394777927,194.73974915381825,509.7633932046795,188.37604568724188,222.11928467289863,105.33016328927496,200.64699480245545,1.5596229749961066,251.0
0.84,15.576,0.1369,15.576,0.1369,0.0015,160.8526406361447,195.8206059918284,510.4678154728612,189.8245989461001,225.59158506956229,105.87723859939396,201.81759986746545,1.5662173227011753,251.0
0.85,15.478,0.1411,15.478,0.1411,0.0013,161.96560686147004,197.1755213965722,509.8350424654964,191.4803373486851,230.44124896058332,106.39616242633276,203.2100324682824,1.5798812461389735,251.0
