Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.03,0.28,7e-05,0.28,7e-05,0.00151,37.19547884380669,45.2814525055038,79.09910392197843,22.88915564565805,15.454586464750422,12.531164342232806,31.4806106082586,2.8185654717513344,86.0
0.04,0.55,0.0001,0.55,0.0001,0.00085,45.97006715748608,55.96356001780914,105.29726944062108,21.54776828055017,15.011606851296342,15.410003163914771,35.64179903501972,2.553025524888628,86.0
0.05,1.36,0.00017,1.36,0.00017,0.00038,59.34005255828247,72.24006398399605,152.11166369599633,28.91225096303636,21.43344449576472,19.520383584237656,40.67670016521888,2.21415141239043,86.0
0.06,1.82,0.00024,1.82,0.00024,9e-05,64.51419954452246,78.53902553246213,173.11282239183146,32.29185498279951,23.908760750854924,22.03696000949457,44.64614973316741,2.0866895156434864,86.0
0.07,2.29,0.0005,2.29,0.0005,-0.00028,67.08398452323091,81.66745941958546,191.8938938533584,34.1083875539792,23.6698812661659,25.2688744705597,51.156219559566686,1.9308699323368408,86.0
0.08,2.43,0.00386,2.43,0.00386,0.00047,68.84946012442413,83.81673406451634,198.9103011712107,35.89247149672283,24.80026717071624,31.339415264679,69.04804047034895,1.9013621991057328,86.0
0.09,2.53,0.00843,2.53,0.00843,-0.00075,73.69650137994802,89.71747994080629,204.35984449584888,40.10046852177667,30.99745781969305,34.7528386781653,78.76327879443983,1.9812531178890045,86.0
0.1,2.61,0.00726,2.61,0.00726,-0.00056,74.17099667188158,90.2951263831602,208.97431333059632,41.0538857060348,30.75296135385497,35.50355124688287,79.35323855990902,1.940510343505777,86.0
0.11,2.78,0.00746,2.78,0.00746,-0.00056,75.82258044578226,92.30575010790884,216.1024329233321,42.80879329729417,31.930616745171587,36.8726849580555,81.61577028273126,1.9094384532277864,86.0
0.12,2.84,0.00837,2.84,0.00837,-0.00056,77.50058881344289,94.3485429033218,219.75732443965512,44.62608544067555,33.86010503329092,38.255533544961246,84.70352338529904,1.9150266121814723,86.0
0.13,2.88,0.00998,2.88,0.00998,-0.00038,79.48956913698224,96.76991025371753,222.6933746446508,46.71162532205312,36.55971057661678,39.77172502506983,88.44512464526316,1.935896676523267,86.0
0.14,2.9,0.01129,2.9,0.01129,-0.00056,81.11323369903354,98.74654537273648,224.92599779006784,48.53408473326201,38.90243684370774,41.05823969864316,91.58030932235046,1.9536001328961616,86.0
0.15,2.91,0.01236,2.91,0.01236,-0.00056,82.48267656961359,100.41369321518177,226.7655739192212,50.15856639089863,40.96003396567064,42.18997970926049,94.29877548839946,1.9682797435343065,86.0
0.16,2.92,0.01169,2.92,0.01169,-0.00075,82.7849401875575,100.78166631528738,228.51723330058596,50.86063205620072,41.01978703178705,42.776664073870094,95.161620845551,1.9560273464534792,86.0
0.17,2.95,0.0126,2.95,0.0126,-0.00019,84.0605050911107,102.33452793700432,230.79567632843813,52.352817044888106,42.83241824718503,43.83971767922926,97.58615042395182,1.964023260283444,86.0
0.18,2.98,0.01408,2.98,0.01408,-0.00075,85.6083236766155,104.21882882370583,233.00089663504173,54.08870579076576,45.27783362603365,45.019922371419135,100.45492752889449,1.9795383483493048,86.0
0.19,3.03,0.01351,3.03,0.01351,-0.00047,86.04466301508137,104.75002454009906,235.7468486782061,54.82865725614934,45.34444897025682,45.65448588414915,101.30532805921648,1.9618185377740545,86.0
0.2,3.15,0.01425,3.15,0.01425,-0.00019,87.43060377917428,106.43725677464695,240.490514832922,56.34550568538745,46.84443924154739,46.77647761927551,103.37220371554618,1.9495297573021613,86.0
0.21,3.19,0.01435,3.19,0.01435,-0.00047,88.15355805513738,107.31737502364552,242.82098402102528,57.32655099362432,47.63193893405858,47.52907399945839,104.76109644593993,1.9435695072080268,86.0
0.22,3.37,0.01535,3.37,0.01535,-0.00056,89.80722415505168,109.33053375397596,249.11065643235668,59.05315951620146,49.35075011656708,48.801933581726026,106.97720436713227,1.9247706289347128,86.0
0.23,3.5,0.01428,3.5,0.01428,-0.00066,90.09333244227216,109.67883949494004,253.8529087416292,59.60407423315122,48.69178339365935,49.38174142045123,107.20564853756274,1.8886439001488176,86.0
0.24,3.98,0.01361,3.98,0.01361,-0.00056,91.44301121854424,111.32192670083649,267.7533604355854,61.056596709975,48.316769571604816,50.70023063913428,107.79382690918123,1.8052689323816613,86.0
0.25,4.29,0.01512,4.29,0.01512,-0.00066,93.52482535501916,113.85630912784944,276.651477562213,63.204809563181726,50.51506685670445,52.29037954900725,110.4741056566989,1.7813254922795436,86.0
0.26,4.99,0.01582,4.99,0.01582,0.0,95.71707418581433,116.52513379142611,294.2389229534104,65.61368991878554,51.63284754698445,54.23017802007162,112.35975893801802,1.7022525654008476,86.0
0.27,5.37,0.01542,5.37,0.01542,0.00066,96.50375129405596,117.48282766232902,303.7404416187994,66.82594637683593,51.68102801211179,55.266791137399146,113.12212793914894,1.6553265235171593,86.0
0.28,6.1,0.0217,6.1,0.0217,0.00047,101.4459304481364,123.49939358903562,320.04463461210827,71.64352884348968,58.45266618921192,58.498052763368506,119.46534552248366,1.6464404914554214,86.0
0.29,6.34,0.02315,6.34,0.02315,0.00132,102.91474023791773,125.28750985485637,325.9310671766526,73.41687655443384,60.40812512842458,59.72044733969707,121.58319137786782,1.637026105332103,86.0
0.3,6.38,0.02587,6.38,0.02587,-0.00358,104.75177997925246,127.52390606169864,327.7941785399716,75.3900756188694,63.67156283456578,60.89951208173286,124.42012737313487,1.6570092638340257,86.0
0.31,6.49,0.026,6.49,0.026,-0.00141,105.36441152677122,128.26971838041715,331.02319444621554,76.39196614882395,64.39534498971908,61.63429009252527,125.55424763376443,1.6479242872846238,86.0
0.32,6.55,0.02994,6.55,0.02994,0.00216,107.6900250867876,131.1009001056545,333.2485882148504,78.81437550829402,68.76888916841854,62.99660762172352,128.91861140142257,1.673814727074173,86.0
0.33,6.48,0.03679,6.48,0.03679,-0.00132,110.87867541101656,134.9827352829767,332.8826235073602,82.00175249069365,75.84683415665259,64.53377514463796,133.44254299528953,1.729126641461088,86.0
0.34,6.44,0.04069,6.44,0.04069,-0.00122,112.70348273205164,137.20423984771506,333.07948204353926,84.07228437563091,80.13761280444659,65.55955621768094,136.22069022960682,1.7579298916541606,86.0
0.35,6.29,0.04354,6.29,0.04354,-9e-05,113.89583894864111,138.65580393747615,331.0473841139133,85.57415009411434,83.59939207393988,66.23723141896524,138.41223473900425,1.7894840731575654,86.0
0.36,6.15,0.046,6.15,0.046,-0.00188,114.8958155132983,139.8731667118414,329.12240731304934,86.92408526384949,86.7182183640162,66.84621707335832,140.37846269454693,1.8174895848975927,86.0
0.37,5.87,0.0464,5.87,0.0464,-0.00179,114.92465339960266,139.90827370386413,324.19398992000646,87.35730579920526,88.2037931726394,66.95496406127579,141.46534108108446,1.848155325148912,86.0
0.38,5.78,0.047,5.78,0.047,-0.00198,115.32826931992872,140.3996322155654,323.13722871368736,88.14352554028491,89.6252676143055,67.3750955045967,142.64481591650235,1.860976766098812,86.0
0.39,5.52,0.04754,5.52,0.04754,-0.00207,115.34625361255335,140.4215261370215,318.32227727707334,88.58025084773271,91.22965871320557,67.47904423704875,143.74976494673408,1.8920822677963471,86.0
0.4,5.42,0.04858,5.42,0.04858,-0.00122,115.81383128055164,140.99075112414982,316.9038753772272,89.43558014536302,93.0682050091376,67.89884257589756,145.06144667454834,1.908994550598882,86.0
0.41,5.17,0.05023,5.17,0.05023,-0.00235,116.07942514499534,141.31408278521172,311.99473054470093,90.162926426481,95.71458643107836,68.09172196842465,146.55448522526717,1.9468329481231652,86.0
0.42,5.05,0.0511,5.05,0.0511,-0.00151,116.37897840541297,141.67875631963318,309.9505540603651,90.87429675719338,97.45219588960002,68.41542338318972,147.75456208984315,1.9658238483342516,86.0
0.43,4.99,0.05181,4.99,0.05181,-0.00198,116.7655703828348,142.14939003127716,309.2558841859065,91.6395173550626,98.93981543467194,68.82478452525494,148.89049909166965,1.9769072322873973,86.0
0.44,4.77,0.05144,4.77,0.05144,-0.00226,116.3916537844351,141.69418721583406,304.66563246064885,91.71157101893638,99.71000376759048,68.77685193225312,149.56963827915692,2.002560380263734,86.0
0.45,4.71,0.05063,4.71,0.05063,-0.00151,116.3174114768573,141.6038052761741,303.8748377715578,91.96517539335238,99.74780424285834,68.99089364528821,150.09834602785074,2.0059959123730584,86.0
0.46,4.66,0.05147,4.66,0.05147,-0.00075,116.72633626270674,142.10162675459952,303.3014297689967,92.73820601828004,101.3264330058729,69.4018533351502,151.24658743440042,2.016995265394109,86.0
0.47,4.52,0.0554,4.52,0.0554,0.0,117.6680219312983,143.24802669897184,300.4304320456362,94.2301426092526,106.04091863227848,69.93784924650726,153.49873731152627,2.0558569503768203,86.0
0.48,4.41,0.05634,4.41,0.05634,-0.00198,117.85648607258796,143.47746130575925,298.22694393351287,94.856315864643,107.86799220739351,70.19720845770489,154.62824386584927,2.075692225112965,86.0
0.49,4.38,0.06021,4.38,0.06021,-0.00301,119.0180627684108,144.89155467458707,298.0527073132535,96.5152774940355,112.288713901432,70.92136753070062,156.77730462200728,2.098498762350062,86.0
0.5,4.44,0.06316,4.44,0.06316,-0.00395,120.22942467996212,146.3662561321278,300.20101505105856,98.10356373921172,115.60518310685084,71.74494846698013,158.579584738196,2.103712695194768,86.0
0.51,4.3,0.0679,4.3,0.0679,0.00132,121.09388700617733,147.4186450509985,297.1583477802963,99.65170591499182,121.05522896677716,72.24153757323849,160.84432674208267,2.143928696200302,86.0
0.52,4.28,0.07452,4.28,0.07452,-0.00245,122.697069853694,149.37034590884488,297.18043134149656,101.92879636276034,127.85920640157484,73.14645809403086,163.59753484201832,2.173886438292364,86.0
