Depth,Qc,Fs,u
1.5,0.2173,0,0
1.52,2.084,0,0.0041
1.54,3.1113,0,0.0011
1.56,4.1445,0.0343,0.0001
1.58,4.9959,0.0386,0.0002
1.6,5.8567,0.0456,-0.0006
1.62,6.6501,0.056,0.0004
1.64,7.2971,0.0622,0.0008
1.66,7.8726,0.0644,0.0006
1.68,8.595,0.0629,0.0078
1.7,9.1884,0.0751,0.0021
1.72,9.6526,0.091,0.002
1.74,9.9053,0.0805,-0.0032
1.76,10.3299,0.0648,-0.0036
1.78,10.9356,0.0774,0.0156
1.8,10.9187,0.0896,0.0017
1.82,10.427,0.1096,0.015
1.84,9.482,0.1123,0.0108
1.86,8.867,0.1162,0.0023
1.88,8.3397,0.1048,0.0252
1.9,7.7263,0.0931,0.0073
1.92,7.0267,0.0892,-0.002
1.94,6.6535,0.0832,0.0053
1.96,6.1879,0.0879,-0.0016
1.98,5.9998,0.1136,0.0273
2,5.8128,0.1165,0.0015
2.02,5.7337,0.1053,0.0084
2.04,5.7892,0.0922,-0.0011
2.06,5.0508,0.0914,0.0319
2.08,4.6202,0.0975,0.0021
2.1,4.3182,0.0936,0.0092
2.12,4.3782,0.0732,0.0084
2.14,4.3228,0.0609,0.0154
2.16,4.1228,0.0618,0.007
2.18,3.8321,0.0616,0.0068
2.2,3.5782,0.0601,0.0009
2.22,3.4966,0.056,0.0005
2.24,3.5669,0.0496,0.0002
2.26,3.6769,0.0475,0.0006
2.28,3.8698,0.048,0.0007
2.3,4.0315,0.0496,-0.0026
2.32,4.134,0.0516,-0.0023
2.34,4.245,0.0548,-0.0005
2.36,4.4323,0.0564,0.0017
2.38,4.673,0.0553,0.0027
2.4,4.8342,0.0535,0.0038
2.42,4.8681,0.0521,0.0109
2.44,4.7659,0.0502,0.0076
2.46,4.5573,0.0483,0.0011
2.48,4.2552,0.0477,-0.0022
2.5,4.0445,0.0542,-0.0025
2.52,3.7538,0.0619,0.0023
2.54,3.3997,0.0682,0.0109
2.56,3.0457,0.0737,0.0195
2.58,2.6917,0.0816,0.027
2.6,2.3073,0.0851,0.029
2.62,1.9797,0.0925,0.0312
