Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,0.57,0.5499999999999997,1.5191219331367352,0.06806821605158232,0.039726442645991615,93.63071071100333,113.98521303948246,186.03097753422398,93.26378138874621,144.28290967507877,50.67541305289718,132.49429889098454,2.7986022364350247,2.7984232776136033
2,0.58,1.67,1.0999999999999996,2.548271202196658,0.0065781970961637,0.0005999999999999997,99.24027093516412,120.81424287759114,262.01654646411356,102.27079208284523,76.79026795036394,67.95804834668941,142.9320007090313,1.9530050867763986,1.953007340674018
3,1.68,2.17,0.4999999999999998,2.3874322301648774,0.03088266858135718,0.014598557455546593,120.5732201249772,146.78478971736345,270.4912999370711,141.0052561295989,152.52404064826456,89.8704647672118,202.14827061490746,2.3004036148133924,2.300443749769793
4,2.18,2.67,0.49999999999999956,3.495410122111173,0.02312651662382613,0.004621679586517379,127.00833872128683,154.6188471389578,320.04872125355405,149.6196229808484,138.36284225927656,98.86398384147354,207.0393361284845,2.0014096590672645,1.9979219499788723
5,2.68,3.17,0.49999999999999956,6.09640946112096,0.018921273119915476,0.0058100980168802755,138.9041797434025,169.10074055718556,403.5435549844564,157.9053412956662,124.66412443937212,110.99185470952246,212.40692799207926,1.69000909187037,1.6270646085836626
6,3.18,3.67,0.49999999999999956,0.9603672915347365,0.004968517320561688,0.011012790010400578,98.49125375947843,119.90239588110421,202.5792143515069,113.71926509434418,97.27215846960719,79.54335943095252,183.27816009192824,2.5227709131107705,2.4988221476073686
7,3.68,4.17,0.49999999999999956,6.072114123645283,0.017442887475698828,0.00760616839224395,145.5213265079785,177.15639748797406,414.9526450040538,161.3321933105523,125.8105778654112,119.58558195958072,226.42998591872063,1.7111481143945813,1.6327102114910437
8,4.18,5.19,1.0200000000000005,9.46172340413593,0.016289875650275773,0.018700031424352278,156.1070527196842,190.04336852831108,500.19986071194086,170.14211931206708,121.20588878398841,133.09590719982717,235.3981311317549,1.48906464648807,1.418788717174996
9,5.2,6.56,1.3699999999999992,7.0491632562155795,0.010224548815881586,0.03085800446593442,154.13025351888572,187.63683037081765,457.2385333303308,160.87224830309708,112.4681503213353,130.72624926774768,234.14917989658522,1.6170629943641257,1.5481385850735718
10,6.57,8.65,2.09,10.792689684666202,0.020060595232299756,0.04799653754908634,175.46460772880533,213.60908766984986,551.9030565783755,183.95001009465827,132.83435202976116,157.87972973143488,273.62303138783125,1.496783972005342,1.4433948822738512
11,8.66,9.29,0.6399999999999988,16.33889107376518,0.03579573750039616,0.06311840362517582,195.37060103559097,237.8424708259369,657.4422610534909,210.18924121837316,158.16800077684877,184.25015776386974,308.76645227993475,1.3754311089788285,1.3329541704831687
12,9.3,9.79,0.4999999999999982,13.807476886198039,0.032715791092455454,0.06738775657746539,195.21118824422445,237.64840307992506,620.3195026617029,204.73050805968361,155.42167805920562,181.5862918814712,309.58921116058616,1.465664650800062,1.4208831430755016
13,9.8,10.5,0.7099999999999991,16.20630157826206,0.040213350365820584,0.07329212281424649,203.53404769357795,247.78057980087803,663.463153729512,215.73722767925972,166.37805253901155,192.28613885345237,323.3650311186718,1.4196319789212204,1.3785657340364421
14,10.51,11.04,0.5399999999999991,12.358673356839153,0.027901593588855942,0.0774584497494222,196.6475741127388,239.3970467459432,601.8399428632225,200.9266847001976,150.76013788179296,182.40987606642852,312.4368085172553,1.5246458140923345,1.4800224019367607
15,11.05,11.54,0.4999999999999982,3.9560238418389138,0.04676881940989926,0.10709049181162617,186.13985787289775,226.60504436700563,392.4727611296177,183.95141058767192,191.89688246828104,163.7276409609148,335.3088781058667,2.328350214498166,2.2647143559044487
16,11.55,12.09,0.5499999999999989,7.931565525852285,0.06131597299288203,0.015386114099222688,211.69210658405868,257.71212975450607,512.5779040837057,210.25997391973146,205.3664722948111,187.4437162995523,353.1521814437765,1.9786589546339035,1.9277651692134803
17,12.1,12.71,0.620000000000001,2.2009672627079304,0.03910364029051111,0.07839549772146484,170.74126272022752,207.85892852897308,316.7711201807448,165.1512672272004,184.97037867500708,152.16527034515508,334.00416124140725,2.6945115706575042,2.6266622893678857
18,12.72,13.21,0.5,7.46624780678369,0.052417566325847646,0.09824631718856741,210.83826286441507,256.6726678349404,505.97023672152596,204.58472806103003,192.65378659716876,188.19341735902015,354.0603911684695,1.9947227937095557,1.945209632631897
19,13.22,14.18,0.9699999999999989,2.367457034564703,0.028178726751952397,0.1284016026020362,173.284368563287,210.95488346834907,329.37663224061464,159.08904251074765,159.973925389945,153.82999004716962,328.38746196903185,2.61386967662882,2.5485589412843233
20,14.19,14.87,0.6899999999999995,7.3134843637535685,0.0650439027993277,0.08489958058514396,221.5828539124926,269.7530395456432,507.5754318124353,211.3392151050227,211.08830248648326,197.17251292345028,374.7261568505467,2.093239692434962,2.045355517127476
21,14.88,15.37,0.4999999999999982,1.4720314438227446,0.027644141313881702,0.21539308706072824,165.77649626770622,201.81486502155528,282.1958640224198,147.74637025276408,161.6981819562987,147.43505698722186,334.7099907928017,2.9600331536133595,2.8949113081179134
22,15.38,15.87,0.4999999999999982,6.014784904923563,0.040203196875274655,0.13227025039233037,209.86750352072733,255.4908738513203,474.79984813084053,192.46701532203997,175.26510100939615,187.95590047607516,358.0235880858963,2.1235956072723905,2.073626421496735
23,15.88,17.11,1.2399999999999984,10.897696534686077,0.07205289657794507,0.10401154891766241,239.7987543087961,291.928918288969,598.4600274094763,228.70785718408274,216.48805613195833,218.1597348996919,393.27376466617704,1.8881173955743313,1.848192410730462
24,17.12,17.72,0.6099999999999977,1.0278977873272641,0.023183723292253853,0.35788884871514126,161.2050586840698,196.24963665886784,251.4349482219983,135.35170956427896,153.4083088994255,143.50070538838852,338.1439084949724,3.2610495784480946,3.200824274062737
25,17.73,18.37,0.6500000000000004,10.699601495109626,0.07938072261304928,0.1540397018842017,248.07690620264063,302.00666842060633,599.8863126810548,231.8619398731409,225.21705275722974,224.91439256565047,407.4016925429301,1.950242698110864,1.9103386578845272
26,18.38,18.87,0.5000000000000018,7.294650526165831,0.054665613768509744,0.16893385357076196,230.4183945854403,280.50934993010105,520.6392654067109,207.60546559900726,196.36943649450686,208.16316986732696,390.1035471045327,2.1104118730240944,2.066023283916908
27,18.88,20.73,1.8600000000000012,11.301128449486995,0.029285258975294475,0.15587942736261734,228.01728343965277,277.5862581004472,618.0688431409214,209.0550724279866,158.56919693682042,214.1204982819839,366.4889342481297,1.7150669688584987,1.678509810604345
28,20.74,22.31,1.58,9.168307027640504,0.016070142201292513,0.1734872264344189,219.89044670714236,267.69271773043425,575.5612339334492,192.5649098484901,137.04418935009897,202.31038707316125,345.6791631393333,1.7833045555945768,1.7433439134146713
