Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,0.64,0.6399999999999998,1.1441925244048414,0.034384438784843666,0.003125168964177834,82.3800663409328,100.28877641504856,166.7260205074214,79.3562759255853,102.0925807228564,46.11080481785738,121.32677282880736,2.7530503449256174,2.7529624380667252
2,0.65,1.14,0.49999999999999967,6.533089050851058,0.1893242942183568,0.030424007902027327,156.89492454017332,191.00251683151524,368.2781196431803,185.70566897342167,299.9782596172548,97.32004122839594,211.82475104203712,2.2041330302986952,2.204278343430419
3,1.15,1.66,0.5199999999999998,4.394347615492688,0.14500735606827217,0.032913753362428064,151.30338747138663,184.19542822603597,331.2955964063235,184.36521955745388,291.2901470015966,102.12874428081771,229.10077756031788,2.3623477594556834,2.362581131462838
4,1.67,2.29,0.6299999999999999,6.675761355398443,0.2577298270493727,0.04498608580390617,181.6255054747514,221.10931101274093,402.20327071260135,230.7399650030327,417.83590171173535,125.20810811710997,270.2102544594133,2.2976121223352908,2.29787226003615
5,2.3,2.96,0.6699999999999999,1.7225595068414965,0.04033025274197985,0.01940024074412637,122.47634077187114,149.10163224401737,246.7128481439368,145.2049857396147,182.58376275963226,95.61234545614427,225.9382505657251,2.5784267369879936,2.5788576412147695
6,2.97,3.46,0.49999999999999956,0.7221187966109904,0.012532994398031159,0.11010878241090467,98.1599289695744,119.49904396296017,183.58317313207903,111.49191815358387,118.40884351432658,80.99728963235914,202.98618814639178,2.8145567993365748,2.8204264824784504
7,3.47,4.01,0.5499999999999994,1.846441006053378,0.03458370029259741,0.1267162825596874,128.19317298415476,156.06125406766645,264.301598754126,149.59728522629183,175.6977933973361,105.20728877344307,242.33788055429625,2.486129650836472,2.4889279230895522
8,4.02,4.51,0.5,1.5967725386204443,0.056286841779581175,0.3930370556807525,134.06174868396124,163.20560709351795,256.9625680527988,164.06797674241434,229.18181155260666,111.27994538603438,266.63871266450883,2.6875061397893396,2.6950250185618922
9,4.52,5.01,0.5,4.027009159164238,0.20294183810417485,0.11942406171943527,181.7208593227007,221.22539395807047,362.19969771825987,238.30520719311528,437.3271634594001,145.84556785703182,326.20785757322886,2.535285999369832,2.5349905558012047
10,5.02,5.56,0.5499999999999998,1.560110398835524,0.07298615403017716,0.029312682063632706,139.59203626601507,169.93813110645317,254.64955421214816,178.33616721246278,277.62983214033017,120.32265938226868,291.2025271125525,2.8237863086053907,2.8242103223041153
11,5.57,8.0,2.4399999999999995,0.74186358792654,0.022032825624182406,0.29098253155371007,117.51838842345069,143.0658641676794,204.15891119749895,134.776707471852,165.32692541997608,104.74497530682571,263.6231217059826,2.9865379759555135,2.995952137508822
12,8.01,8.5,0.5,2.8457563306427653,0.07894678880723853,0.13727530574319827,172.21769315513254,209.65632210190017,336.90477856998524,194.17039104699018,267.76933209138963,149.46171070673722,330.7401556877137,2.5611406327586876,2.559940978731535
13,8.51,9.0,0.5,1.134147713419283,0.03146136165993575,,135.75567777068807,165.26778163388104,236.12748253078493,147.48793721165373,184.75541199387678,123.29247960598396,295.8361649045396,2.9481757413830367,2.9430201121417277
14,9.01,13.78,4.779999999999999,0.8989207678891723,0.030045861099885402,0.2281521386961781,140.4145052274678,170.93939766822172,229.39425144348564,141.88201330678507,179.72360319234397,127.54965249483155,313.2287124553003,3.142149780939841,3.1508014028916786
15,13.79,15.29,1.5099999999999998,1.1860434444580528,0.035980130707666334,0.540655181368896,159.7785110650044,194.51296999217936,263.83967131734954,150.6431763607627,185.11136836738976,144.4708154899537,342.35418120592914,3.070981981467741,3.083458772848356
