Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.06,0.88,0.8399999999999996,3.5768593648857827,0.04593691205436245,0.0007162958376927209,108.74974322459475,132.39099175168062,269.6032694647846,108.15658745594847,120.83982761188716,63.15596020694992,142.5369181061896,2.1415320813516874,2.141473892595224
2,0.9,1.44,0.5599999999999995,2.1059352003817913,0.0615621357212889,0.006847219457505057,118.47952443525337,144.23594279074314,245.02625513136888,137.5678136635001,188.32149137168744,81.22530625439134,194.42366564500753,2.554751047638339,2.553442675714317
3,1.46,1.94,0.49999999999999956,2.6294960690479594,0.04442708690632687,,124.55887501037495,151.63689131697825,275.87001012981614,140.31346754709506,165.78680765399542,90.71136980811256,205.4786115558407,2.338211830216831,2.3337764157251497
4,1.96,2.56,0.6199999999999997,5.227166937675153,0.027560528307011143,,133.58516942698148,162.62542365023836,369.95070436233095,146.95708461600276,131.4075740397046,104.19666862422378,208.61983056527598,1.7979175707911594,1.795828353413752
5,2.58,3.1,0.5399999999999996,7.44054991807707,0.04454701232113961,,149.95086178023456,182.5488752107204,433.45651265256,171.54192541658048,163.94770446026288,121.62455719544735,235.98252787961172,1.6959994339143973,1.6945865209866544
6,3.12,4.44,1.3399999999999999,11.833930582318594,0.06229984017266105,0.007196953129329683,171.52153290784506,208.80882267041977,532.8768903852587,195.60765043087574,185.89540270678665,144.6090419583004,265.6494557031793,1.544685265969605,1.5443531167454834
7,4.46,5.94,1.5,10.271657682664214,0.06518755476160232,0.003494963143496382,181.48688725700518,220.94055839983247,521.099264076401,202.41295619515665,198.8481856145468,155.4882236434532,289.50286617039063,1.6727640292948558,1.6723995242265044
8,5.96,6.44,0.5,14.734309521173037,0.07669067752425908,0.004383918436017756,197.63137600144523,240.59471861045537,608.8417832894182,218.87765604901182,207.71964805223337,174.4789967302176,310.21820906564005,1.533008062862058,1.5326914103905622
9,6.46,7.54,1.0999999999999996,12.597547166265878,0.07548012886917228,0.03121968115101762,200.27573402610446,243.81393707525768,580.5042407727888,218.17310912590287,211.8735248574924,176.17000058241888,318.7988107059241,1.6371946508300665,1.6370775566756717
10,7.56,9.26,1.7199999999999998,14.789346163156605,0.10207279075668109,0.058681080041479865,219.93978594983759,267.7527828954545,628.9618820821806,238.49099449678164,244.0415550076321,194.4967006772155,347.6618127229945,1.6494524250284908,1.6499996764740663
11,9.28,11.24,1.9800000000000004,13.352384968734786,0.11727197102821486,0.08323684676279558,232.94060830624807,283.579870981519,617.1360117837539,246.25023426284395,266.0442578675138,204.90498650508718,371.99187965674463,1.7864226687875104,1.7872854308334485
12,11.26,11.74,0.5,10.129609150735963,0.09116247710148151,0.09542550924359036,225.43411420981525,274.4415303423841,561.9939096168115,229.9798648108451,240.96673205890102,199.13720707496051,369.9347666098551,1.9111024276740831,1.9123815680348872
13,11.76,12.54,0.7999999999999989,12.760781802025862,0.087234094352489,0.06581661114643114,231.48796251994438,281.8114326329756,616.6523970690166,235.92587268048382,232.1425440316325,208.27230013650598,373.6030531916932,1.768624119511744,1.769199629753972
14,12.56,13.04,0.4999999999999982,9.956435508305658,0.08132795700424311,0.051515262605842535,227.6404323885055,277.1274829077459,564.13219856092,226.79701435925733,229.13489748837262,202.71757296175545,374.45018825104734,1.9184415247621802,1.9195481641383048
15,13.06,13.56,0.5199999999999996,15.177812760702901,0.08435626055068995,0.08045117450768013,237.89478872489613,289.6110471433514,664.8123771447707,242.05131272955978,227.2286043437643,218.4205596614888,381.15886467253915,1.6698098338604648,1.6702915171578587
16,13.58,16.7,3.139999999999999,20.89853849979978,0.1321604956924622,0.11321939715025466,265.7823899023652,323.56117031592265,760.9683436917353,274.24764803181137,274.2650288962937,245.93699876489137,418.2597944047052,1.6129719353508492,1.613761620548554
17,16.72,17.32,0.620000000000001,18.484149375684858,0.13468395587722562,0.1404619649745773,273.3214577234816,332.7391659242386,734.9433754549451,272.53633646812267,278.40674526802326,250.13257306050494,431.6898444382002,1.7252726033639687,1.7263805950561515
18,17.34,19.5,2.1799999999999997,16.171388250814093,0.13708557034294744,0.16402468564289915,277.5764301035189,337.9191322999364,704.0983618234516,268.6573679440354,281.4418985338046,251.1468502384988,440.92781919648996,1.838726893086843,1.840227726593679
19,19.52,20.0,0.5,19.308921572953533,0.15198258206787035,0.1791089452776394,289.8992882140966,352.9208726084656,758.6313849007635,281.62557971120907,292.77987835139805,265.0216893832014,455.552810465844,1.7690516588520075,1.7704277087834142
