Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,0.53,0.5099999999999998,0.1608991849445644,0.002265383605590881,0.0011222861938804836,44.47476563554096,54.143192947615056,79.04679154502116,41.660940547790695,41.70487277207012,27.197766384023918,82.47347007099033,3.2695787625207524,3.2690453466927027
2,0.54,1.5,0.9699999999999998,3.773344895159821,0.016045499777875977,0.006204413774355981,112.67642176014853,137.17129605583304,301.6154900789915,118.00495688476714,103.89184677011107,75.40598280018816,157.12444807469453,1.9180018168100035,1.9179851957358225
3,1.51,2.0,0.4999999999999998,1.7554064109666876,0.010668503399096856,0.02073198278280051,104.89952735026685,127.70377242641199,239.25929722314712,115.60831649730044,108.35937709043667,76.70773741613304,171.5734092852215,2.2743839111396595,2.274141076720168
4,2.01,2.5,0.5,4.182256634872137,0.028942981435946074,0.18805948860591007,130.5781555539037,158.96471110910022,340.8425659554213,146.08998846431848,138.18729278049327,101.28278887402358,209.5458526507677,1.9243839342495548,1.924333234162858
5,2.51,3.0,0.5,11.801060587336481,0.028297342073258635,0.00260698907491804,146.34986020112515,178.16504720136965,516.3483640987823,166.38003847796796,128.25131379709225,124.12438390134936,221.52286580574471,1.3551764990583577,1.3377475066359001
6,3.01,3.5,0.5,1.8867854953995735,0.011026303255312507,0.008894838275724515,112.40152169406524,136.83663510581835,261.31212017227233,123.36989099461334,109.20903814157163,92.34510156976238,201.68946756960682,2.187534592910656,2.181048879745927
7,3.51,4.0,0.5,6.379716048131011,0.013899799310749805,0.00527890110764918,137.5119334222122,167.40583199225824,420.97852414573777,148.29884218984216,109.67198692892957,116.74309733317908,217.4710545705786,1.5837495588345207,1.5641696887173726
8,4.01,4.86,0.8600000000000003,1.1055169118074846,0.014315606635381133,0.06963422431448224,110.70339058334834,134.7693450579892,221.5447537542168,123.50050812674809,126.22258562097895,95.20729083551721,224.71335396820066,2.5752367850925157,2.570007275927677
9,4.87,5.36,0.5,11.130509070936725,0.05346155946452588,0.09183363737320228,176.67790658628928,215.08614714852595,536.9743127654895,194.90453470186384,178.17129454220793,154.15387449227376,281.34782606607695,1.5703891180312228,1.5552802650614839
10,5.37,6.26,0.8999999999999995,15.308045684275482,0.052840160503683176,0.001388216049359385,184.11639494967176,224.14169819960048,614.0924530719586,202.4243443871679,171.35160308891017,167.06151088315252,290.8270013146704,1.4068641334286576,1.3944651105568715
11,6.27,7.61,1.3500000000000005,11.823695811099562,0.04344292687684369,0.006246999471232255,183.86042040324966,223.83007701265183,566.2119062350209,196.30864532827152,165.4066798906611,166.32158645380366,295.88151491485365,1.5337194497439215,1.5216665128470563
12,7.62,8.3,0.6900000000000004,15.11308092090108,0.05331946939810644,0.007883752389344892,196.71643398574022,239.4808761565532,630.4486225211391,211.1745256543398,178.1275629737947,182.1344919799427,315.26714764645385,1.4574359258031193,1.4473165850671301
13,8.31,8.9,0.5999999999999996,11.785901778018053,0.03686468204583461,0.008167216929396438,188.75651980857526,229.7905458539182,577.7737969798492,197.02130019840519,158.75625429599955,174.16425354406078,305.9263711635481,1.5348932879603494,1.524066645456128
14,8.91,9.56,0.6600000000000001,16.144872725910147,0.0723917541983449,0.0089214592533088,213.01999031015993,259.32868385584675,656.1444010719016,227.73103701183936,206.11821984157103,196.55982854382506,340.7932179409072,1.51461823549451,1.5052762867500507
