Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.02,0.5,0.49999999999999956,2.3644447640884025,0.04944988481756669,0.0034844448726483327,95.37446021694193,116.10803852497283,215.93416620085392,88.45485305309697,111.32506591220827,50.010000771798644,121.80265681411845,2.4221305524031984,2.4221305524031984
2,0.52,1.0,0.49999999999999956,0.8138573952862638,0.02910189590406973,,87.579639449626,106.61869150389256,162.9062744602439,98.91038747360562,130.48300075764365,58.89255526547169,156.6778314979826,2.944260290635896,2.944260290635896
3,1.02,1.88,0.8799999999999994,1.0556438950935798,0.02757578884169899,,99.59241726971008,121.24294276312526,191.99355735302993,117.52519198508736,145.16187781826684,72.89925262160085,183.69379504276304,2.7708087106727968,2.7708087106727968
4,1.9,2.44,0.5599999999999996,2.030878482596379,0.028100735687625972,0.015699999999999995,117.84894432164343,143.46828004373987,256.94801924822605,135.85443484605923,147.17402291503817,90.06735505599185,205.58347106676712,2.371263085853617,2.371263085853617
5,2.46,3.36,0.9199999999999995,3.9700429436586897,0.04504450108003636,,141.98376222114823,172.84979748661527,341.9311459705616,165.67619130564913,180.768307431255,111.88000211925197,236.5202615684405,2.0892686322201057,2.0892686322201057
6,3.38,3.98,0.6199999999999997,1.9057625770562499,0.0460736022501278,,130.89543387210742,159.3509629747394,263.8953343674941,158.6539185690169,204.93326629203233,107.74000840437276,250.55925648441678,2.549086124052004,2.5479160252929653
7,4.0,4.62,0.6399999999999997,0.8872234844421497,0.024237563034201375,,110.58591801179082,134.62633497087583,199.84737492628716,132.71490723276833,165.3959454515518,95.61385856969014,238.55059071450327,2.8930234956970766,2.8930234956970766
8,4.64,5.16,0.54,0.40207256285679005,0.014921271261218009,,93.53282594144117,113.8660489721893,149.22965959481326,112.00164087117321,145.90706308270322,84.93310241141475,230.0331347726585,3.3426258231405575,3.3426258231405575
9,5.18,5.8,0.6399999999999997,1.1859814862177096,0.014917487041401419,0.00425294977668793,116.29134181118636,141.57206829187896,229.80164533222626,131.03589082197848,133.3336346368185,102.43173445384394,238.637094438003,2.5944222016247784,2.5832068080842747
10,5.82,6.54,0.7399999999999993,0.6234611450076971,0.013684491888845532,0.026594191296791116,105.3527508305609,128.25552275024822,182.71905561322419,121.20430394735173,138.69789470071927,95.80760833111525,241.99449843594104,3.0107358964676045,3.0036923936810336
11,6.56,7.04,0.5,2.345384501154225,0.03407101083437412,0.086658314249374,146.29022294422896,178.0924453234091,304.46945806951584,161.78772615945198,179.05217399144,128.447872376413,281.90931351963104,2.4131114390959314,2.3878625960399753
12,7.06,7.84,0.7999999999999998,1.4663922944910215,0.022718643200370345,0.14406039930069636,133.61478929196744,162.66148261630798,259.0959458395343,144.64340923137428,155.66073701217582,119.05263392966752,272.72343026308835,2.617830940416557,2.591047968792617
13,7.86,8.34,0.4999999999999991,5.413293029957007,0.1049526690602344,0.057152957403695366,194.47044898963856,236.74663355260353,426.91224783209174,216.93751536261618,283.9952696187793,167.00075545625356,343.1988407268128,2.2382368587915296,2.2195733575802294
14,8.36,8.9,0.5600000000000005,2.696338130165549,0.054313132274489924,0.02074699858229804,165.23982417701492,201.1615250850619,329.1474878218138,178.67473016436128,217.20974718946815,145.55806436797846,318.4759109556834,2.5104410238071084,2.488844508327475
15,8.92,9.4,0.5,1.5157128321237414,0.042835770452638956,,147.91218391158782,180.06700650106364,264.6045498727982,160.82593933556538,207.05452469809356,133.55451681149503,312.1598972894082,2.843542305340658,2.819479682586082
16,9.42,10.1,0.6999999999999993,3.001813436797548,0.027952871485743103,,162.18254678332443,197.4396221710039,346.3028659832058,162.75592497055018,159.1126489052829,144.7623592542706,301.6026092803455,2.3151103237695656,2.2954242216696863
17,10.12,11.06,0.9600000000000009,1.5168804595602354,0.01912900226663203,0.10517564584409028,144.17785293233587,175.52086443936528,271.0234836539416,141.728271201684,143.6340199142535,130.0573828442289,291.59484752173205,2.6815644309557585,2.659205472377611
18,11.08,11.56,0.5,5.204687292041995,0.08728835628873734,0.31808501874933237,204.73704529306892,249.24509861764898,435.2540086560713,211.63030101209898,258.98307869110306,179.48887357718795,364.58569447499724,2.2984102869490997,2.282409597513367
19,11.58,12.56,1.0,2.2927647619212483,0.05094193995113345,0.03481471811579698,172.77767697872846,210.3380415393215,319.9980309950714,173.2661483772304,209.79736869802474,155.26620643482704,343.38928424272575,2.7003447108717893,2.681341845157863
20,12.58,13.6,1.0399999999999991,1.3211034125024614,0.02674911286543335,0.2553857844274325,153.41729509767535,186.76888098847408,265.342994809307,145.5883236671826,163.5302146136699,139.05188066848703,321.04191432452706,2.925588447909543,2.9056983405314942
21,13.62,14.48,0.8800000000000008,2.0563465329848976,0.03162501504389512,0.1731212411312672,170.18452505848717,207.18116094076726,315.662006131028,158.83585323918393,169.50566953057378,153.26413201438322,335.1388834183294,2.6876320086811427,2.6695063909420247
