Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,0.87,0.84,1.142586950187406,0.06299782420457178,0.005811311876620224,91.71457702702402,111.65252855463777,172.90607156923622,97.21760549721736,153.62205015510253,53.73906213889826,144.16585456910613,2.9457051925918294
2,0.88,1.37,0.4900000000000001,4.124395533079625,0.02552459608611384,,117.87519185059286,143.5002335572434,315.9971475912797,129.6156741132133,118.65891970057382,82.30369654789772,172.60047606180734,1.9056912968158346
3,1.38,1.87,0.4900000000000002,8.58902393856005,0.038531452138775915,0.0007348469228349535,138.30510855750168,168.37143650478473,433.9185263686011,165.16279666487725,146.69782294814686,104.97023051090254,201.15760992481498,1.5710100740050394
4,1.88,2.37,0.4900000000000002,5.310269940192408,0.020681706533893653,,129.14403442543852,157.21882451792519,370.88181399781536,151.62006389514798,125.45254904412448,100.26618827863967,197.9334691794601,1.7215553635337355
5,2.38,3.13,0.75,3.308066789705257,0.018947101815675646,0.0007880880037177056,126.71381614268469,154.26029791283372,317.5171480719056,148.67856078562198,131.99349772263142,99.91746594637755,208.20233143981721,1.989083270440438
6,3.14,3.84,0.6999999999999997,1.1612345431154838,0.029178257101345927,0.011662199324541168,114.35684891629015,139.21703346330955,217.92061205875333,144.121069291792,177.36915681446217,95.16185092035226,232.0826526687297,2.7256201981964643
7,3.85,4.34,0.48999999999999977,7.576389316133731,0.06443685997512848,,171.93247059394224,209.3090946361033,453.36955494842033,199.4384155743964,208.3016426569901,139.23553192930086,271.6984618807643,1.79969551429073
8,4.35,5.06,0.71,10.152774795446541,0.04384901055046514,0.0004000000000000001,173.20970059169318,210.86398332901766,514.0139624594151,193.44393094554087,169.23952077990796,146.18482009085938,268.233775877553,1.5704198338484696
9,5.07,5.58,0.5099999999999998,4.73678806278076,0.03298490652490991,,157.8266930330862,192.13684369245266,388.8244148346213,173.0657341460321,162.72234740197428,132.42700058994018,265.2494604909205,1.9401650646553192
10,5.59,6.26,0.6699999999999999,7.42070944205213,0.04111398733640384,,174.28117448695366,212.16838633194365,466.4488839468883,188.5568184944555,171.35268179797126,148.20544216075638,281.35167434688515,1.7592367244917262
11,6.27,6.76,0.4900000000000002,1.6670004964387717,0.022787493657438332,0.01842558827475607,134.49898498671791,163.73789476643927,266.3147682224238,146.55539444561595,155.02720383937995,116.87024656259211,263.99519030880225,2.4950392538520583
12,6.77,7.35,0.5800000000000001,3.4001434421546466,0.024378222702290963,0.011924254354652424,154.407503555674,187.97435215473328,352.36174703258894,162.0687338589884,150.19059958719384,133.17023329646625,273.22391414280406,2.1106757922269903
13,7.36,7.85,0.4899999999999993,1.8343959876561742,0.025478722471249562,0.012294719793296131,142.8597601726872,173.91622977544517,280.4922171663492,151.2118572320059,159.55296373630966,124.85254872056399,278.7475203989799,2.5096888374994712
14,7.86,8.98,1.12,5.830498888679844,0.028722929180022297,0.011941060572614548,175.16170597683552,213.2403377109301,440.6258755845116,178.67315228325282,155.02880866831887,153.19989649018535,292.9659244763904,1.8781802916675763
15,8.99,9.73,0.7400000000000002,0.9268194662551313,0.00930938476735551,0.2659607361024464,127.07547230990487,154.70057498597106,227.23238162252608,122.54839860418855,116.14162319429018,110.27268334432529,256.43578709508114,2.788854261609126
16,9.74,11.06,1.3200000000000003,2.925326342879673,0.03487441147270238,1.4350777205855034,172.59257547912281,210.11270058328003,358.13161599757814,170.8985297125581,172.8627287963645,149.49542303333016,315.33328416720906,2.3294610259506072
17,11.07,12.72,1.6500000000000004,2.406377821260571,0.04536266763788691,0.924454764531006,176.73711627468026,215.15822850830665,335.0087283248319,173.61128633102828,197.70847919707293,154.20320443282702,337.0781325943596,2.5770249365583973
18,12.73,13.57,0.8399999999999999,6.622921343599761,0.15537826391503187,0.014489614787069373,235.78434366141903,287.04180967477134,483.47432465036104,239.68642791969052,322.43295586370135,203.2238590359351,408.8700887228179,2.336792040843374
19,13.58,15.0,1.42,9.538397863418039,0.2305556025956282,0.005747814809991818,265.47111064581514,323.18222165577504,560.2004223672683,270.4600232441599,383.9458455815526,226.47549361579166,440.7029805520967,2.2508145248390776
