Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,0.49,0.49,5.6760357320762305,0.02151323187908818,0.001541843835758287,95.7776328602084,116.59885739503635,313.323162336287,85.20948808824272,69.91743222643318,52.985271516136315,108.66074225397588,1.632020822296392
2,0.5,1.05,0.55,9.53640184080451,0.05292669581600433,0.0010678394814961866,132.45370283363852,161.24798605834246,418.9275259341916,145.54957070086573,138.74551473800963,88.5940755501848,173.13658444798665,1.5875400880185535
3,1.06,2.53,1.4699999999999998,7.02061614395735,0.04610906182197802,0.001021886006319651,141.97410790846106,172.8380444103005,404.69597970946324,168.95262841397994,164.29606256378233,105.63559313525964,209.46347983413813,1.7408015887361317
4,2.54,3.21,0.6699999999999999,11.508337309567438,0.08652250367691842,0.0024054607178889465,176.7072294846883,215.12184459005502,513.5248053734116,215.013730446264,225.64963016269,137.27900418771208,258.8309840169851,1.6183632685970892
5,3.22,4.78,1.56,9.916510934824702,0.07932902962114717,0.0029158713238437066,184.88432110668916,225.07656482553472,501.0577848076391,216.41244794287374,223.72766907399978,146.06123471607512,277.63013019239696,1.7117837700436271
6,4.79,5.28,0.4900000000000002,15.128352985766512,0.12290683660721888,0.00457004870414603,214.71808789626155,261.39593309110086,602.7194707630522,250.59573572271947,269.48890257671025,171.8893068371312,312.9650227720944,1.6213374355510806
7,5.29,5.78,0.4900000000000002,5.290865657403402,0.045362853737208025,0.003029069919959238,174.08347024797365,211.9277029105767,407.2912521462653,189.76890744193923,186.50190132644036,139.65530688910295,279.41923098724794,1.9806662900544567
8,5.79,6.43,0.6399999999999997,12.511544123288694,0.10737589223808415,0.004171980551818591,216.3783645437672,263.41713944458644,571.3828460040477,243.25140942328306,257.3595777642206,174.52528116613433,322.48856505928177,1.7154656620967899
9,6.44,6.93,0.4899999999999993,1.010990835976465,0.0404430587618143,0.03670570726684218,136.36536651820143,166.01001141346282,221.58244897417268,150.5979631444783,198.98056041465244,114.8734128385671,285.2394888341286,3.0035849704765827
10,6.94,7.43,0.4899999999999993,2.83674393460615,0.04877280093417488,0.0007214631796173828,170.41520239026258,207.46198551858043,329.3786891547127,177.15793197210897,197.03246708790064,138.1035853029289,299.9352632408551,2.422652267087067
11,7.44,8.11,0.669999999999999,9.853352078687106,0.10766759766536071,0.0034993881985434586,224.29281279246734,273.0521199212644,534.1605533707989,238.7682226636834,260.00159323286016,180.35707895753174,342.2910144572395,1.8966066079528723
12,8.12,8.61,0.4900000000000002,9.062062901716844,0.13329012216357677,0.00780706872982001,232.04702919551806,282.49203554237016,521.1280735435437,244.47238929858176,287.49861039464605,185.116152218858,358.28984630313545,2.0179673433103176
13,8.62,9.11,0.4900000000000002,12.517947133155225,0.11865237188680353,0.0035707040507644006,240.35387632093955,292.60471899940507,592.9613610824267,252.0416399814457,266.85576777231995,195.19389209764347,358.9926817174446,1.804802632198817
14,9.12,9.71,0.5900000000000016,17.165932527364046,0.1949906961641114,0.011762851729571448,268.6800349510617,327.0887382012923,672.994160239496,287.04219825650705,333.0050381491163,216.46251533372296,389.7230100251263,1.7702550373765393
15,9.72,10.53,0.8099999999999987,30.491243347992345,0.42429387717487715,0.019574831057470675,323.22920315397397,393.49642123092457,844.1964258601931,360.8087005526782,488.6301164146587,255.91880299106825,441.0361976213543,1.6881319362575073
16,10.54,11.33,0.7900000000000009,26.291202924269125,0.3387543248508155,0.013391075425877107,314.20408858115076,382.50932522922716,803.8275300339852,337.9134246166624,428.5568389813318,251.19770211473738,436.2626432425467,1.714534786986717
17,11.34,12.1,0.7599999999999998,22.097586322814188,0.2974033964901577,0.007984481375532452,309.35763268554444,376.60929196501075,757.3767556243797,320.7703283495506,398.01922217896345,247.0764484356367,435.97521301589626,1.7918160840853266
18,12.11,12.97,0.8600000000000012,13.126885962175711,0.1405811361075627,0.0031368965952449862,270.8287402768706,329.7045533805379,624.8997138680256,261.74658814827103,282.3008692121143,219.48939960888512,400.78541054621115,1.907507458620549
19,12.98,13.8,0.8200000000000003,17.767516809672472,0.09629088397145819,0.00965605114447442,265.0603153329789,322.6821230140614,706.022389678771,262.0468421799451,238.4402237925958,226.2701739625396,388.8042095664712,1.614105947396239
20,13.81,14.77,0.9599999999999991,17.077801446164326,0.11752003959658901,0.02339724649595793,276.05993415070446,336.0729633139006,700.0393455632596,266.99720704654203,257.6436405550033,232.90729436040448,405.50513380577,1.7084557021428932
21,14.78,15.27,0.4900000000000002,13.733903211349405,0.09307345415008995,0.0329017095383542,267.150398883906,325.2265725543208,647.39261833209,248.78099271024138,233.72377749780344,224.50269406278244,397.7917613894482,1.796791583187539
22,15.28,15.97,0.6900000000000013,18.72164786745323,0.12957854961711376,0.041083720158145876,286.6433163480725,348.957080771566,731.5431169371961,275.0459649939559,267.2402259249789,243.92004368994634,420.3699711294232,1.6950599976653438
