Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,1.5,2.05,0.5499999999999998,2.0443750174789255,0.013732139703015386,0.00027684561376071934,108.08498613629962,131.58172225288644,252.96688874705296,121.58175287776736,109.0709360765764,80.30519067747433,177.97215876823768,2.2058113735244054
2,2.06,2.89,0.8300000000000001,3.9980207527350053,0.012361492381382842,0.00179427802277579,123.03889451202028,149.78648027550298,337.770211356428,141.1625765379463,111.38527841087728,96.15123044873823,191.878032683882,1.803998880877846
3,2.9,3.51,0.6099999999999999,5.887010448477085,0.016217189103888165,0.005457267080037146,137.83401771147606,167.7979346052748,401.867952460047,154.1006040606544,119.26544084114117,111.8258237623209,212.98868489202096,1.625708136746356
4,3.52,4.01,0.48999999999999977,2.5210151349570027,0.0058706935881007805,0.010204024250259876,117.46458635105456,143.0003659925882,295.45269874553895,127.21871813649663,94.05778924692306,95.15240527175278,193.2185240232438,1.949340350666141
5,4.02,4.65,0.6300000000000008,0.3684377549636337,0.0007697569342998765,0.05457985896356848,78.47589074729396,95.53586699670572,145.3442115861182,82.00883476705522,60.19424662674663,63.361975786542054,151.55030326928096,2.8476392260171695
6,4.66,5.33,0.6699999999999999,2.9902326543264524,0.02951012491353356,0.09835044199866916,143.73237864023827,174.97854790985534,324.2963341143195,162.6413338909047,168.1070594422593,120.62198259573181,256.3425738241972,2.176269004451434
7,5.34,6.44,1.1000000000000005,3.7064015724135366,0.009553807361805467,,139.32138701699958,169.6086450641733,357.1039915056183,143.50915895543017,108.66345609164158,118.58084833347195,231.13680110033667,1.8586302664697754
8,6.45,6.98,0.5300000000000002,4.642911253298008,0.16017366934567656,,193.72836374468272,235.84322542830907,394.5567719629782,232.71856569841302,368.39991372522627,160.58425356627617,345.385325746273,2.39575715797341
9,6.99,8.67,1.6799999999999997,0.7152055832123682,0.006902518721621319,0.15343886855015032,110.89889521487781,135.00735069637292,197.17523453607376,113.03724028486963,107.43219598005784,98.5653130416456,235.212955234094,2.83007232280719
10,8.68,9.43,0.75,0.6315966417585911,0.01458458389825701,0.03356858858574377,117.1755560576797,142.64850302674054,190.3403647474619,120.33804448886933,139.24405035108495,107.31585782291765,268.81268088639195,3.129495692304999
