Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,0.52,0.49,3.5292950937503913,0.013524108060947745,,89.87625295427827,109.41456881390393,254.1053439268167,77.0721790355658,63.60938504082288,48.91636149425534,105.86226887101705,1.8825224536420722
2,0.53,1.39,0.8599999999999999,6.670912485109035,0.060499566132332074,0.00017682539598338454,135.72794791162144,165.23402354458253,372.78152028624055,151.2538013824513,166.2646837387885,89.95879826214643,184.8350645905603,1.8524973798951243
3,1.4,2.29,0.8900000000000001,0.46649958466760666,0.01971120760380651,0.009021653662255408,85.73447306286087,104.37240198956978,145.17291465785632,107.64063438937255,144.78647690779843,67.50278900068301,186.04148218018116,3.2084404626443384
4,2.3,2.93,0.6300000000000003,0.9012167287324576,0.008960966785330194,0.021222654035047857,96.09811465397635,116.98900914397126,192.67145400326532,108.47027013404806,103.57638088136096,76.75615403870268,184.66158682231932,2.6159136922138098
5,2.94,3.43,0.4900000000000002,0.27170815374007945,0.010658773578956997,0.07265612972582165,80.57705524277262,98.09380638250582,127.02427546133784,96.05906896432113,122.5984899466901,69.2418360657479,196.85559023646428,3.439900885415618
6,3.44,5.35,1.9099999999999997,0.9048721999788112,0.0017565094472354488,0.020755578842249312,95.37004786539548,116.10266696656835,202.29469665673793,99.36426088691529,74.4115246997417,76.5696346395932,168.5206571380969,2.427107483255034
7,5.36,5.88,0.5199999999999996,0.9206762657814443,0.010415659898889354,0.02127177969530595,108.91442627096973,132.5914754603109,209.58653034911168,120.50382552131938,120.67824729345176,96.49374649686321,228.6841095421452,2.6782830940706566
8,5.89,6.54,0.6500000000000004,2.456009972640577,0.0024255176814226543,0.012059514101832848,123.3880229995024,150.21150626026383,307.4446628493144,123.5177430727235,86.99233111854896,101.29191045609814,195.54949011758572,1.951303517002544
9,6.55,7.2,0.6500000000000004,1.7735324269777373,0.003433155926945624,0.039620209517177936,121.80057144709065,148.27895654428457,274.5448736671051,123.36657822279909,96.68380077247177,102.28823079927913,209.32755046955072,2.184554248176332
10,7.21,8.33,1.12,4.456194228015674,0.007746665802217735,0.04791488469353772,146.61626389994336,178.48936474775718,394.27971734777947,144.9900653774998,104.81462263626462,129.26938117232763,241.61648291169124,1.7709955087601452
