Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,0.7,0.69,1.5224837395096777,0.06110533125838417,0.009048282230486319,92.89488189008522,113.08942143140803,187.55002401452103,93.69133838457435,137.7701955998764,51.618360828550365,133.90995931963894,2.74267416292801
2,0.71,1.81,1.1,0.8052609417649836,0.034207803467607996,0.06474285277642505,94.93856861898907,115.57738788398672,172.37377725978502,110.33172964666628,152.3767504378854,68.28941844432619,181.0975794051546,2.9829050695019155
3,1.82,2.68,0.8600000000000001,1.1998615457027892,0.03798410648953709,0.32060082337349366,112.64700824261983,137.13548829536307,215.83697063794637,128.38049507406987,167.61658882453708,86.39046150216015,214.735348189207,2.7495165437114775
4,2.69,3.43,0.7400000000000002,1.3160817641209375,0.033098946368102,0.3076161811834782,117.65510371582306,143.23230017578453,229.95510899931293,133.2279510838668,163.8201136258401,94.37700043267752,228.36502325220147,2.664039352269197
5,3.44,4.17,0.73,1.7473194088311168,0.03474451115014225,0.5043690031395626,128.19701200052987,156.065927652819,262.9322302027004,145.22352238693585,171.73077530068366,104.89645403540528,243.40227037502183,2.5016604245047644
6,4.18,4.84,0.6600000000000001,2.496471581811341,0.05948212794368002,0.7450810242904593,146.4259189729503,178.25764048880885,306.6364793935671,171.37098590962822,221.69176170609924,121.07565644752485,273.25976960189166,2.421500973850015
7,4.85,6.41,1.5600000000000005,2.990499866839495,0.06421466857649948,0.6864756763318806,156.7307620580009,190.80266685321857,334.047720531448,183.7204048194726,234.34880699721595,132.92492267507194,292.1414851074591,2.3576200545485166
8,6.42,8.15,1.7300000000000004,3.8661383491040864,0.0797266588172105,0.9087677213644716,176.52958067178952,214.9055764700047,378.19336920313935,198.42230645718845,252.29712907058376,150.89889840960967,321.4004325672193,2.3200259410877218
9,8.16,9.56,1.4000000000000004,4.694654202125645,0.0994424792490869,0.6844556287595235,194.19899025414608,236.4161620485255,412.75832739336164,211.92978944583672,274.5415095506194,166.9498936393683,348.1757686648536,2.3208552798898645
10,9.57,10.06,0.4900000000000002,6.443782856266125,0.21324997102984375,0.43659937773414964,227.45482766259568,276.9015293283774,467.83102656158917,254.56557227787096,399.63032315659626,191.58625568511908,395.5845613845375,2.387936911673364
11,10.07,11.88,1.8100000000000005,5.257583234931579,0.12296335992879985,1.034041913247351,212.9389289302339,259.2300004368066,441.97151161923637,224.2157336655462,297.2931916714672,183.29737701669086,378.1469530980974,2.3638157102136894
12,11.89,12.51,0.6199999999999992,6.080645839313522,0.19611488255284718,0.12393540731583795,234.16195058667657,285.06672245334573,465.48413477908906,247.8422200873155,372.78881800683376,200.43777629682052,413.2607737974503,2.465867245564787
13,12.52,13.19,0.6699999999999999,7.29412789599772,0.30546373921670333,0.04814265401767397,256.80355764369443,312.6304180010191,500.6238698179904,275.78414513227,465.35468059386864,216.59359172082952,444.194258484093,2.508900817776162
14,13.2,13.98,0.7800000000000011,5.635561589269964,0.1322549181285999,1.2932676643561525,228.7797793334108,278.5145139711089,465.0789128366101,229.50000189649631,300.01126497358706,197.7188017673617,403.26383803737866,2.4014152220829277
15,13.99,14.52,0.5299999999999994,8.359167522147992,0.16068527899111032,2.8834628075623763,250.44249188763996,304.8865118632137,547.2207202441188,251.04872989418627,319.7887421873744,215.52665325149286,419.86318176745016,2.203263471972584
16,14.53,15.09,0.5600000000000005,9.635767139243685,0.3896284900097579,0.08211603499513795,285.9264603410842,348.08438650218955,565.8197616098254,298.6001018555773,508.8953986856079,239.2920741981859,476.17737352232973,2.448437133655992
17,15.1,15.59,0.4900000000000002,8.667083062617108,0.3834989360072271,0.021594566714511657,282.9834141792595,344.5015476964909,544.205470480824,292.4341345481675,503.4839286589098,237.69355795766808,479.10877071115954,2.5277909262380662
18,15.6,16.34,0.7400000000000002,12.10774273941543,0.5219582812522298,0.09417340460239912,313.0709399114808,381.12983989223795,621.9760392949399,325.48759822640733,584.3716489312977,258.73213016331033,505.00202846094663,2.4248105426918194
19,16.35,17.34,0.9899999999999984,8.220678273329197,0.20462470735671878,1.5499598283359421,268.18240935223196,326.4829331244564,548.0136933235441,259.75855212404923,354.377780444803,229.78160334533612,451.89303869017965,2.360723843605709
20,17.35,19.0,1.6499999999999986,9.532596786514741,0.21620546662334086,2.220848269712467,280.65236100022844,341.6637438263655,584.9454657115313,267.6661783749303,357.53060947520333,240.8297151085047,464.4590186929117,2.300400519870023
