Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.01050834824752641,23688,0.01081308399958791
1.0,0.018728142548379297,24047,0.017982308440684904
1.5,0.02170386510358932,23411,0.022735603531038522
2.0,0.02420588795592501,22798,0.025887104003873864
2.5,0.02797534134708966,22145,0.027976592462193518
3.0,0.029605646043376423,21540,0.02936195224718605
3.5,0.03301579339029901,20917,0.030280464970351792
4.0,0.03449835697849155,20292,0.03088945162620588
4.5,0.035001787481398185,19613,0.031293218212835316
5.0,0.03327408770203716,19028,0.03156092105149563
5.5,0.03013182582610574,18403,0.03173841174091853
6.0,0.02876311953015883,17778,0.03185609052605756
6.5,0.029543399737371107,17155,0.03193411319032702
7.0,0.032048803456026134,16530,0.03198584329726612
7.5,0.02963494693213099,15905,0.032020141074572066
8.0,0.02655722738451114,15280,0.03204288097591256
8.5,0.028240522017905473,14567,0.032057957845424034
9.0,0.031279378764370765,14022,0.03206795401870827
