Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.00810363165534438,23688,0.00555618320992022
1.0,0.013786406532765689,24047,0.010213506171310591
1.5,0.01624860172138614,23411,0.014117383409909676
2.0,0.018970931426698263,22798,0.01738970478860622
2.5,0.01915710454284048,22145,0.020132641246648406
3.0,0.021470279616576146,21540,0.02243183485942671
3.5,0.021053105427370652,20917,0.02435907282133478
4.0,0.02218310193699931,20292,0.02597452884086127
4.5,0.023198577365277882,19613,0.027328641930477158
5.0,0.023700872949374487,19028,0.028463691252343902
5.5,0.026814506759464937,18403,0.029415116190888442
6.0,0.02938588613008026,17778,0.030212622868568087
6.5,0.03056950226806334,17155,0.030881111653312986
7.0,0.03090015475102759,16530,0.031441454616998134
7.5,0.03446062573593776,15905,0.03191114721935237
8.0,0.039569506133260005,15280,0.032304854564681434
8.5,0.0443410761309959,14567,0.03263486928705331
9.0,0.04373549218712985,14022,0.03291149536038999
