Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.009113914435870016,35928,0.006709625057682783
1.0,0.012820508625004839,36797,0.011674508094580918
1.5,0.016389420320837136,36161,0.01534834431615243
2.0,0.0185459996993197,35548,0.01806685197939907
2.5,0.021481905996177983,34895,0.020078450610752717
3.0,0.02092362616698892,34290,0.021566961792226162
3.5,0.01879925683659688,33667,0.02266840693284077
4.0,0.019492112821613294,33042,0.02348343701987218
4.5,0.021786697332500302,32363,0.02408653019108157
5.0,0.01997507152451299,31778,0.024532797609851564
5.5,0.01985662741049274,31153,0.02486301956984536
6.0,0.018163831190329962,30783,0.025107372032686353
6.5,0.019045919421930905,29905,0.025288184132819188
7.0,0.03059231572485464,29280,0.02542197863267541
7.5,0.025993375133031706,28655,0.02552098178666027
8.0,0.03825962729870391,28030,0.025594240586607073
8.5,0.04038513318001135,27317,0.02564844948353238
9.0,0.047184400474920854,26772,0.025688562132224313
