Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.009039849956967393,21264,0.014661841418972121
1.0,0.018022227318921714,21523,0.02666594188543711
1.5,0.028870922423350882,20886,0.03649406810036974
2.0,0.04150695605910037,20267,0.04454065727766699
2.5,0.05230769641287933,19608,0.05112864729450471
3.0,0.060593798083957734,19000,0.056522437322260484
3.5,0.0669900075762148,18374,0.06093849909362947
4.0,0.07313066387955723,17751,0.06455406467334128
4.5,0.07463207613697428,17113,0.06751423940322157
5.0,0.07607722745588942,16500,0.06993782548905887
5.5,0.07250415824618116,15859,0.07192208995026576
6.0,0.0669956260350526,15225,0.07354666828689556
6.5,0.06779435048438792,14600,0.07487676053187865
7.0,0.0708330737256231,13975,0.07596574795727683
7.5,0.07386260299929645,13350,0.07685733545216554
8.0,0.08294782726956071,12725,0.07758730555329069
