Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.012771032990140633,18882,0.014635102228702925
1.0,0.02309013931946811,19041,0.020370068608419382
1.5,0.025185326295026296,18405,0.022617394172840338
2.0,0.019250677822931658,17792,0.023498039648001717
2.5,0.019637569749177467,17139,0.023843132706702377
3.0,0.023277551888614842,16534,0.0239783621747713
3.5,0.025218426799233435,15911,0.024031353704369315
4.0,0.02359811550861601,15286,0.024052119165102366
4.5,0.023167052302124923,14613,0.024060256396896334
5.0,0.024591022774979595,14028,0.02406344508325008
5.5,0.022677223900297715,13403,0.024064694613916037
6.0,0.02660342639355408,12778,0.024065184259717463
6.5,0.029760290895087003,12155,0.024065376134168714
7.0,0.03235527366889599,11530,0.024065451322815155
