Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.004404836910948493,137705,0.006997561764495886
1.0,0.01076138024195253,138023,0.010055680372398384
1.5,0.014144941128401279,135511,0.011392158667945556
2.0,0.013569213882518895,133105,0.011976234847938382
2.5,0.014376702208255673,130581,0.012231491506555007
3.0,0.01432673092957436,128105,0.01234304538257324
3.5,0.012992189379032524,125599,0.012391797361550534
4.0,0.01325576639190429,123097,0.01241310325910459
4.5,0.013162905096357104,120533,0.012422414496927273
5.0,0.012802351503836787,118093,0.012426483752849046
5.5,0.012736587627820319,115593,0.012428262124755361
6.0,0.011449470529972517,113093,0.012429039320070173
6.5,0.008984147025481563,110597,0.012429378974871973
7.0,0.008535997918932349,108097,0.012429527412957211
7.5,0.00807584238287567,105587,0.012429592284306097
8.0,0.007921506996668739,103092,0.012429620634792428
8.5,0.008560644816424547,100448,0.0124296330247009
9.0,0.009002928378252886,98081,0.0124296384394169
9.5,0.008878836592125646,95583,0.012429640805790263
10.0,0.008966750650635187,93359,0.012429641839957685
10.5,0.009804844217796323,90881,0.012429642291916058
11.0,0.01063362530980229,88381,0.01242964248943376
11.5,0.01112098563360347,85881,0.012429642575754192
12.0,0.011127501998101376,83380,0.012429642613478493
12.5,0.01215084410632867,80885,0.012429642629965003
13.0,0.012797134956375215,78385,0.012429642637170044
13.5,0.012618127850215015,75885,0.012429642640318836
14.0,0.012035038083254916,73373,0.012429642641694941
