Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.0043962465033305816,23688,0.004851723423113354
1.0,0.009836726038827735,24047,0.008110536053507152
1.5,0.010733084807167247,23411,0.010299420050773297
2.0,0.010012714661134549,22798,0.011769652830897523
2.5,0.012027458266957102,22145,0.012757180918476205
3.0,0.013618345980608557,21540,0.013420485217591618
3.5,0.012957162819113487,20917,0.013866014411909277
4.0,0.01359629443359341,20292,0.014165268107768116
4.5,0.014733510750216354,19613,0.01436627126452494
5.0,0.015372590903295773,19028,0.014501281356581635
5.5,0.014601861482239813,18403,0.014591965131161401
6.0,0.013311436281760819,17778,0.014652875740485191
6.5,0.01518404853744579,17155,0.01469378826695851
7.0,0.017084933586975073,16530,0.014721268452118573
7.5,0.016495912259134982,15905,0.014739726382770296
8.0,0.01521568076394332,15280,0.014752124232419396
8.5,0.015600570258897595,14567,0.014760451638065343
9.0,0.013617052639461448,14022,0.014766045001975607
