Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.00852344876870423,23154,0.010726731773134567
1.0,0.019815314005341984,23499,0.01802378570356267
1.5,0.02577831083344724,22865,0.02298773904832094
2.0,0.027693659913099345,22243,0.026364558384435025
2.5,0.0284235559531949,21600,0.02866170101185213
3.0,0.029565261978752026,20990,0.03022437396692031
3.5,0.027787784266566896,20367,0.031287410600064514
4.0,0.02415456449787567,19737,0.032010560559076424
4.5,0.02466584356123911,19068,0.03250249644060119
5.0,0.029469868745330464,18478,0.032837144750423715
5.5,0.034952172685452566,17853,0.033064795335536454
6.0,0.0360262271192723,17228,0.03321965877688973
6.5,0.0370804466581015,16605,0.03332500744294259
7.0,0.040184043730679346,15980,0.03339667278462772
7.5,0.0404539941569093,15355,0.03344542443371143
8.0,0.03684880410323582,14725,0.03347858862762295
8.5,0.03946003106119855,14022,0.03350114917231165
9.0,0.04267348822247979,13472,0.033516496392208175
