Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.006315854359695648,23688,0.007554976976864722
1.0,0.014920307366725906,24047,0.012117770661076195
1.5,0.014990070150328298,23411,0.014873448973324332
2.0,0.01423020359692687,22798,0.016537728247417144
2.5,0.015635937123701985,22145,0.017542862079571602
3.0,0.01865717555479038,21540,0.018149908046116017
3.5,0.018265185465300187,20917,0.018516530672585536
4.0,0.019070364139434772,20292,0.018737950725838743
4.5,0.020105986353237487,19613,0.018871676351162988
5.0,0.02059653750437509,19028,0.018952439329066845
5.5,0.019192362889852245,18403,0.0190012157590449
6.0,0.01890133238559517,17778,0.01903067406015207
6.5,0.020544582193086667,17155,0.019048465265956008
7.0,0.019601736967838117,16530,0.019059210183078233
7.5,0.02025490247143342,15905,0.019065699526478325
8.0,0.018433520897854813,15280,0.01906961873565279
8.5,0.016749886537173332,14567,0.019071985724053036
9.0,0.016894318693951516,14022,0.019073415255838017
