Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.011428508192756906,23688,0.013199648534020034
1.0,0.020935108226160622,24047,0.017954177025273868
1.5,0.020297280225074803,23411,0.019666763623006542
2.0,0.01819751464308909,22798,0.020283639273268997
2.5,0.01910443189204881,22145,0.020505838587680614
3.0,0.01986118431822649,21540,0.020585875034740873
3.5,0.01650473935454214,20917,0.02061470425446638
4.0,0.018726483938517606,20292,0.020625088572367896
4.5,0.022867801806097272,19613,0.02062882901554695
5.0,0.021060352246308846,19028,0.02063017632745597
5.5,0.018845662367652536,18403,0.020630661630745787
6.0,0.019776642799369002,17778,0.020630836437545562
6.5,0.019712624478741923,17155,0.02063089940315467
7.0,0.025491472412496267,16530,0.020630922083439054
7.5,0.02459466846535988,15905,0.020630930252903416
8.0,0.02329491268170923,15280,0.020630933195553813
8.5,0.02712849989358771,14567,0.020630934255499854
9.0,0.029649390720679205,14022,0.020630934637293628
