Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.007410359484909501,23688,0.007372678928617698
1.0,0.012380820235239495,24047,0.011308719878501843
1.5,0.013013636704981813,23411,0.013410048107923268
2.0,0.014458462647222255,22798,0.01453188103191593
2.5,0.013806660816302786,22145,0.015130792278494691
3.0,0.013328886562785271,21540,0.015450532119969402
3.5,0.01382276847881736,20917,0.015621231145593441
4.0,0.016060759147324407,20292,0.015712361976254408
4.5,0.014751138331724962,19613,0.015761013855001796
5.0,0.014707184377795366,19028,0.0157869875599322
5.5,0.017326040701184875,18403,0.015800854102503235
6.0,0.01581491135707323,17778,0.0158082570126152
6.5,0.019426112023635315,17155,0.01581220919304122
7.0,0.020048029251768237,16530,0.015814319137628353
7.5,0.0200692938006983,15905,0.01581544557055421
8.0,0.018877378369944686,15280,0.015816046937596827
8.5,0.01678061499708679,14567,0.015816367988510417
9.0,0.01286051986840443,14022,0.015816539387476132
