Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.019954730972958527,23688,0.02291295167842961
1.0,0.04498112420993347,24047,0.03890753831462425
1.5,0.052961074447911066,23411,0.050072699628326736
2.0,0.053563754694294495,22798,0.057866638289979885
2.5,0.05558717246773716,22145,0.06330726544751694
3.0,0.07010192198633558,21540,0.06710514289463701
3.5,0.07475426507205202,20917,0.069756284515941
4.0,0.07481287058749023,20292,0.07160693714864774
4.5,0.06155968607285709,19613,0.07289880143059427
5.0,0.0707588708373279,19028,0.07380059860931616
5.5,0.06956531697238465,18403,0.07443010602965093
6.0,0.07588123084015588,17778,0.0748695391988899
6.5,0.07011119149347932,17155,0.07517628937210424
7.0,0.07181078757699406,16530,0.07539041901764283
7.5,0.08018713956078144,15905,0.07553989409248309
8.0,0.08934711974505875,15280,0.07564423647787444
8.5,0.08570494492330438,14567,0.07571707359403439
9.0,0.09267644999641142,14022,0.07576791818102174
