Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.018272747967091864,140972,0.030351322243336608
1.0,0.05011522956004104,141373,0.044588193938723215
1.5,0.06327692061893095,138861,0.05126627254254413
2.0,0.06527189907655254,136361,0.05439875380619576
2.5,0.05657303815631392,133831,0.05586810441574298
3.0,0.03661360150566573,131355,0.0565573315912824
3.5,0.03559467409832707,128849,0.05688062685955635
4.0,0.05325807837644233,126349,0.057032274725742876
4.5,0.06248224706223442,123783,0.057103408075271034
5.0,0.06292244085811154,121343,0.05713677454156123
5.5,0.05426903342468209,118843,0.05715242572458692
6.0,0.04617940113079537,116343,0.057159767213133324
6.5,0.04875522373993518,113847,0.05716321087959538
7.0,0.06504932234940992,111347,0.057164826197609826
7.5,0.07404806853142228,108837,0.057165583893605224
8.0,0.06492051386798386,106337,0.05716593930549088
8.5,0.05728938033568125,103691,0.05716610601827442
9.0,0.05994846680498962,101331,0.05716618421811329
9.5,0.06017601209406524,98831,0.05716622089925238
10.0,0.06255906951556191,96331,0.05716623810524646
10.5,0.06610078696833155,93831,0.05716624617604905
11.0,0.06069329002442559,91331,0.0571662499618143
11.5,0.056679150903845135,88831,0.05716625173760032
12.0,0.05593705156367845,86331,0.05716625257056693
12.5,0.05938111343505088,83835,0.05716625296128595
13.0,0.07089432817841386,81335,0.05716625314456021
13.5,0.08253097432328446,78835,0.05716625323052854
14.0,0.08261523914665116,76335,0.05716625327085364
