Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.005582231287768042,21342,0.006319777602014679
1.0,0.012701753940776253,21618,0.011617163275725421
1.5,0.013601217214387595,20993,0.016057556078011664
2.0,0.016486390683703996,20368,0.019779597374050415
2.5,0.020757103689612987,19737,0.022899499604836178
3.0,0.020969662822338683,19112,0.02551467476154959
3.5,0.02396017243305885,18487,0.02770677585779726
4.0,0.02929597151548864,17862,0.02954424636291221
4.5,0.03273707224295215,17204,0.03108445719668568
5.0,0.036608627172016,16603,0.03237549800842637
5.5,0.03837633014339806,15978,0.03345767866904183
6.0,0.04106314462682117,15353,0.0343647878568847
6.5,0.042569671886851006,14725,0.03512514803390081
7.0,0.037970370371032784,14100,0.035762499751357
7.5,0.038181991279903384,13475,0.036296742895623825
8.0,0.03869903788485178,12850,0.03674455801775962
8.5,0.03445124067516056,12162,0.03711992714652721
9.0,0.03120913340885839,11597,0.03743457034606841
