Lag (m),Fitted_Semivariance
0.0,0.0
0.02,0.0035940796167289197
0.04,0.003751521254724285
0.06,0.003908962892719651
0.08,0.004066404530715016
0.1,0.004223846168710382
0.12,0.004381287806705748
0.14,0.0045387294447011145
0.16,0.004696171082696481
0.18,0.004853612720691845
0.2,0.005011054358687211
0.22,0.005168495996682577
0.24,0.005325937634677943
0.26,0.005483379272673309
0.28,0.0056408209106686745
0.3,0.00579826254866404
0.32,0.005955704186659406
0.34,0.006113145824654772
0.36,0.006270587462650138
0.38,0.006428029100645503
0.4,0.006585470738640869
0.42,0.0067429123766362346
0.44,0.006900354014631601
0.46,0.007057795652626967
0.48,0.007215237290622332
0.5,0.007372678928617698
0.52,0.007530120566613064
0.54,0.00768756220460843
0.56,0.007845003842603795
0.58,0.008002445480599162
0.6,0.008159887118594528
0.62,0.008317328756589892
0.64,0.008474770394585258
0.66,0.008632212032580624
0.68,0.00878965367057599
0.7000000000000001,0.008947095308571356
0.72,0.00910453694656672
0.74,0.009261978584562087
0.76,0.009419420222557453
0.78,0.009576861860552819
0.8,0.009734303498548185
0.8200000000000001,0.009891745136543551
0.84,0.010049186774538916
0.86,0.010206628412534282
0.88,0.010364070050529648
0.9,0.010521511688525014
0.92,0.01067895332652038
0.9400000000000001,0.010836394964515746
0.96,0.01099383660251111
0.98,0.011151278240506476
1.0,0.011308719878501843
1.02,0.0113927730076787
1.04,0.011476826136855557
1.06,0.011560879266032414
1.08,0.011644932395209272
1.1,0.011728985524386127
1.12,0.011813038653562985
1.1400000000000001,0.011897091782739842
1.16,0.011981144911916698
1.18,0.012065198041093555
1.2,0.012149251170270412
1.22,0.01223330429944727
1.24,0.012317357428624127
1.26,0.012401410557800984
1.28,0.012485463686977841
1.3,0.012569516816154699
1.32,0.012653569945331556
1.34,0.012737623074508413
1.36,0.012821676203685269
1.3800000000000001,0.012905729332862126
1.4000000000000001,0.012989782462038984
1.42,0.013073835591215839
1.44,0.013157888720392696
1.46,0.013241941849569554
1.48,0.013325994978746411
1.5,0.013410048107923268
1.52,0.013454921424882974
1.54,0.013499794741842682
1.56,0.013544668058802388
1.58,0.013589541375762095
1.6,0.013634414692721801
1.62,0.013679288009681507
1.6400000000000001,0.013724161326641214
1.6600000000000001,0.01376903464360092
1.68,0.013813907960560626
1.7,0.013858781277520334
1.72,0.01390365459448004
1.74,0.013948527911439745
1.76,0.013993401228399453
1.78,0.014038274545359159
1.8,0.014083147862318865
1.82,0.014128021179278572
1.84,0.014172894496238278
1.86,0.014217767813197986
1.8800000000000001,0.014262641130157691
1.9000000000000001,0.014307514447117397
1.92,0.014352387764077103
1.94,0.01439726108103681
1.96,0.014442134397996517
1.98,0.014487007714956224
2.0,0.01453188103191593
2.02,0.01455583748177908
2.04,0.014579793931642231
2.06,0.014603750381505382
2.08,0.014627706831368532
2.1,0.014651663281231683
2.12,0.014675619731094833
2.14,0.014699576180957984
2.16,0.014723532630821134
2.18,0.014747489080684285
2.2,0.014771445530547435
2.22,0.014795401980410586
2.24,0.014819358430273736
2.2600000000000002,0.014843314880136887
2.2800000000000002,0.014867271330000037
2.3000000000000003,0.014891227779863188
2.32,0.014915184229726337
2.34,0.014939140679589487
2.36,0.014963097129452638
2.38,0.014987053579315788
2.4,0.015011010029178939
2.42,0.01503496647904209
2.44,0.01505892292890524
2.46,0.01508287937876839
2.48,0.015106835828631541
2.5,0.015130792278494691
2.52,0.01514358187215368
2.54,0.015156371465812668
2.56,0.015169161059471657
2.58,0.015181950653130645
2.6,0.015194740246789634
2.62,0.015207529840448621
2.64,0.01522031943410761
2.66,0.0152331090277666
2.68,0.015245898621425587
2.7,0.015258688215084576
2.72,0.015271477808743564
2.74,0.015284267402402553
2.7600000000000002,0.01529705699606154
2.7800000000000002,0.01530984658972053
2.8000000000000003,0.015322636183379517
2.82,0.015335425777038506
2.84,0.015348215370697494
2.86,0.015361004964356483
2.88,0.015373794558015472
2.9,0.01538658415167446
2.92,0.015399373745333449
2.94,0.015412163338992436
2.96,0.015424952932651425
2.98,0.015437742526310413
3.0,0.015450532119969402
3.02,0.015457360080994364
3.04,0.015464188042019326
3.06,0.015471016003044286
3.08,0.015477843964069248
3.1,0.01548467192509421
3.12,0.015491499886119172
3.14,0.015498327847144134
3.16,0.015505155808169094
3.18,0.015511983769194056
3.2,0.015518811730219018
3.22,0.01552563969124398
3.24,0.015532467652268941
3.2600000000000002,0.015539295613293902
3.2800000000000002,0.015546123574318864
3.3000000000000003,0.015552951535343825
3.3200000000000003,0.015559779496368787
3.34,0.01556660745739375
3.36,0.01557343541841871
3.38,0.015580263379443671
3.4,0.015587091340468633
3.42,0.015593919301493595
3.44,0.015600747262518557
3.46,0.015607575223543517
3.48,0.01561440318456848
3.5,0.015621231145593441
3.52,0.01562487637881988
3.54,0.01562852161204632
3.56,0.015632166845272757
3.58,0.015635812078499196
3.6,0.015639457311725634
3.62,0.015643102544952072
3.64,0.01564674777817851
3.66,0.015650393011404952
3.68,0.01565403824463139
3.7,0.01565768347785783
3.72,0.015661328711084267
3.74,0.015664973944310705
3.7600000000000002,0.015668619177537143
3.7800000000000002,0.01567226441076358
3.8000000000000003,0.015675909643990023
3.8200000000000003,0.01567955487721646
3.84,0.0156832001104429
3.86,0.015686845343669337
3.88,0.015690490576895776
3.9,0.015694135810122214
3.92,0.015697781043348652
3.94,0.015701426276575094
3.96,0.015705071509801532
3.98,0.01570871674302797
4.0,0.015712361976254408
4.0200000000000005,0.015714308051404304
4.04,0.0157162541265542
4.0600000000000005,0.015718200201704096
4.08,0.015720146276853992
4.1,0.015722092352003884
4.12,0.01572403842715378
4.14,0.015725984502303676
4.16,0.015727930577453572
4.18,0.015729876652603468
4.2,0.015731822727753364
4.22,0.01573376880290326
4.24,0.015735714878053156
4.26,0.01573766095320305
4.28,0.015739607028352944
4.3,0.01574155310350284
4.32,0.015743499178652736
4.34,0.015745445253802632
4.36,0.015747391328952528
4.38,0.015749337404102424
4.4,0.01575128347925232
4.42,0.015753229554402212
4.44,0.015755175629552108
4.46,0.015757121704702004
4.48,0.0157590677798519
4.5,0.015761013855001796
4.5200000000000005,0.015762052803199013
4.54,0.01576309175139623
4.5600000000000005,0.015764130699593443
4.58,0.01576516964779066
4.6000000000000005,0.015766208595987877
4.62,0.015767247544185094
4.64,0.015768286492382308
4.66,0.015769325440579525
4.68,0.015770364388776742
4.7,0.01577140333697396
4.72,0.015772442285171172
4.74,0.01577348123336839
4.76,0.015774520181565607
4.78,0.015775559129762824
4.8,0.015776598077960037
4.82,0.015777637026157254
4.84,0.01577867597435447
4.86,0.015779714922551688
4.88,0.0157807538707489
4.9,0.01578179281894612
4.92,0.015782831767143336
4.94,0.015783870715340553
4.96,0.015784909663537766
4.98,0.015785948611734983
5.0,0.0157869875599322
5.0200000000000005,0.015787542221635042
5.04,0.015788096883337883
5.0600000000000005,0.015788651545040725
5.08,0.015789206206743567
5.1000000000000005,0.01578976086844641
5.12,0.01579031553014925
5.14,0.01579087019185209
5.16,0.01579142485355493
5.18,0.01579197951525777
5.2,0.015792534176960613
5.22,0.015793088838663455
5.24,0.015793643500366297
5.26,0.015794198162069138
5.28,0.01579475282377198
5.3,0.01579530748547482
5.32,0.015795862147177663
5.34,0.015796416808880505
5.36,0.015796971470583347
5.38,0.015797526132286185
5.4,0.015798080793989026
5.42,0.015798635455691868
5.44,0.01579919011739471
5.46,0.01579974477909755
5.48,0.015800299440800393
5.5,0.015800854102503235
5.5200000000000005,0.015801150218907715
5.54,0.01580144633531219
5.5600000000000005,0.01580174245171667
5.58,0.015802038568121148
5.6000000000000005,0.01580233468452563
5.62,0.015802630800930105
5.64,0.015802926917334585
5.66,0.015803223033739062
5.68,0.015803519150143542
5.7,0.015803815266548022
5.72,0.0158041113829525
5.74,0.01580440749935698
5.76,0.015804703615761456
5.78,0.015804999732165936
5.8,0.015805295848570412
5.82,0.015805591964974892
5.84,0.015805888081379373
5.86,0.01580618419778385
5.88,0.01580648031418833
5.9,0.015806776430592806
5.92,0.015807072546997286
5.94,0.015807368663401763
5.96,0.015807664779806243
5.98,0.01580796089621072
6.0,0.0158082570126152
6.0200000000000005,0.01580841509983224
6.04,0.01580857318704928
6.0600000000000005,0.01580873127426632
6.08,0.015808889361483364
6.1000000000000005,0.015809047448700403
6.12,0.015809205535917446
6.140000000000001,0.015809363623134485
6.16,0.015809521710351528
6.18,0.015809679797568567
6.2,0.015809837884785606
6.22,0.01580999597200265
6.24,0.015810154059219688
6.26,0.01581031214643673
6.28,0.01581047023365377
6.3,0.015810628320870813
6.32,0.015810786408087852
6.34,0.01581094449530489
6.36,0.015811102582521934
6.38,0.015811260669738973
6.4,0.015811418756956016
6.42,0.015811576844173055
6.44,0.015811734931390098
6.46,0.015811893018607137
6.48,0.01581205110582418
6.5,0.01581220919304122
6.5200000000000005,0.015812293590824703
6.54,0.01581237798860819
6.5600000000000005,0.015812462386391675
6.58,0.01581254678417516
6.6000000000000005,0.015812631181958647
6.62,0.01581271557974213
6.640000000000001,0.01581279997752562
6.66,0.015812884375309103
6.68,0.015812968773092587
6.7,0.015813053170876074
6.72,0.01581313756865956
6.74,0.015813221966443042
6.76,0.01581330636422653
6.78,0.015813390762010014
6.8,0.0158134751597935
6.82,0.015813559557576986
6.84,0.01581364395536047
6.86,0.015813728353143954
6.88,0.015813812750927442
6.9,0.015813897148710926
6.92,0.015813981546494413
6.94,0.015814065944277898
6.96,0.01581415034206138
6.98,0.01581423473984487
7.0,0.015814319137628353
7.0200000000000005,0.015814364194945387
7.04,0.01581440925226242
7.0600000000000005,0.015814454309579454
7.08,0.01581449936689649
7.1000000000000005,0.015814544424213525
7.12,0.01581458948153056
7.140000000000001,0.015814634538847593
7.16,0.015814679596164626
7.18,0.01581472465348166
7.2,0.015814769710798697
7.22,0.01581481476811573
7.24,0.015814859825432764
7.26,0.015814904882749798
7.28,0.01581494994006683
7.3,0.015814994997383865
7.32,0.015815040054700902
7.34,0.015815085112017936
7.36,0.01581513016933497
7.38,0.015815175226652003
7.4,0.015815220283969037
7.42,0.01581526534128607
7.44,0.015815310398603108
7.46,0.01581535545592014
7.48,0.015815400513237175
7.5,0.01581544557055421
7.5200000000000005,0.015815469625235914
7.54,0.01581549367991762
7.5600000000000005,0.015815517734599324
7.58,0.01581554178928103
7.6000000000000005,0.015815565843962733
7.62,0.015815589898644438
7.640000000000001,0.015815613953326143
7.66,0.015815638008007848
7.68,0.015815662062689553
7.7,0.015815686117371257
7.72,0.015815710172052962
7.74,0.015815734226734667
7.76,0.01581575828141637
7.78,0.015815782336098073
7.8,0.01581580639077978
7.82,0.015815830445461483
7.84,0.015815854500143188
7.86,0.015815878554824893
7.88,0.015815902609506598
7.9,0.015815926664188303
7.92,0.015815950718870007
7.94,0.015815974773551712
7.96,0.015815998828233417
7.98,0.015816022882915122
8.0,0.015816046937596827
8.02,0.015816059779633372
8.040000000000001,0.015816072621669914
8.06,0.01581608546370646
8.08,0.015816098305743
8.1,0.015816111147779546
8.120000000000001,0.015816123989816088
8.14,0.015816136831852633
8.16,0.015816149673889175
8.18,0.01581616251592572
8.2,0.015816175357962262
8.22,0.015816188199998808
8.24,0.01581620104203535
8.26,0.015816213884071895
8.28,0.015816226726108436
8.3,0.015816239568144982
8.32,0.015816252410181524
8.34,0.01581626525221807
8.36,0.01581627809425461
8.38,0.015816290936291156
8.4,0.015816303778327698
8.42,0.015816316620364243
8.44,0.015816329462400785
8.46,0.01581634230443733
8.48,0.015816355146473872
8.5,0.015816367988510417
8.52,0.015816374844469044
8.540000000000001,0.015816381700427675
8.56,0.015816388556386302
8.58,0.015816395412344933
8.6,0.01581640226830356
8.620000000000001,0.015816409124262187
8.64,0.015816415980220818
8.66,0.015816422836179445
8.68,0.015816429692138076
8.700000000000001,0.015816436548096703
8.72,0.01581644340405533
8.74,0.01581645026001396
8.76,0.015816457115972588
8.78,0.01581646397193122
8.8,0.015816470827889846
8.82,0.015816477683848473
8.84,0.015816484539807104
8.86,0.01581649139576573
8.88,0.015816498251724362
8.9,0.01581650510768299
8.92,0.015816511963641616
8.94,0.015816518819600247
8.96,0.015816525675558874
8.98,0.015816532531517505
9.0,0.015816539387476132
9.02,0.01581654624343476
9.040000000000001,0.01581655309939339
9.06,0.015816559955352017
9.08,0.015816566811310648
