Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.008242362997133401,23688,0.012234759717208617
1.0,0.020651690466520583,24047,0.018216913050859384
1.5,0.023819138056211595,23411,0.021141871066747066
2.0,0.022327607908763793,22798,0.022572021535572383
2.5,0.022295814574001926,22145,0.023271289816474718
3.0,0.02842580407303128,21540,0.023613195188905728
3.5,0.02697032790287549,20917,0.023780368914484044
4.0,0.02167663354428993,20292,0.023862108064486357
4.5,0.022182113008616347,19613,0.023902074205218022
5.0,0.0226009901510878,19028,0.02392161554379248
5.5,0.022664631425221463,18403,0.02393117022949119
6.0,0.021116517463073126,17778,0.023935841967737438
6.5,0.02040417257862589,17155,0.023938126201769796
7.0,0.019462006067396394,16530,0.02393924307194521
7.5,0.021760391444645137,15905,0.02393978916265704
8.0,0.023729536038033443,15280,0.023940056172263097
8.5,0.025172061220086337,14567,0.02394018672590223
9.0,0.023508032096546554,14022,0.02394025055975803
