Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.012059996319522884,20088,0.019702667288236955
1.0,0.030490106328752827,20297,0.028780023836291115
1.5,0.03844820027062569,19655,0.03296211759522578
2.0,0.04193650740518793,19042,0.03488887987628538
2.5,0.047141736414582434,18389,0.03577657228628523
3.0,0.040634432521757496,17784,0.03618554739573048
3.5,0.03037211762647395,17161,0.03637396923899687
4.0,0.026910408003356704,16536,0.03646077841197579
4.5,0.027614274392082503,15863,0.03650077288598499
5.0,0.03382329207921817,15278,0.03651919902571635
5.5,0.03428247978259429,14653,0.03652768826413766
6.0,0.032247638726085284,14028,0.036531599401794526
6.5,0.03415284679839881,13405,0.03653340132995484
7.0,0.029013542403620512,12780,0.0365342315091456
7.5,0.028586063328051404,12155,0.03653461398692909
8.0,0.03849544483005268,11530,0.03653479020100009
