Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.0036302330182326785,23688,0.004605265365167858
1.0,0.006881479928439183,24047,0.007208318495603626
1.5,0.008645488791507318,23411,0.008679652949231679
2.0,0.011489479054037875,22798,0.009511301388950835
2.5,0.01118988980321861,22145,0.009981377465523257
3.0,0.010188098473367792,21540,0.010247080504466422
3.5,0.010187796266354208,20917,0.010397264928694947
4.0,0.009486749541957691,20292,0.010482154290030698
4.5,0.011010546981107698,19613,0.0105301366537479
5.0,0.011330717567917467,19028,0.010557257923029029
5.5,0.011620416824293866,18403,0.01057258778988917
6.0,0.010945506561618456,17778,0.010581252753741473
6.5,0.008999478659591692,17155,0.010586150486986435
7.0,0.008271902137399091,16530,0.010588918852942449
7.5,0.007459038174774361,15905,0.010590483627846084
8.0,0.007901252456728214,15280,0.010591368092016626
8.5,0.010241399539108294,14567,0.010591868021346497
9.0,0.011860115639652512,14022,0.010592150598462892
