Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.008137630431159974,23688,0.009632410452960708
1.0,0.014444218020388056,24047,0.014145891623965843
1.5,0.019234600596580314,23411,0.016260784088370357
2.0,0.017840168489904554,22798,0.017251764213584642
2.5,0.017061475773482174,22145,0.017716110096459705
3.0,0.014791618679782325,21540,0.017933689736511913
3.5,0.015182261455609197,20917,0.018035641539060763
4.0,0.01503277267603913,20292,0.018083413334438612
4.5,0.014206437282910002,19613,0.018105797876708272
5.0,0.01670586727732453,19028,0.018116286654210962
5.5,0.01842257771359204,18403,0.018121201405300155
6.0,0.019925641114237336,17778,0.01812350432175181
6.5,0.019233893181345788,17155,0.018124583404717984
7.0,0.021949645225417026,16530,0.0181250890331558
7.5,0.025211744798392225,15905,0.018125325956659506
8.0,0.02584151356759606,15280,0.018125436972461644
8.5,0.023429127291546847,14567,0.018125488991396578
9.0,0.02062457272266736,14022,0.018125513366030997
