Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.0031507445973045583,23688,0.001637328107349231
1.0,0.004518723736855599,24047,0.0030065718815868807
1.5,0.005623403124290236,23411,0.004151625524087306
2.0,0.0057585618474348226,22798,0.005109196315258874
2.5,0.005938546455219537,22145,0.005909981349314258
3.0,0.005984489840441035,21540,0.006579651598949293
3.5,0.005745269123700308,20917,0.007139674856346025
4.0,0.005428885992001663,20292,0.007608003931732263
4.5,0.006109707603820034,19613,0.007999652171256625
5.0,0.006360501176805491,19028,0.008327174743704278
5.5,0.007003704143548974,18403,0.008601071124785946
6.0,0.007580486558223249,17778,0.008830121681542989
6.5,0.009464509579520374,17155,0.0090216691468418
7.0,0.010075296989897035,16530,0.009181854007258088
7.5,0.010122884389712337,15905,0.009315811350241236
8.0,0.010900824007065235,15280,0.00942783548093917
8.5,0.011409073888290962,14567,0.009521517585847796
9.0,0.012194668794231305,14022,0.009599860856404168
