Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.009845576013605027,23688,0.011952932375981237
1.0,0.020297032308033598,24047,0.01678066584967597
1.5,0.02012235698509916,23411,0.01873056481671662
2.0,0.016411856888949833,22798,0.01951811988834248
2.5,0.015066445615178748,22145,0.019836209697777555
3.0,0.017399788902286384,21540,0.01996468468386019
3.5,0.021778931569067725,20917,0.020016575129763653
4.0,0.019033674660662116,20292,0.020037533438132943
4.5,0.02040701092156729,19613,0.020045998400845335
5.0,0.01875530655583251,19028,0.020049417359687797
5.5,0.01884784099213927,18403,0.020050798261171197
6.0,0.022187702630361725,17778,0.02005135600082081
6.5,0.022622764933537612,17155,0.020051581269256318
7.0,0.022778624785360007,16530,0.02005167225412367
7.5,0.024337005135863916,15905,0.020051709002485985
8.0,0.023684494864558914,15280,0.020051723844977627
8.5,0.025109299112088406,14567,0.020051729839790568
9.0,0.02703461960036275,14022,0.020051732261067476
