Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.006497450195005629,23688,0.008027901172509157
1.0,0.013560905709958491,24047,0.012225437739849207
1.5,0.015094276363509405,23411,0.014420197348312335
2.0,0.013897113503093262,22798,0.015567767991632234
2.5,0.015440766439972716,22145,0.016167796521559398
3.0,0.01963598248307019,21540,0.01648153253321353
3.5,0.0201264922691843,20917,0.01664557520801866
4.0,0.01745404061237154,20292,0.016731347953759076
4.5,0.01666955159221115,19613,0.016776195819843857
5.0,0.015819439200646424,19028,0.01679964535588233
5.5,0.01655181929174681,18403,0.016811906379391898
6.0,0.014920056109032723,17778,0.016818317282245396
6.5,0.013913402290840657,17155,0.016821669341342656
7.0,0.013063108401447528,16530,0.016823422027422652
7.5,0.012560581080043228,15905,0.016824338451747488
8.0,0.016086321203241348,15280,0.0168248176211508
8.5,0.017985832971046858,14567,0.01682506816373337
9.0,0.018280905897732083,14022,0.016825199164555302
