Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.007598704558907654,17683,0.008500619339493663
1.0,0.017381557760474262,17790,0.014405046052157935
1.5,0.02009443441452349,17154,0.018506188970445585
2.0,0.021946799967478624,16542,0.021354792917065064
2.5,0.0209266451190782,15890,0.0233333985414904
3.0,0.019060840230460764,15284,0.02470771392206602
3.5,0.021755951860969378,14661,0.025662296655467112
4.0,0.024826979144387133,14036,0.026325338201670174
4.5,0.025434680407927436,13363,0.026785878788262392
5.0,0.03073518972663509,12778,0.027105764673412865
5.5,0.03664200520659286,12153,0.027327953515173097
6.0,0.03305051844956808,11528,0.02748228317988941
6.5,0.029029136629222598,10905,0.0275894786863008
7.0,0.023809536823522548,10279,0.027663935380131618
