Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.006244002055576302,23664,0.008618646141093013
1.0,0.014240248942068526,24022,0.012494050817341826
1.5,0.01644426209545589,23386,0.01423664021697884
2.0,0.015401689768775402,22773,0.015020201694916307
2.5,0.014772858893339907,22120,0.015372532880814397
3.0,0.014549916112545636,21515,0.015530959842899256
3.5,0.013151730539214465,20892,0.015602197085925185
4.0,0.013120241551878648,20266,0.015634229163843952
4.5,0.013152111689583466,19589,0.015648632500809428
5.0,0.01566823337991626,19003,0.015655109012144945
5.5,0.014732790030011851,18378,0.01565802119834038
6.0,0.016615964573800976,17753,0.015659330673148272
6.5,0.020286445579408566,17130,0.01565991948312038
7.0,0.020886872358986494,16505,0.015660184243603867
7.5,0.016589277139501982,15880,0.015660303294090336
8.0,0.015002000443553236,15255,0.015660356825562032
8.5,0.01524293260585698,14542,0.01566038089617734
9.0,0.017861120088618666,13997,0.015660391719614523
