Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.010785207426681688,20088,0.012727478286729597
1.0,0.022351551132888288,20297,0.018720422468630427
1.5,0.022439177897605283,19655,0.021542299603932745
2.0,0.017296377293692645,19042,0.022871027241809117
2.5,0.02197514170957013,18389,0.023496680681347464
3.0,0.025739532540076167,17784,0.023791279977130746
3.5,0.02511272139693993,17161,0.02392999694021505
4.0,0.025083703645676594,16536,0.023995314122308677
4.5,0.0230139594769897,15863,0.024026069800502554
5.0,0.024916905862362178,15278,0.02404055162153104
5.5,0.024137453009997544,14653,0.024047370627081142
6.0,0.02477276482389444,14028,0.024050581468908344
6.5,0.024689066911187763,13405,0.02405209334702071
7.0,0.02670865682432209,12780,0.024052805239897928
7.5,0.02486543668201311,12155,0.02405314044646285
8.0,0.02085825104356898,11530,0.02405329828403191
