Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.08,1.4127,0.0473,-0.0125,77.0496514348212,93.79957565978232,161.45468721907173,65.40109418538383,88.86409512836667,35.685970010442794,95.25413553646035,2.725090280588704,57.0
0.1,1.5302,0.0543,-0.0178,81.4583137314844,99.16664280354622,170.1001309531092,71.53909790629915,100.01846894139454,38.85169308709521,102.67172764803678,2.715773578977088,57.0
0.12,1.5767,0.0594,-0.0281,84.47892833985424,102.84391276156168,175.015277616354,76.37836248348329,109.36888351969064,41.35522138743452,108.80483422698514,2.72475621690786,57.0
0.14,1.6044,0.0629,-0.027,86.88275273330751,105.77030767533088,178.9215709563326,80.4182049253741,116.93600072807246,43.48049129020557,113.991914043479,2.730431170624313,57.0
0.16,1.621,0.0664,-0.0318,88.95521084687873,108.2933001614176,181.9347952175793,84.10973537099449,124.30912546493649,45.39540373072416,118.7507484819302,2.740677199256755,57.0
0.18,1.6205,0.0682,-0.0313,90.4991796067819,110.1729143039084,184.0559819148416,87.09010953958524,129.8872181916871,47.008581198666846,122.7685342482549,2.7487245684275137,57.0
0.2,1.6138,0.0695,-0.0322,91.78384220704793,111.73685138249311,185.6725793402529,89.71830819320873,134.79117879059856,48.45284237086463,126.39108928462184,2.7570980289040867,57.0
0.22,1.6056,0.0686,-0.0325,92.66955626609904,112.8151119761206,187.0597016798294,91.63337350661727,137.2195670306344,49.66357853338155,129.2517837008266,2.7566317960968028,57.0
0.24,1.6393,0.0674,-0.0322,93.89507146065289,114.30704351731656,190.19953714726893,93.58413393327828,138.71022253881898,50.95726787488447,131.84615180580974,2.738685861800704,57.0
0.26,1.6534,0.0665,-0.0326,94.86568429347642,115.48865913988436,192.3386319464642,95.34662857983312,140.443344668382,52.10999514443754,134.3169504746329,2.7296569227115124,57.0
0.28,1.6718,0.0655,-0.0319,95.80977133568592,116.63798249561763,194.5958194214478,96.99476088907798,141.81948527885734,53.21258119159198,136.60093447067598,2.7184125415478952,57.0
0.3,1.7486,0.0637,-0.0311,97.197952746439,118.32794247392576,199.3619133444732,98.6898473690244,141.62421917384995,54.46889099349816,138.54966134029564,2.682501685083992,57.0
0.32,1.8661,0.0609,-0.0306,98.73206544439502,120.195557932307,205.73293058338285,100.21669347193912,139.77464068899988,55.76829662874924,140.0773336160505,2.6293169220611805,57.0
