Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.3,0.093,0.0006,0.001,38.55116096038763,46.931848125689285,65.23718833184411,34.30682225439651,27.150599530493235,24.23849387143048,73.92611256129847,3.453268021153299,369.17
0.32,1.461,0.0054,0.0015,77.0646381591215,93.81782036762618,187.8813382606077,64.72165660876146,50.06416785674412,44.02991328561321,102.0451339978957,2.2210173016952948,369.17
0.34,2.175,0.0153,0.0373,89.45566917485276,108.90255377808164,220.31154135105,78.48839442463499,70.82769313689322,51.70023109245979,118.99562817032135,2.180326172110334,369.17
0.36,2.474,0.0153,0.0373,91.76585098795262,111.71494902881189,232.69951624803815,81.0993379690504,71.50454607233783,53.51171415930682,120.84406668062896,2.1044429787453307,369.17
0.38,2.878,0.0153,0.004,94.24354473029442,114.73127184557582,247.60574615732293,83.94464053096155,72.07630628121069,55.51829565460765,122.6456539418204,2.016944028013539,369.17
0.4,2.878,0.0203,-0.0277,97.40839078324528,118.58412791003774,248.6567857794832,88.5048371916282,81.51166900521373,57.65297803224246,128.8999325169228,2.078780556414656,369.17
0.42,2.985,0.0236,-0.0236,99.97512979749624,121.70885366651716,253.40269661399384,92.1579399976936,87.69266630728178,59.48737514559252,133.1174453024078,2.091134763544717,369.17
0.44,2.93,0.0307,-0.0206,103.06515946606338,125.4706289152076,252.78724351244227,97.038029230964,99.69254779011776,61.42696944932738,139.35934349602914,2.1656872106352143,369.17
0.46,2.881,0.0352,-0.02,104.89338213572948,127.69629129567068,252.2733677424462,100.2962854371078,107.5982119939504,62.74827200366533,143.44606961463694,2.210613855423145,369.17
0.48,2.788,0.0409,-0.0182,106.63595317046604,129.81768212056735,250.19079797575057,103.72339671548896,117.19654584266348,63.98793284764442,147.81992752115258,2.269876861893214,369.17
0.5,2.77,0.0453,-0.017,108.25445705099445,131.78803467077586,250.590669871701,106.7357721131803,124.63707650413068,65.20857680681567,151.34437459660074,2.3012766267424567,369.17
0.52,2.721,0.0535,-0.0163,110.446437927767,134.4565331294555,249.8590610382969,110.9278727422956,137.05218714587582,66.6685525903155,156.1750250295623,2.3580363823417216,369.17
0.54,2.731,0.0535,-0.0163,111.03222236858606,135.16966201393086,251.14646517572837,112.2076308914378,138.53228722954998,67.40730700783489,157.67765370954723,2.355863505220737,369.17
0.56,2.809,0.057,-0.0145,112.80911414785096,137.33283461477507,254.79410036512368,115.05774903127488,144.15099343467264,68.72949580780576,160.4849607464606,2.356328086727264,369.17
0.58,2.906,0.057,-0.0145,113.90769615826188,138.67023880136227,259.0216145102044,116.68414700394904,145.170498992432,69.74337922056489,161.9567885496312,2.3355350672787,369.17
0.6,3.127,0.0563,-0.0142,115.52163826438267,140.6350378870746,267.2812134556795,118.55282211837492,144.70230572483288,71.07788268717248,163.17817040771249,2.2870755422285267,369.17
0.62,3.268,0.0552,-0.0129,116.5010525250072,141.82736829131312,272.71865480331866,119.85618778003004,144.04955882549018,72.06763511940947,164.16955467001247,2.254479612028918,369.17
0.64,3.449,0.0544,-0.0121,117.6859226005707,143.2698188180861,279.27851374744176,121.3786087356868,143.59529288713804,73.18437772389352,165.24566509762704,2.2173491105654914,369.17
0.66,3.449,0.0534,-0.0116,117.88919859794862,143.5172852496766,280.13370822163955,122.04931753693398,143.5363865668284,73.69954071603186,166.13596720039334,2.212245945423485,369.17
0.68,3.555,0.0532,-0.0107,118.78581430531273,144.60881741516332,284.2382802006166,123.43003114235611,144.08822501865038,74.61512473734285,167.3513559723165,2.19266104044807,369.17
0.7,3.791,0.0508,-0.0101,119.6304833708871,145.6371101906452,292.14844683299714,124.351003596291,141.18031638561516,75.62794700590213,167.6542704431421,2.140577696097042,369.17
0.72,4.008,0.0491,-0.0097,120.45236110116012,146.63765699271667,299.2659698923352,125.39704415059582,139.26091008548113,76.61919972136357,168.177207151644,2.097242541576257,369.17
0.74,4.423,0.0495,-0.0094,122.48350126875036,149.11034937065264,311.5951091258678,127.96957658392937,139.64176555456615,78.36095350065634,169.64941316499525,2.0391542963433174,369.17
0.76,4.751,0.0518,-0.0092,124.634757012504,151.72926940652664,321.0787148736308,131.00505263068675,142.89789922480625,80.06273394399523,171.9003148948434,2.007721329277203,369.17
0.78,5.091,0.0576,-0.0081,127.73254290641952,155.5004870165107,330.52681724958336,135.48892988354385,150.6944203357858,82.17029282712544,175.52741445419554,1.99455759158242,369.17
0.8,5.101,0.0576,-0.0081,128.16557792723702,156.02766008533206,331.6048690278893,136.4883322685948,151.7469838961568,82.77406278176218,176.65791254897434,1.9933980750395803,369.17
0.82,5.026,0.0646,-0.0076,130.2238850979234,158.53342533660242,330.54282328630273,140.0415896101209,162.0822907164041,83.96212288823943,180.41553635909432,2.0347270587778183,369.17
0.84,4.924,0.0646,-0.0076,130.2937354087698,158.6184604976328,328.7466034377269,140.6700886144361,163.50396017918462,84.27728996285961,181.49129339636212,2.0473703249486523,369.17
0.86,4.814,0.0671,-0.0074,130.94100742417575,159.4064438207357,326.68185431954004,142.216648457355,168.1646661810559,84.8217518830617,183.44772751143705,2.0721262988615496,369.17
0.88,4.813,0.0719,-0.0074,132.46353994393397,161.25996167087615,327.400225106037,144.95160818626468,175.38586706215656,85.8539710959274,186.1823486740976,2.0921987527236587,369.17
0.9,4.91,0.074,-0.0076,133.65847714246448,162.71466782560893,330.63979620076066,146.97319494916786,178.81452582932852,86.84787733416148,187.97376358915005,2.088332316825989,369.17
0.92,4.91,0.0765,-0.0076,134.59348518199357,163.85293848242696,331.36002251363266,148.79505882491327,183.0692410494751,87.62145750307278,189.8401486786369,2.098077089283318,369.17
0.94,5.031,0.0774,-0.007,135.57547151263557,165.04840010233897,335.172814855873,150.43065505000746,184.8774243698144,88.54235883773589,191.2007842119416,2.086546719092599,369.17
0.96,5.164,0.0775,-0.0067,136.39948471209928,166.05154660603392,339.23909090217546,151.79933430927588,185.63296232089627,89.40695102722405,192.2913271402651,2.07089901236084,369.17
0.98,5.21,0.0767,-0.0067,136.71766326266925,166.4388944067278,341.08613774878154,152.53383187076818,185.53910296965816,89.95831651224309,193.0491745681216,2.0624448665923385,369.17
1.0,5.274,0.0759,-0.0064,137.08169253855704,166.88206048172162,343.36862651786265,153.3066614643371,185.35262912704263,90.5453326233249,193.79163338035303,2.0519009454578883,369.17
1.02,5.263,0.0769,-0.0065,137.61991695972986,167.53729021184506,343.76759271654566,154.49100795712764,187.69465260746432,91.11673773512362,195.09365717586428,2.057058555605929,369.17
1.04,5.27,0.079,-0.0064,138.4603390521624,168.56041275915422,344.60455081188894,156.12953882932484,191.37108814165452,91.83259748336268,196.74427810599676,2.064184356510693,369.17
1.06,5.242,0.079,-0.0064,138.69937568420295,168.851413876421,344.5529546808041,156.8628930152286,192.4861495398902,92.24938351253611,197.68692183930375,2.067508976539276,369.17
