Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.05,1.946,0.0023,-0.0002,61.51899458326717,74.89268905789048,174.41769224069944,40.27815725690657,27.031856349174817,25.5147585549944,57.222053909860165,1.9724224167302944,398.0
0.06,2.1118,0.0047,-0.0003,65.74233133739102,80.03414249769342,183.228479036764,44.7269752214872,32.18439525541951,28.818939410468552,65.79716383555022,1.9974409963262711,398.0
0.07,2.1888,0.0093,-0.0003,70.53700363817028,85.87113486385948,188.6089220940901,50.06286916593008,40.35646980224695,31.998442390254773,74.78075883659885,2.0804478497751777,398.0
0.08,3.0906,0.0186,-0.0003,79.82834085050096,97.18232799191424,218.0431210963224,59.29736954414562,52.68188438155205,36.966861212537445,84.86029195502056,2.015113982322151,398.0
0.09,3.5145,0.0373,-0.0003,88.59699781100826,107.85721472644484,231.70233136895808,69.19778508654865,72.53125293349747,41.22431277626667,95.79539856530798,2.102794139175598,398.0
0.1,4.0116,0.0425,-0.0002,92.66943479062556,112.81496409293548,246.26859344807875,74.02632035599103,78.57439601530756,43.73728713858325,100.16473969303924,2.056319621561252,398.0
0.11,4.6166,0.0429,0.0,95.4651569206094,116.21845190335056,262.3084774273485,77.44367497292674,80.13518621694223,45.86499477167114,102.84129514960532,1.9732983548735965,398.0
0.12,5.2871,0.0445,0.0017,98.3748863285179,119.76073118254354,278.65193191703133,81.13049472383416,82.59630390625334,48.0604036325593,105.73803169070166,1.9003426012614173,398.0
0.13,5.7033,0.0473,0.0004,100.89646894074122,122.83048392785888,289.1121117915134,84.57441161409714,86.38192139904969,49.93323746360907,108.82149947312963,1.870311945209134,398.0
0.14,6.3545,0.0485,0.0005,103.1978704668934,125.63219013360936,303.5216869146984,87.80417707381126,88.41598703940261,51.88020703578855,111.33183741352828,1.811092672326168,398.0
0.15,6.632,0.0522,0.0006,105.51314334926596,128.45078320780206,310.6330024771017,91.08494775632128,93.0066161854801,53.53707691045869,114.4163735957564,1.8046456034673508,398.0
0.16,6.8401,0.0703,0.0013,111.13173749651892,135.2908108653274,316.33802060504473,98.0968113233446,109.48481718666378,56.118940494537206,120.91655502580358,1.8684066425830723,398.0
0.17,6.7514,0.0736,0.0032,112.54838673957389,137.0154273351334,316.6663877048722,100.48237102459302,114.17375062809484,57.18290237300112,123.50796407405043,1.889592037407469,398.0
0.18,6.6166,0.0742,0.002,113.2487887390318,137.86809063882131,316.0151356141648,102.02711173041128,116.73114091237936,57.96936276605188,125.4206089340556,1.9043521815237092,398.0
0.19,6.5761,0.075,0.0019,114.10982540125116,138.91630918413188,316.96658239670126,103.70903648575792,119.23377191915354,58.84761412165791,127.3196238599375,1.9112475059803316,398.0
0.2,6.5356,0.0773,0.0019,115.24665803888448,140.30027935168548,317.82936107842033,105.7102364326615,122.93059695579726,59.78939606678673,129.48420389136496,1.9238481962364924,398.0
0.21,6.578,0.0773,0.0019,116.02477416756852,141.2475511605182,320.1581074202136,107.22105681259264,124.52123779798517,60.6623460407197,131.09872434681353,1.9198968082542944,398.0
0.22,6.4509,0.0772,0.004,116.43970030036812,141.75267862653513,319.2557505305813,108.33815701377354,126.272545495437,61.2729639326449,132.60934593104574,1.9314720817788555,398.0
0.23,5.9923,0.0772,0.0102,116.15409217686047,141.40498178052582,311.7824119239778,108.76463208715492,128.7179334729183,61.37957376287681,134.03596308649944,1.9766267736511989,398.0
0.24,5.842,0.0768,0.0046,116.35213555166342,141.64607806289462,310.0536885898365,109.61043887594742,130.18183962842997,61.85664957790253,135.37008875462712,1.9908352819687647,398.0
0.25,5.6301,0.0756,0.0024,116.20293295723134,141.46444012184685,306.9380361653177,110.04869708607164,131.0144230216831,62.1493762233623,136.45838599653078,2.0089858993608782,398.0
0.26,5.5145,0.0745,0.0002,116.261625080751,141.5358914026534,305.6907257522801,110.65831670367676,131.66169511916067,62.56713499432976,137.5357098731236,2.017522686038057,398.0
0.27,5.3603,0.0747,-0.0005,116.4558997802764,141.7723997325104,303.5257247795014,111.48505097894092,133.54909171986068,62.9833547628412,138.8744862377944,2.0357504348163094,398.0
0.28,5.052,0.0739,-0.0005,115.97819568122098,141.190846916269,297.8048114609963,111.6085365242205,134.86186507298734,63.02661245253544,139.90078232088993,2.069007530220076,398.0
0.29,4.9249,0.0731,-0.0004,115.95289207267024,141.16004252325072,295.9469525835433,112.1100843652564,135.6904499913773,63.35411618288621,140.9222111090127,2.081508572307673,398.0
0.3,4.8131,0.0713,-0.0002,115.73857706591448,140.89913729763504,294.3494873916118,112.31622372522018,135.45588567775843,63.61113522873078,141.65209952360487,2.0883973649220957,398.0
0.31,4.7206,0.0665,0.0004,114.91460561368126,139.89604161665545,293.1284035070282,111.61820517085022,132.0689537709942,63.64527503148308,141.5235314845125,2.080271514131017,398.0
0.32,4.6397,0.066,0.0015,115.00909536421128,140.0110726173007,292.12119510863783,112.18152977730162,132.8795547753801,64.00976153687056,142.50675036269945,2.088715273292077,398.0
0.33,4.5665,0.0645,0.0002,114.88666290384546,139.86202440468145,291.2316481669518,112.41841532307032,132.59545730821142,64.28922244176553,143.17508931962178,2.091976469985151,398.0
0.34,4.4663,0.0618,-0.0005,114.38132181825948,139.24682656135937,289.62506547201974,112.14915880346577,131.04264133033595,64.38927004562811,143.43727883329794,2.093504684798981,398.0
0.35,4.3815,0.0595,-0.0008,113.9816077923466,138.76021818198717,288.3367148879963,111.99207346266564,129.77109748794845,64.52787048769031,143.76202615640275,2.094612016551451,398.0
0.36,4.0771,0.057,-0.0009,112.72787661619849,137.2339367501547,281.2964143355918,111.04955783149992,128.80510944197505,64.13544724383863,143.90789460358826,2.126761213235432,398.0
0.37,3.8574,0.0544,-0.0009,111.65887649297473,135.93254529579534,276.1545146538043,110.2266015453912,127.39464012998978,63.86443058189462,143.97305798694185,2.147747666320086,398.0
0.38,3.6647,0.0485,-0.0008,109.77963742516944,133.64477599585845,271.5172113973193,108.15638203748442,121.81856891175757,63.2609574770616,142.7464497615736,2.1476559665478776,398.0
0.39,3.2447,0.0455,-0.0008,107.50995967900565,130.88169004400686,259.84792018239807,106.20280282985304,120.2087060454843,62.28132806132605,142.37156999162565,2.204852165368238,398.0
0.4,3.0867,0.0428,-0.0004,106.36092651851516,129.48286706601849,255.58176256017163,105.17548651424022,118.00921591633858,61.95659333453534,142.09895427518973,2.218978957803452,398.0
