Depth,qc,fs_corrected,u
6.0,0.0223,0.0,-0.0006
6.01,0.0029,0.0,-0.0004
6.02,0.0029,0.0,-0.0004
6.03,0.0029,0.0,-0.0004
6.04,0.0029,0.0,-0.0004
6.05,0.0029,0.0001,-0.0004
6.06,0.0029,0.0006,-0.0004
6.14,0.0145,0.0008,-0.0004
6.15,0.0377,0.001,-0.0004
6.16,0.0609,0.0017,-0.0005
6.17,0.0919,0.0024,-0.0005
6.18,0.1461,0.0022,-0.0005
6.19,0.2119,0.0027,-0.0005
6.2,0.3357,0.003,-0.0004
6.21,0.444,0.0039,-0.0006
6.22,0.5872,0.0047,-0.0006
6.23,0.7691,0.0049,-0.0006
6.2400001,0.9935,0.0053,-0.0006
6.2500001,1.2296,0.0057,-0.0006
6.2600001,1.4966,0.0062,-0.0006
6.27,1.7946,0.0059,-0.0007
6.28,2.077,0.0066,-0.0007
6.29,2.6033,0.0062,-0.0007
6.3,2.8123,0.0065,-0.0007
6.31,2.9787,0.0067,-0.0006
6.32,3.2418,0.0068,-0.0007
6.33,3.3966,0.0068,-0.0007
6.34,3.6017,0.007,-0.0007
6.35,4.0041,0.0066,-0.0008
6.36,4.2092,0.0063,-0.0008
6.3699999,4.3563,0.0055,-0.0008
6.3799999,4.6388,0.0048,-0.0008
6.3899999,4.8322,0.0047,-0.0008
6.3999999,5.0954,0.0046,-0.0008
6.4099999,5.5365,0.0046,-0.0008
6.4199999,5.6333,0.0046,-0.0008
6.4299999,5.8422,0.0054,-0.0008
6.4399999,6.1131,0.006,-0.0008
6.4499999,6.5078,0.0065,-0.0006
6.4599999,6.6355,0.0062,-0.0005
6.4699998,6.8677,0.0066,-0.0002
6.4799998,6.9528,0.0075,-0.0006
6.4899998,7.038,0.007,-0.0005
6.4999998,7.2237,0.0078,-0.0005
6.5099998,7.2431,0.008,-0.0005
6.5199998,7.3553,0.008,-0.0004
6.5299998,7.541,0.0081,-0.0005
6.5399998,7.7113,0.0083,-0.0005
6.5499998,7.7848,0.0085,-0.0006
6.5599998,7.7461,0.0086,-0.0006
6.5699998,7.8119,0.0087,-0.0006
6.5799997,7.8699,0.0088,-0.0006
6.5899997,7.9048,0.0088,-0.0006
6.5999997,7.8196,0.0088,-0.0006
6.6099997,7.7809,0.009,-0.0005
6.6199997,7.719,0.0095,-0.0005
6.6299997,7.6068,0.0094,-0.0005
6.6399997,7.5023,0.0101,-0.0004
6.6499997,7.4365,0.0101,-0.0004
6.6599997,7.4946,0.0101,-0.0003
6.6699997,7.3785,0.0103,-0.0003
6.6799996,7.2895,0.0103,-0.0002
6.6899996,7.2856,0.0103,-0.0003
6.6999996,7.2818,0.0103,-0.0004
6.7099996,7.2431,0.0103,-0.0004
6.7199996,7.1231,0.0103,-0.0005
6.7299996,7.1192,0.0104,-0.0004
6.7399996,7.0457,0.0104,-0.0004
6.7499996,6.9683,0.0104,-0.0004
6.7599996,6.9141,0.0105,-0.0004
6.7699996,6.9025,0.0105,-0.0004
6.7799996,6.8967,0.0105,-0.0004
6.7899995,6.8909,0.0105,-0.0004
6.7999995,6.8948,0.0105,-0.0003
6.8099995,6.8745,0.0105,-0.0003
6.8199995,6.8739,0.0105,-0.0002
6.8299995,6.8776,0.0104,-0.0002
6.8399995,6.8812,0.0104,-0.0002
6.8499995,6.9064,0.0104,-0.0002
6.8599995,6.887,0.0103,-0.0002
6.8699995,6.8677,0.0103,-0.0002
6.8799995,6.8174,0.0102,-0.0002
6.8899994,6.7555,0.0102,-0.0002
6.8999994,6.7071,0.0102,-0.0002
6.9099994,6.6587,0.0102,-0.0002
6.9199994,6.6433,0.0102,-0.0002
6.9299994,6.6278,0.0102,-0.0002
6.9399994,6.6239,0.0101,-0.0002
6.9499994,6.5697,0.0101,-0.0002
6.9599994,6.6007,0.0101,-0.0002
6.9699994,6.562,0.0101,-0.0002
6.9799994,6.5233,0.0101,-0.0002
6.9899994,6.4769,0.01,-0.0002
6.9999993,6.3762,0.0099,-0.0001
7.009999,6.5078,0.0098,-0.0001
7.019999,6.3298,0.0098,0.0
7.029999,6.2679,0.0097,0.0
7.039999,6.2331,0.0097,0.0
7.049999,6.1595,0.0097,0.0
7.059999,6.0976,0.0096,0.0
7.069999,6.0086,0.0096,0.0
7.079999,5.997,0.0096,0.0
7.089999,5.9312,0.0096,0.0
7.099999,5.7919,0.0095,0.0
7.109999,5.6681,0.0096,0.0
7.119999,5.4204,0.0096,0.0
7.129999,5.4011,0.0097,0.0
7.139999,5.285,0.0097,0.0001
7.149999,5.285,0.0097,0.0002
7.159999,5.1341,0.0097,0.0002
7.169999,5.0141,0.0096,0.0001
7.179999,4.8864,0.0094,0.0002
7.189999,4.84,0.0094,0.0002
7.199999,4.5923,0.0094,0.0002
7.209999,4.484,0.0091,0.0002
7.219999,4.4027,0.009,0.0002
7.229999,4.3679,0.0089,0.0002
7.239999,4.2208,0.0089,0.0002
7.249999,4.2247,0.0089,0.0002
7.259999,4.1048,0.0089,0.0002
7.269999,4.1086,0.009,0.0002
7.279999,4.0544,0.009,0.0002
7.289999,4.0003,0.0092,0.0003
7.299999,4.0312,0.0092,0.0004
7.309999,3.9616,0.0092,0.0004
7.319999,3.9229,0.0092,0.0004
7.329999,3.8803,0.0092,0.0003
7.339999,3.919,0.0092,0.0003
7.349999,3.8494,0.0094,0.0004
7.359999,3.8455,0.0094,0.0004
7.369999,3.7874,0.0093,0.0004
7.379999,3.6597,0.0093,0.0004
7.389999,3.6597,0.0091,0.0004
7.399999,3.5398,0.0087,0.0004
7.409999,3.4933,0.0083,0.0004
7.419999,3.385,0.0086,0.0004
7.429999,3.2457,0.0082,0.0004
7.439999,3.1838,0.008,0.0005
7.449999,3.1489,0.0079,0.0006
7.459999,3.0793,0.0079,0.0006
7.469999,2.9748,0.0068,0.0006
7.479999,2.9748,0.0062,0.0006
7.489999,2.9013,0.0061,0.0006
7.499999,2.851,0.006,0.0006
7.509999,2.7891,0.0061,0.0006
7.519999,2.7001,0.006,0.0006
7.529999,2.5801,0.0059,0.0006
7.539999,2.5221,0.0058,0.0006
7.549999,2.4795,0.0058,0.0007
7.559999,2.2821,0.0054,0.0008
7.569999,2.3518,0.0053,0.0008
7.579999,2.2705,0.0053,0.0008
7.589999,2.228,0.0052,0.0008
7.599999,2.2396,0.0051,0.0008
7.609999,2.1583,0.005,0.0008
7.619999,2.0925,0.0049,0.0008
7.629999,2.077,0.0047,0.0008
7.639999,2.0712,0.0046,0.0008
7.649999,2.0654,0.0045,0.0008
7.659999,2.0383,0.0045,0.0008
7.669999,2.019,0.0045,0.0008
7.679999,1.988,0.0044,0.0008
7.689999,1.9842,0.0043,0.0008
7.699999,1.9784,0.0042,0.0008
7.709999,1.9726,0.0042,0.0007
7.719999,1.9726,0.0041,0.0006
7.729999,1.9668,0.0042,0.0006
7.739999,1.9652,0.0042,0.0006
7.749999,1.9657,0.0043,0.0006
7.759999,1.9663,0.0044,0.0006
7.769999,1.9726,0.0045,0.0006
7.779999,1.988,0.0045,0.0006
7.789999,2.0035,0.0045,0.0006
7.799999,1.9997,0.0045,0.0006
7.809999,2.019,0.0045,0.0006
7.819999,2.0925,0.0045,0.0006
7.829999,2.139,0.0045,0.0006
7.839999,2.1583,0.0045,0.0006
7.849999,2.2047,0.0045,0.0006
7.859999,2.2434,0.0045,0.0006
7.869999,2.2705,0.0045,0.0005
7.879999,2.3479,0.0046,0.0004
7.889999,2.3557,0.0052,0.0004
7.899999,2.4176,0.0052,0.0004
7.909999,2.4292,0.0053,0.0004
7.919999,2.4911,0.0055,0.0004
7.929999,2.5259,0.0056,0.0004
7.939999,2.5259,0.0055,0.0004
7.949998,2.5317,0.0056,0.0004
7.959998,2.5375,0.0056,0.0004
7.969998,2.5066,0.0056,0.0004
7.979998,2.5104,0.0056,0.0003
7.989998,2.4834,0.0056,0.0004
7.999998,2.4911,0.0055,0.0003
8.009999,2.4814,0.0055,0.0002
8.019999,2.4718,0.0055,0.0002
8.029999,2.495,0.0054,0.0002
8.039999,2.4601,0.0053,0.0002
8.049999,2.4176,0.0053,0.0002
8.059999,2.4137,0.0053,0.0002
8.069999,2.3982,0.0052,0.0002
8.079998,2.3827,0.0052,0.0002
8.089998,2.3944,0.005,0.0002
8.099998,2.3702,0.0049,0.0002
8.109998,2.346,0.0049,0.0001
8.119998,2.3557,0.0048,0.0
8.129998,2.3421,0.0048,0.0
8.139998,2.3286,0.0047,0.0
8.149998,2.3324,0.0046,0.0
8.159998,2.2589,0.0046,0.0
8.169998,2.228,0.0046,0.0
8.179998,2.2434,0.0045,0.0
8.189998,2.2202,0.0045,0.0
8.199998,2.2009,0.0044,0.0
8.209998,2.1777,0.0044,0.0
8.219998,2.1235,0.0043,-0.0001
8.229998,2.1119,0.0043,-0.0001
8.239998,2.1041,0.0039,-0.0002
8.249998,2.0306,0.0039,-0.0002
8.259998,2.0345,0.0039,-0.0002
8.269998,2.0151,0.0038,-0.0002
8.279998,1.9455,0.0038,-0.0002
8.289998,1.93,0.0038,-0.0002
8.299998,1.8449,0.0038,-0.0002
8.309998,1.81,0.0039,-0.0002
8.319998,1.7675,0.0042,-0.0002
8.329998,1.7056,0.0043,-0.0003
8.339998,1.6398,0.0043,-0.0003
8.349998,1.5933,0.0043,-0.0004
8.359998,1.5276,0.0042,-0.0004
8.369998,1.4579,0.0037,-0.0004
8.379998,1.3689,0.003,-0.0004
8.389998,1.276,0.0027,-0.0004
8.399998,1.0322,0.0022,-0.0004
8.409998,0.9123,0.0018,-0.0004
8.419998,0.7652,0.0016,-0.0005
8.429998,0.7652,0.0013,-0.0005
8.439998,0.6878,0.0009,-0.0005
8.449998,0.6762,0.0008,-0.0006
8.459998,0.6607,0.0008,-0.0006
8.469998,0.6375,0.0007,-0.0006
8.479998,0.6259,0.0007,-0.0006
8.489998,0.6182,0.0007,-0.0006
8.499998,0.5756,0.0007,-0.0006
8.509998,0.5717,0.0006,-0.0006
8.519998,0.5756,0.0006,-0.0008
8.529998,0.5708,0.0006,-0.0011
8.539998,0.5736,0.0006,-0.0012
8.549998,0.5763,0.0006,-0.0013
8.559998,0.5834,0.0006,-0.0013
8.569998,0.5911,0.0006,-0.0013
8.579998,0.5911,0.0006,-0.0014
8.589998,0.5988,0.0006,-0.0015
8.599998,0.5988,0.0006,-0.0015
8.609998,0.5988,0.0005,-0.0015
8.619998,0.5795,0.0005,-0.0016
8.629998,0.5485,0.0005,-0.0017
8.639998,0.5369,0.0004,-0.0017
8.649998,0.4944,0.0004,-0.0018
8.659998,0.4905,0.0004,-0.0018
8.669998,0.4711,0.0004,-0.0019
8.679998,0.4363,0.0003,-0.0018
8.689998,0.3976,0.0003,-0.0018
8.699998,0.3705,0.0003,-0.0018
8.709998,0.3434,0.0003,-0.0017
8.719998,0.3434,0.0002,-0.0017
8.729998,0.3086,0.0002,-0.0017
8.739998,0.2854,0.0001,-0.0017
8.749998,0.2544,0.0001,-0.0019
8.759998,0.2273,0.0001,-0.0019
8.769998,0.2119,0.0001,-0.002
8.779998,0.1964,0.0001,-0.002
8.789998,0.1886,0.0001,-0.002
8.799998,0.177,0.0001,-0.002
8.809998,0.177,0.0001,-0.002
8.819998,0.1693,0.0001,-0.002
8.829998,0.1499,0.0001,-0.0019
8.839998,0.1422,0.0001,-0.0019
8.849998,0.1383,0.0001,-0.0019
8.859998,0.1383,0.0001,-0.0019
8.869998,0.1364,0.0001,-0.0019
8.879998,0.1354,0.0001,-0.0019
8.889998,0.135,0.0001,-0.0019
8.899998,0.1347,0.0001,-0.0019
8.909998,0.1349,0.0001,-0.002
8.919998,0.135,0.0001,-0.002
8.929998,0.1355,0.0003,-0.0021
8.939998,0.1364,0.0008,-0.0021
8.949998,0.1383,0.0008,-0.0021
8.959998,0.1383,0.0015,-0.0021
8.969998,0.1403,0.0057,-0.0021
8.979998,0.1422,0.0099,-0.0021
8.989998,0.1499,0.0112,-0.0021
8.999998,0.1499,0.0125,-0.0021
9.009998,0.1809,0.0126,-0.0021
9.019998,0.3241,0.0124,-0.0021
9.029998,0.7884,0.0122,-0.0021
9.039998,1.4772,0.0117,-0.0021
9.049998,1.2064,0.0113,-0.0019
9.059998,1.2064,0.0104,-0.0023
9.069998,0.239,0.0101,-0.0023
