Depth,qc,fs_corrected,u
3.74,0.606,0.017,0.198
3.75,0.597,0.017,0.199
3.76,0.606,0.017,0.211
3.77,0.606,0.017,0.211
3.78,0.589,0.015,0.215
3.79,0.557,0.013,0.223
3.8,0.557,0.013,0.199
3.81,0.565,0.013,0.184
3.82,0.584,0.012,0.1973
3.83,0.603,0.012,0.2107
3.84,0.622,0.015,0.224
3.85,0.646,0.018,0.224
3.86,0.727,0.021,0.197
3.87,0.76,0.023,0.205
3.88,0.792,0.026,0.218
3.89,0.809,0.027,0.213
3.9,0.865,0.027,0.2
3.91,0.898,0.028,0.186
3.92,0.955,0.023,0.149
3.93,0.987,0.023,0.131
3.94,0.955,0.021,0.112
3.95,0.922,0.0185,0.07
3.96,0.882,0.016,0.038
3.97,0.865,0.015,0.024
3.98,0.849,0.013,0.016
3.99,0.833,0.011,0.019
4.0,0.8,0.01,0.016
4.01,0.792,0.01,0.019
4.02,0.776,0.008,0.023
4.03,0.736,0.008,0.026
4.04,0.711,0.009,0.028
4.05,0.695,0.008,0.03
4.06,0.687,0.007,0.032
4.07,0.687,0.007,0.033
4.08,0.687,0.006,0.038
4.09,0.719,0.006,0.039
4.1,0.732,0.005,0.059
4.11,0.744,0.007,0.079
4.12,0.719,0.006,0.068
4.13,0.703,0.007,0.061
4.14,0.671,0.007,0.049
4.15,0.63,0.007,0.04
4.16,0.622,0.006,0.041
4.17,0.589,0.006,0.046
4.18,0.581,0.006,0.051
4.19,0.573,0.005,0.053
4.2,0.565,0.006,0.056
4.21,0.581,0.01,0.062
4.22,0.581,0.011,0.065
4.23,0.606,0.013,0.07
4.24,0.63,0.013,0.072
4.25,0.638,0.013,0.076
4.26,0.638,0.014,0.082
4.27,0.646,0.014,0.089
4.28,0.654,0.017,0.092
4.29,0.671,0.019,0.1
4.3,0.719,0.019,0.108
4.31,0.817,0.023,0.117
4.32,0.857,0.027,0.122
4.33,0.947,0.0327,0.13
4.34,1.174,0.0383,0.127
4.35,1.352,0.044,0.132
4.36,1.588,0.044,0.139
4.37,1.685,0.043,0.085
4.38,1.612,0.039,0.067
4.39,1.555,0.036,0.059
4.4,1.491,0.033,0.047
4.41,1.45,0.025,0.015
4.42,1.401,0.024,0.003
4.43,1.304,0.025,-0.003
4.44,1.255,0.0267,-0.009
4.45,1.223,0.0283,-0.011
4.46,1.141,0.03,-0.013
4.47,1.085,0.033,-0.012
4.48,1.193,0.036,-0.0027
4.49,1.301,0.035,0.0067
4.5,1.409,0.034,0.016
4.51,1.645,0.035,0.024
4.52,1.718,0.038,0.035
4.53,1.58,0.041,0.045
4.54,1.499,0.044,0.092
4.55,1.434,0.044,0.128
4.56,1.279,0.0487,0.134
4.57,1.279,0.0533,0.138
4.58,1.288,0.058,0.112
4.59,1.282,0.061,0.1427
4.6,1.277,0.067,0.1733
4.61,1.271,0.078,0.204
4.62,1.563,0.084,0.261
4.63,1.856,0.099,0.318
4.64,2.091,0.116,0.36
4.65,2.562,0.129,0.335
4.66,3.025,0.134,0.316
4.67,3.512,0.146,0.252
4.68,3.764,0.152,0.199
4.69,4.202,0.165,0.177
4.7,4.389,0.174,0.173
4.71,4.651,0.182,0.126
4.72,4.914,0.185,0.079
4.73,5.176,0.187,0.032
4.74,5.306,0.186,0.009
4.75,5.501,0.182,-0.016
4.76,5.623,0.18,-0.023
4.77,5.688,0.181,-0.026
4.78,5.777,0.178,-0.021
4.79,5.769,0.183,-0.025
4.8,5.671,0.184,-0.028
4.81,5.615,0.193,-0.035
4.82,5.541,0.199,-0.04
4.83,5.525,0.203,-0.042
4.84,5.809,0.196,-0.046
4.85,6.15,0.197,-0.047
4.86,6.499,0.193,-0.048
4.87,6.637,0.187,-0.049
4.88,6.792,0.189,-0.053
4.89,6.84,0.197,-0.056
4.9,6.711,0.207,-0.057
4.91,6.678,0.221,-0.058
4.92,6.581,0.226,-0.06
4.93,6.556,0.233,-0.06
4.94,6.597,0.23,-0.06
4.95,6.654,0.218,-0.058
4.96,6.84,0.211,-0.056
4.97,6.954,0.1955,-0.055
4.98,7.181,0.18,-0.057
4.99,7.06,0.1748,-0.058
5.0,6.987,0.1697,-0.059
5.01,6.93,0.1645,-0.061
5.02,6.629,0.1593,-0.062
5.03,6.508,0.1542,-0.062
5.04,6.597,0.149,-0.058
5.05,6.654,0.147,-0.049
5.06,7.019,0.132,-0.046
5.07,7.084,0.113,-0.047
5.08,7.133,0.107,-0.051
5.09,7.295,0.106,-0.054
5.1,7.327,0.109,-0.055
5.11,7.465,0.115,-0.055
5.12,7.563,0.118,-0.0545
5.13,7.66,0.123,-0.054
5.14,7.483,0.126,0.027
5.15,7.306,0.133,0.108
5.16,7.128,0.133,0.189
5.17,6.951,0.131,0.27
5.18,6.774,0.133,0.351
5.19,6.597,0.136,0.432
5.2,6.524,0.138,0.737
5.21,6.743,0.144,0.827
5.22,7.092,0.147,0.969
5.23,7.303,0.153,1.212
5.24,7.401,0.159,1.367
5.25,7.514,0.167,1.633
5.26,7.815,0.173,1.802
5.27,8.091,0.176,1.796
5.28,8.358,0.177,1.915
5.29,8.44,0.179,2.104
5.3,8.48,0.185,2.197
5.31,8.44,0.184,2.343
5.32,8.391,0.185,2.361
5.33,8.415,0.183,2.391
5.34,8.423,0.183,2.33
5.35,8.35,0.182,2.439
5.36,8.285,0.183,2.393
5.37,8.22,0.183,2.392
5.38,8.034,0.184,2.223
5.39,7.871,0.185,2.29
5.4,7.733,0.184,2.43
5.41,7.66,0.183,2.522
5.42,7.547,0.182,2.514
5.43,7.482,0.187,2.497
5.44,7.53,0.191,2.627
5.45,7.628,0.192,2.606
5.46,7.685,0.195,2.425
5.47,7.733,0.195,2.364
5.48,7.766,0.191,2.202
5.49,7.758,0.189,1.995
5.5,7.668,0.19,1.914
5.51,7.668,0.197,1.768
5.52,7.636,0.201,1.634
5.53,7.62,0.203,1.62
5.54,7.563,0.204,1.463
5.55,7.457,0.205,1.345
5.56,7.311,0.205,1.293
5.57,7.043,0.203,1.322
5.58,6.922,0.191,1.587
5.59,6.775,0.188,1.793
5.6,6.735,0.176,1.798
5.61,6.735,0.175,1.884
5.62,6.784,0.167,1.741
5.63,6.808,0.161,1.396
5.64,6.881,0.159,1.214
5.65,6.881,0.163,0.995
5.66,6.621,0.164,0.987
5.67,6.394,0.1623,0.937
5.68,6.313,0.1607,1.085
5.69,6.158,0.159,1.108
5.7,6.061,0.152,1.232
5.71,6.012,0.148,1.376
5.72,5.874,0.148,1.329
5.73,5.964,0.148,1.331
5.74,5.939,0.144,1.395
5.75,5.891,0.145,1.469
5.76,5.866,0.142,1.354
5.77,5.801,0.137,1.103
5.78,5.582,0.136,1.056
5.79,5.55,0.137,0.898
5.8,5.436,0.138,0.835
5.81,5.33,0.135,0.752
5.82,5.211,0.131,0.6997
5.83,5.092,0.125,0.6473
5.84,4.973,0.121,0.595
5.85,4.851,0.119,0.603
5.86,4.689,0.116,0.658
5.87,4.657,0.114,0.721
5.88,4.657,0.112,0.809
5.89,4.64,0.108,0.822
5.9,4.616,0.105,0.818
5.91,4.64,0.105,0.663
5.92,4.673,0.105,0.609
5.93,4.632,0.106,0.574
5.94,4.575,0.106,0.662
5.95,4.535,0.107,0.683
5.96,4.575,0.107,0.666
5.97,4.6,0.105,0.709
5.98,4.673,0.103,0.749
5.99,4.689,0.103,0.82
6.0,4.697,0.102,0.85
6.01,4.722,0.104,0.859
6.02,4.681,0.105,0.905
6.03,4.722,0.104,0.914
6.04,4.722,0.105,0.905
6.05,4.673,0.104,0.943
6.06,4.624,0.104,0.933
6.07,4.584,0.101,0.87
6.08,4.608,0.098,0.904
6.09,4.575,0.095,0.926
6.1,4.527,0.096,0.893
6.11,4.51,0.095,0.886
6.12,4.51,0.093,0.774
6.13,4.567,0.094,0.754
6.14,4.608,0.094,0.736
6.15,4.665,0.092,0.752
6.16,4.73,0.093,0.692
6.17,4.746,0.097,0.667
6.18,4.77,0.103,0.724
6.19,4.746,0.103,0.719
6.2,4.754,0.106,0.742
6.21,4.77,0.107,0.762
6.22,4.843,0.11,0.8507
6.23,4.916,0.113,0.9393
6.24,4.989,0.114,1.028
6.25,4.957,0.116,1.058
6.26,5.006,0.12,0.985
6.27,5.119,0.121,0.993
6.28,5.176,0.123,0.955
6.29,5.322,0.126,0.779
6.3,5.387,0.13,0.829
6.31,5.501,0.13,0.824
6.32,5.598,0.131,1.01
6.33,5.777,0.13,1.054
6.34,5.874,0.128,1.018
6.35,5.858,0.124,0.944
6.36,5.801,0.122,0.897
6.37,5.663,0.12,0.909
6.38,5.558,0.118,0.674
6.39,5.525,0.115,0.683
6.4,5.42,0.116,0.662
6.41,5.282,0.117,0.708
6.42,5.184,0.12,0.73
6.43,5.16,0.12,0.737
6.44,5.119,0.121,0.778
6.45,5.152,0.12,0.708
6.46,5.144,0.118,0.782
6.47,5.136,0.117,0.902
6.48,5.217,0.116,1.016
6.49,5.339,0.118,1.042
6.5,5.403,0.12,1.024
6.51,5.525,0.121,1.041
6.52,5.598,0.124,1.084
6.53,5.663,0.125,1.074
6.54,5.777,0.124,1.075
6.55,5.769,0.124,1.134
6.56,5.801,0.124,1.18
6.57,5.793,0.123,1.252
6.58,5.801,0.12,1.29
6.59,5.793,0.117,1.267
6.6,5.761,0.115,1.209
6.61,5.696,0.115,1.154
6.62,5.615,0.114,1.122
6.63,5.558,0.113,1.055
6.64,5.403,0.108,1.011
6.65,5.111,0.105,0.989
6.66,4.989,0.102,0.939
6.67,4.73,0.097,0.858
6.68,4.486,0.095,0.769
6.69,4.397,0.092,0.713
6.7,4.218,0.092,0.636
6.71,4.015,0.089,0.639
6.72,3.91,0.088,0.606
6.73,3.707,0.087,0.642
6.74,3.52,0.084,0.652
6.75,3.406,0.079,0.667
6.76,3.382,0.072,0.658
6.77,3.301,0.066,0.667
6.78,3.268,0.065,0.669
6.79,3.268,0.064,0.659
6.8,3.341,0.065,0.626
6.81,3.406,0.064,0.603
6.82,3.577,0.065,0.579
6.83,3.877,0.068,0.538
6.84,4.251,0.069,0.501
6.85,4.437,0.072,0.402
6.86,4.697,0.074,0.334
6.87,4.754,0.075,0.218
6.88,4.705,0.074,0.144
6.89,4.478,0.071,0.126
6.9,4.153,0.071,0.121
6.91,3.983,0.071,0.122
6.92,3.707,0.068,0.153
6.93,3.439,0.065,0.1825
6.94,3.171,0.063,0.212
6.95,2.911,0.057,0.266
6.96,2.822,0.051,0.29
6.97,2.668,0.049,0.317
6.98,2.595,0.044,0.314
6.99,2.457,0.041,0.345
7.0,2.384,0.04,0.377
7.01,2.327,0.038,0.393
7.02,2.31,0.038,0.41
7.03,2.294,0.037,0.426
7.04,2.278,0.036,0.41
7.05,2.262,0.035,0.41
7.06,2.221,0.034,0.43
7.07,2.189,0.034,0.483
7.08,2.14,0.033,0.525
7.09,2.14,0.031,0.54
7.1,2.148,0.0295,0.54
7.11,2.14,0.028,0.558
7.12,2.14,0.029,0.552
7.13,2.189,0.03,0.522
7.14,2.205,0.031,0.517
7.15,2.189,0.031,0.48
7.16,2.172,0.032,0.486
7.17,2.148,0.033,0.465
7.18,2.14,0.035,0.472
7.19,2.124,0.037,0.466
7.2,2.107,0.041,0.456
7.21,2.107,0.039,0.46
7.22,2.107,0.042,0.451
7.23,2.14,0.043,0.438
7.24,2.156,0.043,0.438
7.25,2.192,0.045,0.4435
7.26,2.229,0.047,0.449
7.27,2.237,0.049,0.437
7.28,2.27,0.05,0.419
7.29,2.343,0.05,0.442
7.3,2.416,0.051,0.451
7.31,2.489,0.049,0.397
7.32,2.513,0.047,0.396
7.33,2.513,0.047,0.373
7.34,2.489,0.046,0.35
7.35,2.424,0.046,0.355
7.36,2.375,0.044,0.341
7.37,2.278,0.04,0.319
7.38,2.229,0.039,0.288
7.39,2.197,0.037,0.232
7.4,2.164,0.036,0.22
7.41,2.197,0.034,0.228
7.42,2.205,0.033,0.256
7.43,2.205,0.032,0.273
7.44,2.197,0.031,0.301
7.45,2.181,0.031,0.328
7.46,2.213,0.03,0.342
7.47,2.254,0.029,0.35
7.48,2.254,0.028,0.359
7.49,2.221,0.028,0.393
7.5,2.197,0.029,0.413
7.51,2.148,0.029,0.424
7.52,2.132,0.029,0.429
7.53,2.107,0.028,0.43
7.54,2.091,0.028,0.443
7.55,2.099,0.029,0.476
7.56,2.099,0.029,0.49
7.57,2.099,0.028,0.52
7.58,2.091,0.028,0.558
7.59,2.124,0.029,0.568
7.6,2.14,0.029,0.589
7.61,2.172,0.029,0.586
7.62,2.197,0.03,0.593
7.63,2.245,0.031,0.618
7.64,2.278,0.033,0.64
7.65,2.31,0.035,0.678
7.66,2.319,0.037,0.708
7.67,2.351,0.037,0.725
7.68,2.392,0.037,0.722
7.69,2.408,0.037,0.719
7.7,2.408,0.037,0.689
7.71,2.416,0.037,0.68
7.72,2.408,0.037,0.648
7.73,2.4,0.039,0.604
7.74,2.367,0.04,0.599
7.75,2.351,0.041,0.599
7.76,2.335,0.041,0.606
7.77,2.335,0.042,0.592
7.78,2.335,0.043,0.601
7.79,2.319,0.042,0.61
7.8,2.302,0.043,0.625
7.81,2.31,0.043,0.631
7.82,2.31,0.043,0.612
7.83,2.302,0.044,0.614
7.84,2.327,0.046,0.579
7.85,2.343,0.046,0.553
7.86,2.375,0.047,0.508
7.87,2.375,0.05,0.511
7.88,2.375,0.05,0.522
7.89,2.367,0.051,0.525
7.9,2.375,0.052,0.526
7.91,2.375,0.052,0.506
7.92,2.359,0.051,0.482
7.93,2.351,0.053,0.475
7.94,2.359,0.055,0.451
7.95,2.343,0.054,0.425
7.96,2.327,0.054,0.346
7.97,2.302,0.054,0.337
7.98,2.294,0.057,0.319
7.99,2.286,0.057,0.297
8.0,2.286,0.061,0.303
8.01,2.31,0.064,0.302
8.02,2.31,0.067,0.299
8.03,2.302,0.067,0.316
8.04,2.327,0.07,0.325
8.05,2.343,0.07,0.338
8.06,2.53,0.069,0.36
8.07,2.765,0.069,0.369
8.08,2.862,0.069,0.437
8.09,2.944,0.069,0.484
8.1,2.976,0.072,0.383
8.11,3.106,0.076,0.367
8.12,3.138,0.077,0.284
8.13,3.138,0.0777,0.251
8.14,3.155,0.0785,0.246
8.15,3.26,0.0793,0.246
8.16,3.358,0.08,0.328
8.17,3.439,0.084,0.404
8.18,3.471,0.088,0.424
8.19,3.569,0.101,0.425
8.2,3.634,0.112,0.428
8.21,3.731,0.117,0.447
8.22,3.918,0.121,0.369
8.23,4.121,0.128,0.34
8.24,4.226,0.131,0.408
8.25,4.437,0.141,0.492
8.26,4.746,0.144,0.48
8.27,4.876,0.147,0.482
8.28,5.298,0.151,0.4662
8.29,5.72,0.152,0.4505
8.3,6.142,0.156,0.4348
8.31,6.564,0.159,0.419
8.32,7.263,0.166,0.334
8.33,7.79,0.171,0.83
8.34,8.001,0.18,1.141
8.35,8.432,0.186,1.207
8.36,8.529,0.191,1.262
8.37,8.651,0.198,1.141
8.38,8.618,0.206,1.326
8.39,8.675,0.214,1.735
8.4,8.716,0.218,1.712
8.41,8.691,0.223,1.923
8.42,8.618,0.224,2.361
8.43,8.675,0.221,2.414
8.44,8.659,0.22,2.453
8.45,8.781,0.214,2.332
8.46,8.74,0.207,2.137
8.47,8.626,0.195,2.219
8.48,8.513,0.179,2.174
8.49,8.285,0.171,1.92
8.5,7.928,0.159,1.738
8.51,7.628,0.151,1.34
8.52,7.303,0.147,1.139
8.53,7.157,0.1495,1.178
8.54,6.995,0.152,1.156
8.55,6.849,0.157,0.97
8.56,6.467,0.162,1.256
8.57,6.345,0.168,1.411
8.58,6.37,0.174,1.703
8.59,6.759,0.178,1.962
8.6,7.222,0.18,1.985
8.61,7.604,0.19,1.946
8.62,8.423,0.196,1.542
8.63,9.081,0.2105,1.441
8.64,9.463,0.225,1.434
8.65,9.86,0.232,1.357
8.66,10.145,0.241,1.142
8.67,9.998,0.245,0.939
8.68,9.816,0.245,0.9675
8.69,9.633,0.243,0.996
8.7,9.219,0.24,1.0465
8.71,8.805,0.237,1.097
8.72,8.57,0.228,1.169
8.73,8.375,0.219,1.3
8.74,8.334,0.206,0.97
8.75,8.318,0.202,0.937
8.76,8.034,0.194,1.014
8.77,7.912,0.193,1.118
8.78,7.864,0.192,1.2985
8.79,7.815,0.189,1.479
8.8,7.677,0.193,1.77
8.81,7.514,0.193,1.767
8.82,7.555,0.193,1.822
8.83,7.604,0.191,1.698
8.84,7.668,0.187,1.418
8.85,7.668,0.188,1.644
8.86,7.587,0.191,1.821
8.87,7.64,0.194,1.6875
8.88,7.693,0.192,1.554
8.89,7.758,0.195,1.319
8.9,7.888,0.198,1.181
8.91,8.091,0.2,1.171
8.92,8.188,0.202,1.195
8.93,8.245,0.205,1.27
8.94,8.172,0.209,1.326
8.95,8.139,0.215,1.377
8.96,8.115,0.216,1.418
8.97,8.091,0.22,1.226
8.98,8.229,0.217,1.127
8.99,8.172,0.215,1.096
9.0,8.204,0.214,0.969
9.01,7.985,0.218,0.884
9.02,7.92,0.217,0.841
9.03,7.928,0.216,0.694
9.04,7.92,0.213,0.719
9.05,7.888,0.214,0.725
9.06,8.139,0.215,0.761
9.07,8.196,0.211,0.702
9.08,7.733,0.208,0.817
9.09,7.539,0.212,1.038
9.1,7.068,0.213,1.052
9.11,6.905,0.205,0.914
9.12,6.8,0.208,0.932
9.13,6.743,0.201,0.789
9.14,6.621,0.195,0.785
9.15,6.41,0.195,0.946
9.16,6.15,0.192,0.923
9.17,6.02,0.192,0.887
9.18,5.972,0.2023,0.917
9.19,6.069,0.2127,0.875
9.2,6.183,0.223,0.808
9.21,6.232,0.231,0.68
9.22,6.402,0.236,0.559
9.23,6.467,0.243,0.506
9.24,6.54,0.243,0.545
9.25,6.451,0.242,0.447
9.26,6.516,0.237,0.527
9.27,6.499,0.235,0.389
9.28,6.264,0.238,0.552
9.29,6.077,0.238,0.524
9.3,6.045,0.229,0.464
9.31,6.077,0.226,0.522
9.32,6.296,0.217,0.443
9.33,6.54,0.209,0.4
9.34,6.783,0.208,0.357
9.35,7.027,0.205,0.314
9.36,7.035,0.207,0.35
9.37,6.913,0.206,0.48
9.38,6.572,0.203,0.581
9.39,6.516,0.201,0.6
9.4,6.556,0.199,0.434
9.41,6.621,0.198,0.354
9.42,6.467,0.196,0.357
9.43,6.11,0.197,0.491
9.44,5.931,0.194,0.533
9.45,5.956,0.188,0.456
9.46,5.972,0.186,0.408
9.47,6.248,0.182,0.376
9.48,6.345,0.179,0.284
9.49,6.313,0.176,0.246
9.5,6.305,0.174,0.303
9.51,6.134,0.175,0.44
9.52,6.126,0.173,0.401
9.53,6.199,0.168,0.39
9.54,6.094,0.163,0.36
9.55,5.996,0.156,0.442
9.56,6.126,0.154,0.462
9.57,5.988,0.148,0.502
9.58,5.866,0.147,0.516
9.59,5.777,0.147,0.558
9.6,5.623,0.145,0.562
9.61,5.574,0.143,0.649
9.62,5.509,0.139,0.646
9.63,5.631,0.135,0.579
9.64,5.582,0.132,0.41
9.65,5.468,0.13,0.479
9.66,5.444,0.131,0.575
9.67,5.444,0.132,0.621
9.68,5.395,0.13,0.771
9.69,5.339,0.128,0.787
9.7,5.428,0.128,0.799
9.71,5.46,0.131,0.77
9.72,5.509,0.132,0.67
9.73,5.501,0.132,0.644
9.74,5.379,0.131,1.01
9.75,5.241,0.126,1.065
9.76,5.282,0.127,1.106
9.77,5.282,0.126,1.105
9.78,5.298,0.118,1.096
9.79,5.257,0.123,1.061
9.8,5.298,0.128,0.992
9.81,5.306,0.133,1.009
9.82,5.379,0.138,1.004
9.83,5.436,0.143,0.822
9.84,5.444,0.1513,0.752
9.85,5.363,0.1597,0.695
9.86,5.306,0.168,0.801
9.87,5.371,0.1763,0.791
9.88,5.663,0.1847,0.767
9.89,6.272,0.193,0.854
9.9,9.105,0.1895,0.804
9.91,10.786,0.186,0.712
9.92,14.114,0.19,0.521
9.93,17.54,0.185,0.245
9.94,17.772,0.185,0.1924
9.95,18.004,0.178,0.1398
9.96,18.237,0.172,0.0872
9.97,18.469,0.174,0.0346
9.98,18.701,0.172,-0.018
9.99,19.078,0.1585,-0.0145
10.0,19.456,0.145,-0.011
10.01,19.834,0.141,-0.0075
10.02,20.211,0.1315,-0.004
10.03,20.588,0.122,-0.0005
10.04,20.966,0.125,0.003
10.05,20.998,0.118,0.0015
10.06,21.031,0.118,0.0
10.07,20.828,0.123,0.0
10.08,20.568,0.123,0.002
10.09,20.666,0.123,0.004
10.1,20.893,0.123,0.006
10.11,21.193,0.118,0.009
10.12,21.404,0.113,0.011
10.13,21.607,0.1095,0.011
10.14,21.474,0.106,0.0135
10.15,21.34,0.112,0.016
