Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.06,34.1755,0.0178,-0.0016,76.73776427212596,93.41988693997943,530.7086265014002,83.80995617922265,54.92528859575245,48.05998966999147,79.86125158052135,0.7086884167694598,95.5
0.08,20.1656,0.0415,-0.0007,94.5311746942552,115.08143006257154,446.3836725632787,87.55637688562027,67.3491885133019,51.76531210144186,95.5084720359643,1.076464874116546,95.5
0.1,18.4992,0.0213,-0.0002,88.80895543741781,108.11525009772602,441.5653890478512,85.08801471969325,58.21804889225789,51.46871844204609,92.60320879132163,1.0123025146689557,95.5
0.12,20.761,0.0237,0.0002,90.85948510555106,110.61154708501869,469.8636039069439,91.45296049634476,62.639937501521096,55.54155988978604,98.41414705094498,0.9631987691547872,95.5
0.14,20.5132,0.0377,-0.0002,99.4108893952601,121.02195230727318,474.904311881114,99.6918514104226,74.70769130792227,60.14652775215697,108.68348884163947,1.0464214984281983,95.5
0.16,19.981,0.094,0.0003,121.53358291223158,147.95392702358626,476.4178827395702,119.41894301654844,117.70181837426988,67.08442006092677,126.57073422649846,1.2955277917636945,95.5
0.18,17.9073,0.1644,-0.0003,138.29454967355147,168.3585822112801,462.2444067123871,136.34916922287724,168.7106350459193,71.47263039739417,140.114589164856,1.5403794185070545,95.5
0.2,19.3483,0.1969,-0.0007,145.6410880702097,177.3021941724292,481.1055372297847,147.1718657151435,192.31816248203364,75.54454699080847,147.39862906388734,1.5541665499618071,95.5
0.22,21.3564,0.1767,-0.0001,144.4739685439525,175.88135301002916,504.33903740876434,147.38379687691196,180.90363001339657,77.98013820936097,148.99508855067216,1.457006324432296,95.5
0.24,22.93,0.1347,-0.0001,137.58261511652657,167.49187927229323,522.7069929439668,142.09438019276234,154.91705983175345,78.91367020998852,147.10857107039166,1.323355392116908,95.5
0.26,25.2166,0.137,-0.0002,139.0164763209413,169.2374494341894,546.3480726734277,145.85512401218932,156.91752164099907,81.91644207299086,150.5546475415017,1.2705960944424457,95.5
0.28,26.7032,0.0262,-0.0002,98.41751915961898,119.81263202040572,562.5468010504737,115.36342437317232,77.76516540474032,73.49738363756438,123.7731585243596,0.8402142766227223,95.5
0.3,27.4123,0.0136,-0.0004,98.47845731497462,119.88681760083868,572.1007428004172,114.28331057156072,75.03827909068815,71.22056419948423,115.6837311442337,0.8235342323765392,95.5
0.32,26.7318,0.1406,-0.001,143.11181661129612,174.22308109201268,570.2632268182551,151.8423307848474,162.9939615458866,87.70500140673971,159.2798361693023,1.2433661793179662,95.5
0.34,24.0391,0.2682,-0.0013,167.18198740676786,203.52589771258695,550.8923618659311,174.68153459755922,247.7666106569088,92.67941024375338,175.7690302648574,1.53115776012494,95.5
0.36,20.5338,0.258,-0.0011,165.86134295185653,201.91815663704276,521.6471636433491,171.7610754714173,247.30503159616316,91.75504171549284,177.22587241857084,1.612554051455574,95.5
0.38,7.6,0.217,-0.0011,147.0732442471687,179.04568864872712,358.75885999307155,148.95338890672323,244.58293333540584,79.57212900754874,174.38245654955023,2.1579211834112986,95.5
0.4,0.7705,0.2344,-0.0012,95.31731008785844,116.0384644547842,150.3785478335496,117.8922775536588,319.75352670936286,58.42412846931271,175.44360383745564,3.590164403132728,95.5
0.42,2.3789,0.0825,-0.0012,110.18725218863749,134.1410026644282,232.47999273983484,109.45089268235358,160.60259117266696,63.87706811495536,156.37453201065975,2.565255140789273,95.5
0.44,8.8409,0.0883,-0.0012,133.25101528824905,162.21862730743365,385.6535771948632,129.33510380017913,147.81763787122796,78.61544884946585,161.1878297587615,1.7779963414327729,95.5
0.46,9.0146,0.0958,-0.0009,135.88975081632668,165.431000993789,390.2464571171823,132.64632134894694,155.31108055217436,80.35818662309006,164.77131465804302,1.7905287926840965,95.5
0.48,8.2419,0.0987,-0.0009,136.1603572031018,165.76043485595002,378.70502704571055,133.06455209356227,160.40010340069162,80.47095358264565,167.09121640035207,1.854695922973029,95.5
0.5,6.5466,0.0935,-0.0007,132.62524027086317,161.45681424278993,348.2186040151282,129.26853305711913,160.41947356618687,78.38178039717408,167.3567343694255,1.979937971268383,95.5
0.52,5.0797,0.0812,-0.0006,126.87641254417024,154.4582413581203,317.28503844599936,123.17816562183177,153.51500413034148,75.50932434179249,165.64338114533578,2.0938895208215134,95.5
0.54,4.3469,0.0767,-0.0006,123.98518156918936,150.93848191031748,300.0719100341785,120.54412332609968,152.20656735041538,74.26072296145546,165.80640511259395,2.1729690068883416,95.5
0.56,3.6087,0.0773,-0.0005,121.38021147464208,147.76721396912947,280.4867241693397,118.970010334394,156.5624524375855,73.07881639386707,167.27808815326762,2.2898260984612837,95.5
0.58,3.0667,0.0892,0.0096,120.83670138554326,147.10554951283527,264.63612893755635,120.77945479551845,172.66213343239954,72.9477253579519,171.733822397497,2.4319099782479823,95.5
0.6,2.9778,0.092,0.0137,121.19383831824013,147.54032490916188,262.6205320849311,121.83174553483968,177.11326812001613,73.51555088934346,173.8726471687751,2.459055855852521,95.5
0.62,2.8765,0.0883,-0.0109,120.36701066867028,146.53375211838122,259.6642004934495,121.06873064016732,174.90331481998436,73.56884224154513,174.34333154881634,2.470274234260897,95.5
0.64,3.2326,0.0836,-0.0465,122.32718237285886,148.92004810608904,271.8934098205741,122.01989595328163,168.98211383122967,75.13710541697967,174.65490605020267,2.384787192345274,95.5
0.66,3.4128,0.0807,-0.0578,123.32818750225204,150.13866304621988,278.31860446975617,122.60898904792153,165.91079293989563,76.15343563589121,175.28427263788885,2.341600104585836,95.5
0.68,2.5933,0.071,-0.0537,116.71069592484922,142.0825863432947,251.1911516803851,116.68569983222208,160.14312262792387,73.03054491571415,173.34471532880198,2.474228255941021,95.5
0.7,2.3139,0.0593,-0.0547,112.7100985488234,137.21229388552413,241.0639583902052,112.01471072821872,148.31386671892872,71.34839994189126,170.43658337279393,2.4934183926003173,95.5
0.72,2.2441,0.0522,-0.0583,111.02981446973313,135.16673065880556,238.8346077598309,109.62456337422736,140.17028245839117,70.8390920866361,168.79506871324855,2.47700721063371,95.5
0.74,2.1083,0.0414,-0.0599,107.66943411026766,131.07583282989106,233.74799959191745,105.0128265371415,126.4215343940174,69.39393840437741,164.84756052305383,2.4525074318827165,95.5
0.76,2.0704,0.0302,-0.0631,104.39018755980284,127.08370659454262,232.66942656350807,99.86644075577333,109.73514527787049,67.92605481152071,159.2741508437932,2.381683684487873,95.5
0.78,2.0853,0.0188,-0.0658,100.24403638269908,122.03621820502498,233.8674398603601,93.3356225368156,89.79606462567882,65.84692435006761,150.7516441878356,2.263539830524666,95.5
0.8,2.1397,0.0156,-0.0669,99.27081144104096,120.85142262387596,236.78330042730136,91.55927232249124,83.59369187180698,65.5355572716781,148.11271103034605,2.2068874530455656,95.5
0.82,2.2354,0.0156,-0.0627,100.24230605687322,122.0341117214109,241.48971769962267,92.41751014192236,83.68302046686419,66.40405049508877,149.0891664639347,2.180078473546883,95.5
0.84,2.3576,0.0147,-0.0622,100.79331595094928,122.7049063750687,247.1052794204988,92.64716459593718,81.88317923197472,67.03328473333337,148.90522844315365,2.13557626552244,95.5
0.86,2.3729,0.0132,-0.0622,100.2338796044906,122.02385343155376,248.30122647622375,91.76021926731686,78.98057929994513,66.93546234961383,147.7200828169775,2.109817375648263,95.5
0.88,2.2825,0.0116,-0.062,98.8785831650439,120.3739273313578,245.16388513417655,90.13192026103847,75.86088104028302,66.27430348647982,146.0648274107235,2.107592114363238,95.5
0.9,2.202,0.0116,-0.0616,98.64725526282594,120.09231075474462,242.33091139828144,89.9938578539111,76.22130032014535,66.3457254272076,146.85863829733316,2.128936897783289,95.5
0.92,2.1851,0.0151,-0.0627,101.06683636905892,123.03788775363697,242.11677180281345,93.31565826292804,84.18943583175094,68.15375603039183,152.8189342525987,2.1873123945281643,95.5
0.94,2.0567,0.0163,-0.0625,101.10399408034267,123.08312322824328,237.0190582430716,93.88500444062146,87.31143980579724,68.39991373542733,155.11827123276723,2.2404874930297787,95.5
0.96,2.0137,0.015,-0.0622,100.30776141485136,122.11379650503643,235.5851300138009,92.87614489721592,84.93847925181288,68.12084824496623,154.24667192952649,2.2353657023213094,95.5
0.98,1.9296,0.0139,-0.0619,99.25510970029268,120.83230746122588,232.2056720767862,91.71885042422936,82.9877004217458,67.66376980222712,153.4773650720549,2.2450557435430105,95.5
1.0,1.8863,0.0137,-0.0614,99.03677715112038,120.56651131440742,230.64442307914368,91.56025001853465,82.9013928035352,67.74130833277819,153.9476092292091,2.255756786493252,64.0
1.02,1.8488,0.0158,-0.0618,100.19165382524716,121.97244813508352,229.29842912939188,93.4077461956026,87.94994211342478,68.7273121172972,157.59266712898264,2.2987469982027737,64.0
1.04,1.7774,0.0192,-0.0579,101.54874054848472,123.6245537111988,226.34041351094285,95.89434584696498,95.70205754425292,69.8290540166909,162.38531805853492,2.366417976310551,64.0
1.06,1.6434,0.0215,-0.0473,101.53988710664468,123.61377560808918,220.21397851128563,96.93788319588796,101.27178155893051,70.06679919553319,165.49147981057462,2.4398636142201897,64.0
1.08,1.5094,0.0218,-0.0383,100.47168607312784,122.31335695859042,213.6869686884446,96.4770355874924,102.8612081760772,69.65452609435314,166.47095151180469,2.494319678861062,64.0
1.1,1.4208,0.0205,-0.0383,99.11122734679516,120.6571463352289,209.13167220704543,95.16839860334824,100.9613197739934,69.05025782610245,165.83983252518084,2.5169893575384443,64.0
1.12,1.3562,0.0188,-0.0416,97.7770375014502,119.03291521915676,205.68963763227237,93.6685543323035,97.96128243562173,68.44002403193251,164.67650121572953,2.525885413190449,64.0
1.14,1.3123,0.0192,-0.0456,97.57729131349907,118.78974594686846,203.3417502469617,93.84792494339354,99.3921191153873,68.57220964223261,165.82854403833696,2.5521753580162176,64.0
1.16,1.3034,0.0211,-0.0482,98.44971988195128,119.85183289976676,203.0894888783114,95.39956404163266,103.8774432732478,69.37831997375976,168.60712417795656,2.579772136485162,64.0
1.18,1.2829,0.0217,-0.0498,98.60817264103628,120.04473191082678,202.1446451400249,95.90384926759218,105.60656369552872,69.711903737187,169.93635369743453,2.59697203433449,64.0
1.2,1.2419,0.0182,-0.0499,96.78208493119855,117.82166861189393,199.94005097316048,93.25907244231924,98.45276387531926,68.70124524093953,166.76239822910398,2.575091054457937,64.0
1.22,1.2135,0.0147,-0.0498,94.89864253102004,115.52878221167656,198.47772134706,90.37168744506734,90.54746269575524,67.57949204819779,162.8478167406909,2.5402614445714606,64.0
1.24,1.2005,0.018,-0.05,96.49956715239313,117.47773392465253,197.96149011382835,93.2171318941827,98.7896179387715,68.929451251247,167.86808937102847,2.5939387987636904,64.0
1.26,1.1837,0.0204,-0.0517,97.45047159198566,118.6353567206782,197.1454591293163,95.0951364797446,104.64054626838193,69.81792473262695,171.2960755630287,2.633288138110266,64.0
1.28,1.1488,0.021,-0.0537,97.3273361192821,118.48545266695211,195.11068120554933,95.42443553374024,106.52961131956071,69.99090248934202,172.59101976313784,2.659761536344901,64.0
1.3,1.1574,0.0213,-0.0501,97.79745536294256,119.05777174619097,196.07875493266204,95.99824683834694,107.41479931973494,70.45165551439977,173.59873241944615,2.6579116077142757,64.0
1.32,1.1875,0.0225,-0.0465,98.94079543085628,120.44966400278156,198.44450436058213,97.40666106561316,110.10078177820526,71.3371518283194,175.55005753360427,2.6546832738467043,64.0
1.34,1.1891,0.0221,-0.0513,98.97399261515908,120.49007796628062,198.71311538896484,97.3902149207677,109.535038176416,71.54329897182811,175.81052911724342,2.65064461205001,64.0
1.36,1.159,0.02,-0.0536,97.84804817753414,119.11936299873722,196.96518968487047,95.83426942805634,105.3656340348184,70.98312972429845,174.16192492066574,2.6430233114989066,64.0
1.38,1.1207,0.0165,-0.0544,95.88349473091348,116.72773271589466,194.66107278573867,92.93621628169004,97.59913177761184,69.8042468990638,170.44658267200322,2.618704806373905,64.0
1.4,1.1592,0.0146,-0.0557,95.69950369811882,116.50374363249249,197.4859558763553,91.90284680805492,92.82756784747146,69.7142419885249,168.41113068308755,2.5699775449486286,64.0
1.42,1.2357,0.0148,-0.0564,97.08909678046612,118.19542216752396,202.73071018126245,93.0540632306306,93.15963343940214,70.7165693692951,169.39589667561248,2.5336208039737205,64.0
1.44,1.2823,0.0156,-0.0577,98.3227026391407,119.69720321286694,205.92446556820303,94.42290527946945,95.15900187212011,71.68403545472967,171.21065432882955,2.522976778217239,64.0
1.46,1.2715,0.0167,-0.0583,98.8997836687174,120.3997366401777,205.51197495310385,95.48878127545194,98.15647954945152,72.27946686131642,173.32695613739963,2.544165026574595,64.0
1.48,1.2396,0.0176,-0.0577,99.05472294101584,120.58835836297578,203.7780338967996,96.1589991204815,100.75913423932622,72.60402155512607,175.0825647250018,2.5723065149318867,64.0
1.5,1.1857,0.0185,-0.0572,98.83615377260548,120.32227415795452,200.55747970758068,96.57697146682315,103.50408374253,72.71078284812538,176.76268194662123,2.612021673432662,75.0
1.52,1.0901,0.0186,-0.0568,97.51552932930888,118.71455744437604,194.3511384011482,95.8767619492248,104.6764393475637,72.13317820617404,177.3699799048834,2.666324788324567,75.0
1.54,0.9913,0.0198,-0.0567,96.41967950844126,117.38047940158069,187.50988824234244,95.88804711691976,108.6310519882998,71.78361566175587,179.28373461446844,2.741839590345333,75.0
1.56,0.9046,0.019,-0.0566,94.55963411585452,115.11607631495332,181.1386356149212,94.4141169320926,107.7519988449757,70.85536804548445,178.78703645061026,2.790325397962344,75.0
1.58,0.8252,0.0173,-0.0561,92.3292329610087,112.40080534383668,174.95651243275117,92.20260383868256,104.47864590545672,69.62846921899668,177.0714444516607,2.826543707045733,75.0
1.6,0.7653,0.0149,-0.0553,90.06734031802583,109.647196908901,170.08345405179236,89.48095229716532,98.84544541891522,68.2667778944882,174.12321630232515,2.8393860385827776,75.0
1.62,0.6992,0.0125,-0.0545,87.44574203230741,106.45568595237424,164.36185639596107,86.36378406623761,92.72312701911838,66.63910146088648,170.6142912123857,2.8567976979043355,75.0
1.64,0.6976,0.0097,-0.0535,85.97754014253137,104.66830973873384,164.4518951275029,83.46918990302242,84.0027860903769,65.45243358360558,165.59158469211584,2.80169085705681,75.0
1.66,0.7001,0.0087,-0.0526,85.53290019543165,104.12700893356896,164.91712441374858,82.44693995728701,80.72206613668014,65.11649570801846,163.7716743349612,2.7761007463962004,75.0
1.68,0.6484,0.0103,-0.0517,85.36951757112064,103.9281083474512,160.22197042985027,83.66710250039095,86.74122430378605,65.5276639743043,167.81836328353617,2.861695867624345,75.0
1.7,0.5372,0.0152,-0.051,84.53759323448067,102.91533089415036,148.90841250600005,86.59014717109083,103.60426276014248,66.0868764191262,176.80966666277405,3.075363890674405,75.0
1.72,0.442,0.0262,-0.0485,84.40541967769877,102.7544239554594,138.03350097584803,92.38688604559827,135.36359567796032,67.44574329221281,190.0656981123667,3.3448182605762,75.0
1.74,0.4533,0.0384,-0.0438,87.52902359827041,106.55707220659006,139.83761475373242,99.271844359009,162.8937787432957,70.09863305925917,200.3729207310228,3.428971587903109,75.0
1.76,0.7177,0.0503,-0.0378,99.28553330874747,120.86934489760564,168.07699883589933,110.5328874255134,178.39780889132868,76.83450039449339,208.8393227829457,3.195126743212481,75.0
1.78,1.0844,0.0622,-0.0309,110.5230455723638,134.5497946098342,197.7788586593071,120.97417686232242,191.3416544187484,83.25042798499385,215.9579361409337,2.9874728935427046,75.0
1.8,1.3326,0.0752,-0.025,117.44327949131448,142.9744272068176,214.5548296105681,128.70306142135604,207.56607849475355,87.39094441188827,222.31808714840196,2.9108483729282426,75.0
1.82,1.2877,0.0871,-0.0309,118.35317650468444,144.0821279187463,211.8161810028776,132.13011775590832,225.91376114018536,88.29833043481194,227.1814177451174,2.977876035614966,75.0
