Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.03,0.0104,0.0004,0.0002,15.89279911834959,19.34775544842559,22.50557753730245,13.49382948733118,13.648703506405417,9.013247815169194,38.53587977932651,4.61348334906981,199.1
0.04,0.0104,0.0008,0.0002,16.909321548395702,20.585261015438245,23.155763068865767,15.68450823499871,18.40844475834103,10.3418865763264,45.35327760226482,4.748599738983087,199.1
0.05,0.0104,0.0016,0.0002,17.88649537863138,21.774863939203424,23.672994024537623,18.11623069114069,25.119483528496,11.65537480042794,52.51227224790832,4.899396314661337,199.1
0.06,0.0259,0.0021,0.0002,23.749999579516928,28.913042966368437,34.12746765479921,22.14880386675616,27.635350439238884,14.30221288450276,57.35601218330703,4.397223409764548,199.1
0.07,0.0685,0.002,0.0002,31.152501186761203,37.92478405344842,50.22660960889281,25.977767450334177,26.90850070055573,17.10330380217835,59.68807452051176,3.80629982925368,199.1
0.08,0.1111,0.0019,0.0002,35.64605550092064,43.39519800112078,61.21653804582697,28.49301483149835,26.903693387449856,18.94943269927339,61.54854266974513,3.514463872496898,199.1
0.09,0.1652,0.0017,0.0002,39.584413938649405,48.18972131661667,72.06615540939376,30.637401963627067,26.56480710130376,20.540828060992308,62.68371745787343,3.2674256183146277,199.1
0.1,0.262,0.0017,0.0002,44.607177911022,54.30439050037461,86.8477368546161,33.62860106026487,27.228451675947312,22.603748653388436,64.59717784754784,3.00703077944472,199.1
0.11,0.3355,0.0017,0.0002,47.68894849466622,58.05611121089801,96.35506793714796,35.73603490893946,27.95440637332999,24.05204310440531,66.29497164810275,2.869562871598716,199.1
0.12,0.5019,0.0017,0.0002,52.54506821352169,63.96790912950467,113.35237515510102,38.87360143251847,28.86392440926875,26.112373318802625,67.97285908778596,2.649112637104265,199.1
0.13,0.6799,0.002,0.0002,56.85477558018498,69.21450940196432,128.30010799235484,42.14914546361864,30.862370986651108,28.271682213263947,71.0037712673401,2.505068473447225,199.1
0.14,0.8037,0.0023,0.0002,59.66230023364366,72.63236550182707,137.77288969769577,44.572629685805936,32.61484982292198,29.908756622176178,73.76535935870612,2.4318280399564864,199.1
0.15,1.0475,0.003,0.0002,64.04102164311023,77.96298286987331,153.49040968437615,48.30192207471989,35.53492104382,32.37982056301304,77.85486337284856,2.321416231428569,199.1
0.16,1.1868,0.0038,0.0002,66.8343328033494,81.36353558668623,162.02004998924397,51.0780056872884,38.33281816765924,34.22910803332901,81.68162560256266,2.284485351493136,199.1
0.17,1.4887,0.0041,0.0002,70.28413705547928,85.56329728493131,177.7355801570665,54.0821266905269,39.86235674443239,36.19327797892208,83.90812317875819,2.1704275842363563,199.1
0.18,1.6589,0.0044,0.0002,72.32892458295571,88.05260384012,186.2903890288591,56.16051370765464,41.26026190509627,37.57026526446101,85.98431121856089,2.1206310576813308,199.1
0.19,1.9569,0.0046,0.0002,74.90673032141224,91.19080213041492,199.49058238841008,58.66944843453598,42.48899653469884,39.20180890330861,87.78100372729432,2.0364524303782177,199.1
0.2,2.3323,0.0049,0.0001,77.64048819891447,94.5188551986785,214.4076707712316,61.45511284611286,43.95343020877582,40.99693523311646,89.77748589475607,1.949427079689372,199.1
0.21,2.4599,0.005,0.0001,78.7940074817408,95.9231395429888,219.8744725907879,62.88760603960311,44.817518805660015,41.94704872013002,91.16751699780028,1.923223601974726,199.1
0.22,2.7424,0.005,0.0001,80.44371786561516,97.93148261900976,230.25565906739013,64.80126158449232,45.60232353785681,43.16350206575231,92.3210982375785,1.865097236469858,199.1
0.23,2.8663,0.0051,0.0001,81.45629049556187,99.1641797337275,235.20815521500683,66.1409818935659,46.432572743500366,44.05151029978133,93.63650624468907,1.8438329424793791,199.1
