Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,2.0,1.0,261.0,0.8850255845703147,0.026233109692371612,97.8353756773166,119.1039356071681,183.55595285572397,95.36667454110518,121.67135552583137,74.77349961201755,191.6081091538859,2.8459378502134016
2.0,2.5,2.25,178.0,0.5877812576361848,0.02625662825263843,93.8820138675128,114.29114731697224,160.8714091293644,96.72251770183372,132.6377043756144,75.64313188324682,203.6961881816162,3.1399980671828787
2.5,3.0,2.75,160.0,0.4491976790985964,0.01797429548231544,88.81192958805363,108.11887080284792,148.08604666201575,91.93653540905207,119.79799527578169,74.5851635108981,203.6533395173808,3.229910746447465
3.0,3.5,3.25,146.0,0.5495139789666753,0.022202411863984178,96.1553236224609,117.05865484473495,162.58477742248664,101.30597055901299,134.8945746917684,81.86986281683751,218.72382573805515,3.157186821969143
3.5,4.0,3.75,130.0,0.6205661114914154,0.02770815134740736,102.30712045290564,124.54779881223311,172.70751367247354,110.46385657005256,153.62809782003345,88.31725875752984,233.65065112259893,3.1449344421700522
4.0,4.5,4.25,131.0,0.48465814883934416,0.012076531329500548,93.51820543039436,113.84825008917579,159.15651664623618,96.39328339000116,111.78113262205686,82.37622847474208,216.10955377479613,3.1173129034070572
4.5,5.0,4.75,144.0,0.5427407458246355,0.01053643358817525,96.17083321660029,117.07753608977421,168.0633974157596,98.0037517335952,107.27726981496683,85.3926497930676,218.5661074828078,3.013966963885331
5.0,5.5,5.25,134.0,0.5582313417176963,0.012727368651523204,99.59957055029949,121.2516511047125,171.66007996009355,103.2770865579425,118.69538017446153,89.55624878045174,229.803265057972,3.050430254295483
5.5,6.0,5.75,144.0,0.5057395801744337,0.010981755877043314,98.22306391323737,119.57590389437595,166.82857986489893,101.51401938116453,114.72776890230367,89.45478561314206,230.5270227657905,3.096372860919206
6.0,6.5,6.25,108.0,0.6346149643790636,0.017818896538106314,107.33353082331902,130.666907089258,183.47114541992406,114.90085849719334,141.26504560404794,98.47549750573089,251.16157326956852,3.057799152306415
