Depth,Qc,Fs,u
0.01,-0.01,0,0
0.02,0.01,0,0.00075
0.03,0.28,0.00007,0.00151
0.04,0.55,0.0001,0.00085
0.05,1.36,0.00017,0.00038
0.06,1.82,0.00024,0.00009
0.07,2.29,0.0005,-0.00028
0.08,2.43,0.00386,0.00047
0.09,2.53,0.00843,-0.00075
0.1,2.61,0.00726,-0.00056
0.11,2.78,0.00746,-0.00056
0.12,2.84,0.00837,-0.00056
0.13,2.88,0.00998,-0.00038
0.14,2.9,0.01129,-0.00056
0.15,2.91,0.01236,-0.00056
0.16,2.92,0.01169,-0.00075
0.17,2.95,0.0126,-0.00019
0.18,2.98,0.01408,-0.00075
0.19,3.03,0.01351,-0.00047
0.2,3.15,0.01425,-0.00019
0.21,3.19,0.01435,-0.00047
0.22,3.37,0.01535,-0.00056
0.23,3.5,0.01428,-0.00066
0.24,3.98,0.01361,-0.00056
0.25,4.29,0.01512,-0.00066
0.26,4.99,0.01582,0
0.27,5.37,0.01542,0.00066
0.28,6.1,0.0217,0.00047
0.29,6.34,0.02315,0.00132
0.3,6.38,0.02587,-0.00358
0.31,6.49,0.026,-0.00141
0.32,6.55,0.02994,0.00216
0.33,6.48,0.03679,-0.00132
0.34,6.44,0.04069,-0.00122
0.35,6.29,0.04354,-0.00009
0.36,6.15,0.046,-0.00188
0.37,5.87,0.0464,-0.00179
0.38,5.78,0.047,-0.00198
0.39,5.52,0.04754,-0.00207
0.4,5.42,0.04858,-0.00122
0.41,5.17,0.05023,-0.00235
0.42,5.05,0.0511,-0.00151
0.43,4.99,0.05181,-0.00198
0.44,4.77,0.05144,-0.00226
0.45,4.71,0.05063,-0.00151
0.46,4.66,0.05147,-0.00075
0.47,4.52,0.0554,0
0.48,4.41,0.05634,-0.00198
0.49,4.38,0.06021,-0.00301
0.5,4.44,0.06316,-0.00395
0.51,4.3,0.0679,0.00132
0.52,4.28,0.07452,-0.00245
0.53,4.1,0.07274,-0.00066
0.54,3.98,0.07869,-0.00085
0.55,3.8,0.08255,-0.00038
0.56,3.43,0.08722,-0.00038
0.57,3.36,0.08793,0.00207
0.58,3.12,0.09559,-0.00085
0.59,3.02,0.09626,-0.00198
0.6,2.81,0.1015,-0.00085
0.61,2.79,0.10133,-0.00188
0.62,2.74,0.10079,-0.00433
0.63,2.71,0.09985,-0.00433
0.64,2.63,0.10227,-0.00358
0.65,2.48,0.10751,-0.00019
0.66,2.41,0.11101,0.00085
0.67,2.38,0.11524,-0.00038
0.68,2.34,0.11756,-0.00273
0.69,2.32,0.11974,-0.00245
0.7,2.25,0.12562,-0.00245
0.71,2.21,0.12791,-0.00311
0.72,2.17,0.12928,-0.00376
0.73,2.12,0.13231,-0.00367
0.74,2.11,0.13271,-0.00489
0.75,2.06,0.13167,-0.00423
0.76,2.03,0.13022,-0.0048
0.77,1.99,0.12468,-0.00546
0.78,1.94,0.12159,-0.00668
0.79,1.88,0.11813,-0.00772
0.8,1.82,0.11621,-0.00894
0.81,1.8,0.11356,-0.00677
0.82,1.75,0.11299,-0.00583
0.83,1.69,0.11238,0.00913
0.84,1.6,0.1107,0.00941
0.85,1.57,0.10771,0.01063
0.86,1.62,0.10583,0.01073
0.87,1.71,0.10261,0.0112
0.88,1.71,0.10261,0.0112
0.89,1.71,0.10261,0.0112
0.9,1.73,0.08295,0.01741
0.91,1.73,0.08504,0.01458
0.92,1.71,0.08799,0.01082
0.93,1.65,0.08903,0.01251
0.94,1.6,0.09092,0.01091
0.95,1.54,0.09421,0.01496
0.96,1.52,0.09397,0.01647
0.97,1.44,0.09414,0.01854
0.98,1.42,0.09364,0.01816
0.99,1.35,0.09317,0.01788
1,1.32,0.09451,0.01731
1.01,1.27,0.09417,0.01694
1.02,1.25,0.09256,0.01656
1.03,1.22,0.09044,0.01675
1.04,1.18,0.08638,0.01816
1.05,1.2,0.08396,0.01731
1.06,1.2,0.08184,0.0175
1.07,1.16,0.07818,0.01967
1.08,1.15,0.0768,0.02108
1.09,1.16,0.07576,0.02277
1.1,1.21,0.07318,0.02475
1.11,1.26,0.07193,0.02625
1.12,1.42,0.0675,0.02569
1.13,1.47,0.06585,0.02512
1.14,1.52,0.06468,0.02286
1.15,1.5,0.06484,0.02381
1.16,1.47,0.0632,0.01722
1.17,1.48,0.06253,0.01788
1.18,1.49,0.06222,0.01722
1.19,1.48,0.06169,0.01891
1.2,1.47,0.06189,0.01524
1.21,1.45,0.06115,0.01496
