Depth,Qc,Fs,u
0.01,0.637,0.0047,0.0013
0.02,0.994,0.0069,0.0009
0.03,1.289,0.0076,0.0009
0.04,1.993,0.0107,0.0134
0.05,2.392,0.0134,0.0014
0.06,3.054,0.0185,0.0106
0.07,3.209,0.0242,-0.0002
0.08,3.334,0.0296,0.0005
0.09,3.479,0.0342,0.0021
0.1,3.453,0.0418,0.0013
0.11,3.251,0.0467,0.0007
0.12,3.137,0.0558,-0.0005
0.13,2.878,0.0616,0.0073
0.14,2.728,0.068,0.0235
0.15,2.511,0.0711,0.2228
0.16,2.407,0.0747,0.1746
0.17,2.304,0.0827,0.0302
0.18,2.236,0.0854,-0.017
0.19,2.065,0.0881,-0.054
0.2,1.983,0.0931,-0.056
0.21,1.75,0.0955,-0.0442
0.22,1.662,0.0933,-0.0397
0.23,1.594,0.093,-0.0365
0.24,1.398,0.0928,-0.0193
0.25,1.346,0.0917,-0.0106
0.26,1.294,0.0885,-0.002
0.27,1.253,0.0894,-0.0137
0.28,1.32,0.0853,-0.0132
0.29,1.211,0.0851,-0.0272
0.3,1.18,0.0833,-0.0225
0.31,1.097,0.0803,-0.0229
0.32,1.108,0.0788,-0.0249
0.33,1.066,0.0762,-0.004
0.34,1.02,0.0741,-0.011
0.35,0.921,0.0713,-0.0102
0.36,0.906,0.0697,-0.0108
0.37,0.906,0.069,0.0041
0.38,0.911,0.0692,0.0098
0.39,0.927,0.0694,0.0121
0.4,0.994,0.0702,0.0175
0.41,1.03,0.0695,0.0191
0.42,1.123,0.0691,0.018
0.43,1.149,0.0688,0.0089
0.44,1.144,0.0714,-0.0016
0.45,1.139,0.0726,-0.0045
0.46,1.134,0.0769,-0.01
0.47,1.087,0.0797,-0.0211
0.48,1.051,0.0791,-0.0245
0.49,1.015,0.0764,-0.0308
0.5,1.015,0.0736,-0.0362
0.51,1.015,0.0709,-0.0413
0.52,1.025,0.0809,-0.0417
0.53,1.444,0.0796,-0.0384
0.54,1.6,0.0763,-0.0376
0.55,1.615,0.0744,-0.04
0.56,1.629,0.0712,-0.023
0.57,1.642,0.0702,-0.0061
0.58,1.656,0.0727,0.0109
0.59,1.667,0.0748,0.0211
0.6,1.594,0.0703,0.0318
0.61,1.672,0.0721,0.0432
0.62,1.724,0.0757,0.0432
0.63,1.817,0.0788,0.0328
0.64,1.776,0.0822,0.0217
0.65,1.713,0.0852,0.0096
0.66,1.646,0.0822,0.0046
0.67,1.672,0.0836,-0.0041
0.68,1.6,0.0894,-0.0081
0.69,1.543,0.089,-0.0087
0.7,1.506,0.0889,-0.0099
0.71,1.47,0.0881,-0.0101
0.72,1.439,0.0872,-0.0107
0.73,1.418,0.0845,-0.0109
0.74,1.367,0.0827,-0.0083
0.75,1.367,0.0806,-0.0014
0.76,1.356,0.0768,-0.0016
0.77,1.351,0.075,-0.0012
0.78,1.325,0.0717,0.0026
0.79,1.304,0.0695,0.0039
0.8,1.242,0.0662,0.0057
0.81,1.206,0.065,0.0067
0.82,1.165,0.0635,0.0071
0.83,1.082,0.06,0.0065
0.84,1.03,0.0575,0.0066
0.85,0.947,0.0515,0.0079
