Depth,Qc,Fs,u
0.01,0.252,0.0082,0.0014
0.02,0.538,0.0083,0.0024
0.03,0.856,0.0099,0.0014
0.04,1.017,0.0111,0.0007
0.05,1.394,0.0109,0
0.06,1.491,0.0121,0
0.07,1.516,0.0126,0
0.08,1.565,0.0132,0
0.09,1.531,0.0137,0
0.1,1.54,0.0137,0
0.11,1.548,0.0142,0
0.12,1.506,0.0158,0
0.13,1.457,0.0153,0
0.14,1.401,0.0158,0
0.15,1.213,0.0158,0
0.16,1.174,0.0165,0
0.17,1.09,0.0163,0
0.18,1.027,0.0165,0
0.19,0.985,0.0165,0
0.2,0.961,0.0143,0
0.21,0.863,0.0142,0
0.22,0.846,0.0142,0
0.23,0.814,0.0143,0
0.24,0.782,0.0137,0
0.25,0.692,0.0137,0
0.26,0.66,0.0137,-0.001
0.27,0.643,0.0137,-0.001
0.28,0.594,0.013,-0.0017
0.29,0.577,0.0132,-0.001
0.3,0.57,0.013,-0.001
0.31,0.538,0.0132,0
0.32,0.528,0.0132,0
0.33,0.528,0.013,0
0.34,0.545,0.0137,0
0.35,0.553,0.0142,0
0.36,0.57,0.0142,0
0.37,0.587,0.0147,0
0.38,0.594,0.0153,0
0.39,0.611,0.0176,0
0.4,0.619,0.0181,0
0.41,0.626,0.0191,0
0.42,0.636,0.0207,0
0.43,0.636,0.0212,0
0.44,0.643,0.0218,0
0.45,0.643,0.0223,0
0.46,0.636,0.0241,0
0.47,0.626,0.0245,0
0.48,0.626,0.0256,0
0.49,0.626,0.0267,0
0.5,0.619,0.0262,0.0007
0.51,0.611,0.0261,0.0007
0.52,0.611,0.0279,0.0007
0.53,0.611,0.0279,0.0007
0.54,0.594,0.0277,0.0007
0.55,0.601,0.0284,0.0007
0.56,0.611,0.0289,0.0007
0.57,0.636,0.0293,0.0007
0.58,0.667,0.0305,0.0007
0.59,0.716,0.0316,0.0007
0.6,0.734,0.0339,0.0007
0.61,0.814,0.0349,0
0.62,0.846,0.0359,0.0007
0.63,0.88,0.0365,0.0014
0.64,0.912,0.036,0.0024
0.65,0.929,0.0344,0.0031
0.66,0.954,0.0365,0.0031
0.67,0.978,0.0365,0.0031
0.68,0.936,0.037,0.0039
0.69,0.944,0.0349,0.0039
0.7,0.949,0.0365,0.0043
0.71,0.954,0.0359,0.0048
0.72,0.961,0.0386,0.0056
0.73,0.968,0.0393,0.0056
0.74,0.944,0.0404,0.0056
0.75,1.017,0.0414,0.0056
0.76,1.027,0.043,0.0056
0.77,1.034,0.0409,0.0063
0.78,1.042,0.0409,0.0063
0.79,1.083,0.036,0.0063
0.8,1.1,0.0344,0.0063
0.81,1.108,0.0333,0.0063
0.82,1.09,0.0316,0.0072
0.83,1.066,0.0311,0.0063
0.84,0.993,0.03,0.0063
0.85,0.782,0.03,0.0063
0.86,0.455,0.0295,0.0056
0.87,0.406,0.03,0.0031
0.88,0.333,0.0284,0.0007
0.89,0.308,0.0235,0
0.9,0.269,0.0218,0
0.91,0.269,0.0214,-0.001
0.92,0.252,0.0176,-0.001
0.93,0.252,0.0154,-0.001
0.94,0.235,0.0132,0
0.95,0.154,0.0137,0.0007
0.96,0.137,0.0132,0.0007
0.97,0.13,0.0132,0.0007
0.98,0.196,0.0142,0.0007
0.99,0.227,0.0142,0.0007
1,0.252,0.0148,0.0007
1.01,0.333,0.0147,0.0007
1.02,0.357,0.0153,0.0015
1.03,0.381,0.016,0.0024
1.04,0.399,0.016,0.0014
1.05,0.423,0.0179,0.0014
