Depth,Qc,Fs,u
2,0,0,0
2.01,0.0118,0,-0.0002
2.02,0.0157,0,-0.0001
2.03,0.0275,0,-0.0001
2.04,0.0354,0,0
2.05,0.0315,0.0007,0.0002
2.06,0.0668,0.0015,0.0002
2.07,0.0865,0.003,0.0003
2.08,0.1376,0.006,0.0004
2.09,0.1612,0.012,0.0004
2.09999999,0.2831,0.0124,0.0005
2.11,0.4837,0.0126,0.0006
2.12,0.5741,0.0126,0.0008
2.13,0.6567,0.0125,0.001
2.14,0.6763,0.0124,0.0012
2.15,0.6409,0.0119,0.0006
2.16,0.4493,0.0117,-0.0004
2.17,0.3583,0.0115,-0.0005
2.18,0.3593,0.0111,-0.0006
2.19,0.3602,0.0083,-0.0008
2.2,0.3761,0.0073,-0.0009
2.21,0.4089,0.003,-0.0009
2.22,0.4365,0.0015,-0.001
2.23,0.4404,0.0013,-0.0009
2.2400001,0.464,0.0012,-0.0009
2.2500001,0.4797,0.0012,-0.0009
2.2600001,0.5033,0.0012,-0.0008
2.27,0.4955,0.0012,-0.0009
2.28,0.5014,0.0012,-0.0009
2.29,0.5073,0.0011,-0.001
2.3,0.5073,0.0011,-0.001
2.31,0.5151,0.0011,-0.001
2.32,0.5151,0.0011,-0.001
2.33,0.5171,0.0011,-0.001
2.34,0.5191,0.0011,-0.001
2.35,0.523,0.0011,-0.001
2.36,0.5151,0.001,-0.001
2.3699999,0.5073,0.001,-0.001
2.3799999,0.4994,0.001,-0.001
2.3899999,0.4915,0.001,-0.0011
2.3999999,0.4797,0.001,-0.0011
2.4099999,0.464,0.001,-0.0012
2.4199999,0.4522,0.0009,-0.0012
2.4299999,0.4483,0.0007,-0.0012
2.4399999,0.4325,0.0006,-0.0012
2.4499999,0.4247,0.0006,-0.0012
2.4599999,0.4168,0.0006,-0.0012
2.4699998,0.4011,0.0006,-0.0012
2.4799998,0.3932,0.0006,-0.0012
2.4899998,0.3854,0.0006,-0.0012
2.4999998,0.3814,0.0006,-0.0012
2.5099998,0.3657,0.0006,-0.0012
2.5199998,0.3598,0.0006,-0.0012
2.5299998,0.3539,0.0006,-0.0012
2.5399998,0.3519,0.0006,-0.0012
2.5499998,0.3509,0.0006,-0.0012
2.5599998,0.3505,0.0006,-0.0012
2.5699998,0.35,0.0006,-0.0012
2.5799997,0.35,0.0006,-0.0012
2.5899997,0.346,0.0006,-0.0012
2.5999997,0.3382,0.0006,-0.0012
2.6099997,0.3362,0.0006,-0.0012
2.6199997,0.3342,0.0006,-0.0012
2.6299997,0.3323,0.0007,-0.0012
2.6399997,0.3313,0.0007,-0.0012
2.6499997,0.3308,0.0007,-0.0012
2.6599997,0.3306,0.0007,-0.0012
2.6699997,0.3304,0.0007,-0.0012
2.6799996,0.3304,0.0007,-0.0012
2.6899996,0.3303,0.0006,-0.0012
2.6999996,0.3342,0.0006,-0.0012
2.7099996,0.3264,0.0006,-0.0012
2.7199996,0.3255,0.0006,-0.0012
2.7299996,0.3257,0.0006,-0.0012
2.7399996,0.3258,0.0006,-0.0012
2.7499996,0.3264,0.0006,-0.0012
2.7599996,0.3264,0.0006,-0.0012
2.7699996,0.3266,0.0006,-0.0012
2.7799996,0.3269,0.0006,-0.0012
2.7899995,0.3274,0.0006,-0.0012
2.7999995,0.3283,0.0006,-0.0012
2.8099995,0.3303,0.0005,-0.0012
2.8199995,0.3342,0.0005,-0.0012
2.8299995,0.3342,0.0005,-0.0012
2.8399995,0.3382,0.0005,-0.0012
2.8499995,0.3382,0.0005,-0.0012
2.8599995,0.3401,0.0006,-0.0012
2.8699995,0.3421,0.0006,-0.0012
2.8799995,0.346,0.0006,-0.0012
2.8899994,0.346,0.0006,-0.0012
2.8999994,0.35,0.0006,-0.0012
2.9099994,0.3519,0.0007,-0.0012
2.9199994,0.3539,0.0007,-0.0012
2.9299994,0.3618,0.0007,-0.0011
2.9399994,0.3578,0.0007,-0.0011
2.9499994,0.3588,0.0007,-0.001
2.9599994,0.3598,0.0007,-0.0011
2.9699994,0.3618,0.0007,-0.0011
2.9799994,0.3618,0.0007,-0.0011
2.9899994,0.3627,0.0007,-0.0011
2.9999993,0.3637,0.0006,-0.001
3.009999,0.3657,0.0006,-0.001
3.019999,0.3657,0.0006,-0.001
3.029999,0.3696,0.0006,-0.001
3.039999,0.3696,0.0006,-0.001
3.049999,0.3736,0.0006,-0.001
3.059999,0.3736,0.0006,-0.001
3.069999,0.3736,0.0006,-0.001
3.079999,0.3736,0.0006,-0.001
3.089999,0.3741,0.0006,-0.001
3.099999,0.3775,0.0006,-0.0011
3.109999,0.3854,0.0007,-0.0011
3.119999,0.3972,0.0007,-0.0012
3.129999,0.405,0.0007,-0.0011
3.139999,0.4207,0.0007,-0.0011
3.149999,0.4286,0.0007,-0.0011
3.159999,0.4325,0.0007,-0.001
3.169999,0.4325,0.0007,-0.001
3.179999,0.4404,0.0008,-0.001
3.189999,0.4443,0.0008,-0.001
3.199999,0.4561,0.0008,-0.001
3.209999,0.4758,0.0008,-0.001
3.219999,0.4837,0.0008,-0.001
3.229999,0.4876,0.0008,-0.001
