Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,1.03,1.0,0.8792370766484198,0.009905938855869103,0.0031461369927605095,73.93917114430334,90.01290400176046,159.8073169280596,73.36704424389964,75.25226976411955,46.45261028178278,117.91916818342264,2.5331555622111512
2,1.04,2.49,1.4500000000000002,2.761371533536192,0.012141604690177723,0.0113550722284063,112.13752875668497,136.51525239944263,283.29637717322794,122.04413789078254,105.9600580272945,82.28015433445766,174.1400206582048,2.021361809789694
3,2.5,3.88,1.38,5.30025311366164,0.016439477498560402,0.005033754129939455,131.07317839210498,159.5673476077799,386.01624719155,144.92531535311207,115.34332998954721,109.93096647192876,212.59946711958472,1.6488163342765636
4,3.89,4.88,0.9899999999999998,1.349869964746029,0.01473657342255581,0.053549698377074045,114.0864484831966,138.8878503273696,238.46940195227901,126.85220137395598,125.78568931556126,97.89526700079428,225.21367785762584,2.442032244256903
5,4.89,6.52,1.63,13.685364507189458,0.052407697423219414,0.001958053917489391,182.14187505607686,221.73793485087626,587.1119966273325,199.9106505254789,173.11628010368239,163.29365203933682,288.69642693142237,1.4506877014641515
6,6.53,7.6,1.0699999999999994,11.541787825609374,0.04226755598745356,0.006575274298162766,183.66756798404845,223.59530015449403,562.0438916140994,195.49528570669287,164.2613625202067,166.21842794254536,296.15544359482436,1.5320906146568063
7,7.61,9.56,1.9500000000000002,14.311332330556493,0.05275593133929351,0.008315319547581634,199.49188203833862,242.85968248145622,621.9828694796263,212.0189234674288,180.5805024760824,184.28960478797293,320.62973013223876,1.4901545966509149
8,9.57,10.65,1.08,10.990173544660715,0.036268020198698354,0.008813512082041819,194.69880742009485,237.02463512011596,571.586777620205,198.64106906259383,160.71830134684808,180.06332195158095,317.79720520964867,1.591057403217295
9,10.66,12.39,1.7300000000000004,14.094501925001877,0.046981676783607,0.009044890595547157,209.68272062479892,255.26592076062508,636.7410259153957,215.5591940787568,177.23638961416904,197.7299115661078,340.3329958633416,1.523312118253591
10,12.4,13.83,1.4299999999999997,21.29155689984839,0.07740994738350744,0.009460392932373158,233.44014530359337,284.18800297828767,755.0418772873531,247.8321474503564,213.7694263179427,226.7402968835674,376.4195830214572,1.4092008879918796
11,13.84,15.0,1.1600000000000001,16.85736034127512,0.02117192704721579,0.0017135770857312667,204.99102064164845,249.55428599852905,696.9614506972587,211.4002194241954,146.58922132088,202.1495804162281,325.21824926045656,1.334421819660819
