Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,1.43,1.42,2.5779397215283426,0.031318874851970255,0.008567556436721918,104.1874319745235,126.8368737081155,245.79243395283464,104.37546711085133,112.19659530735517,63.901927079643244,146.92464851508927,2.2515680907561815
2,1.44,2.54,1.1,14.925436256263492,0.10150041483540495,0.05933175855151101,171.326794092469,208.57174932996233,546.4293715800518,213.91754158499802,227.92190380209337,129.9805414631892,240.56844044106572,1.4980343979332085
3,2.55,3.75,1.2000000000000002,7.021096439543912,0.04421728861103305,0.0073541496980108045,157.32423191078095,191.52515189138558,428.92907263673965,184.73368110446089,174.31088781396383,123.8979224950864,241.62374221229078,1.7351931866145922
4,3.76,4.89,1.13,10.10449731981054,0.066029561646288,0.005637168636202906,183.82811584680044,223.79074972653976,508.7747375959959,211.73462847952672,205.47487934888363,147.55674062062658,276.78587410537557,1.662043756945534
5,4.9,6.02,1.1199999999999992,7.874158556442683,0.05073896714418967,0.007018048988161398,183.69042717825081,223.62312873874,473.40403733453707,202.11728904711308,189.72389007650887,148.64078174994546,283.26903536560565,1.7732514941355253
6,6.03,7.17,1.1399999999999997,10.716408343058072,0.06914946290311526,0.009451838408062128,204.74027380993684,249.2490289860104,542.6671718085908,223.028715442133,212.02114542853488,168.08444833679178,310.1415680184297,1.6961988404853903
7,7.18,9.26,2.08,16.15844248917975,0.1216207598089471,0.015898666300991317,240.55007994603488,292.84357558647736,648.6968519478276,261.82170572096373,267.8726229965716,198.55945050508234,353.76761879917194,1.6409883300833539
8,9.27,10.48,1.2100000000000009,12.165778423832347,0.08886609975261442,0.004638063839132967,236.59202828183118,288.0250779083158,592.8151186535013,241.24810525307657,234.70530466933744,195.53635549408037,355.20037896291257,1.7620561702474669
9,10.49,12.71,2.2200000000000006,16.519434627773588,0.0933115654161674,0.00703824467113768,250.81240357287794,305.3368391321988,676.9406350602541,256.8158262731007,239.16118838407147,214.5095672459729,373.08066333893106,1.6181729984337359
10,12.72,13.73,1.0099999999999998,5.259855680318185,0.10627555001000524,0.014479001327984107,231.86950240800442,282.2759159749615,442.9975089360952,215.6868378625981,257.80867889216967,190.7875748053352,389.0605200224879,2.41349071911687
11,13.74,16.32,2.58,12.344254886778748,0.10360513773327386,0.028064622566566357,264.0325252633361,321.4309003205832,621.4771767809724,247.63249432860036,246.84306827622856,223.00278953228678,402.96797702587594,1.8870071571372453
12,16.33,17.32,0.990000000000002,6.830913912008976,0.1083999284789565,0.07376653328641077,253.18571275148375,308.2260850887632,501.96702764895053,224.62319103491916,252.70632654906967,212.17192422443338,415.37382531461003,2.307572731338086
13,17.33,18.92,1.5900000000000034,9.909258833972242,0.05048405510290044,0.056947012443232047,249.55262252866046,303.8031926435867,582.3464577869528,217.7773301166407,186.73519229848168,214.47250215452067,384.28121267015524,1.8997841208128368
14,18.93,19.92,0.990000000000002,8.954853656561616,0.08471375024208504,0.05485462303118698,266.7775714342369,324.77269565907113,564.1283058218206,227.0668113754974,226.62368032056852,224.9497177932584,418.0056981225198,2.1285132181242377
15,19.93,21.0,1.0700000000000003,4.75302501563495,0.08031196262181949,0.2082391832076997,246.02116927101264,299.5040321560155,449.9163632404845,201.61082990194825,221.6136846165711,207.417565057085,418.6624262292105,2.539190988687263
16,21.01,22.0,0.9899999999999984,1.9407967610354753,0.0143612420800135,0.6210612173492946,193.674429573064,235.77756643677364,327.0615677263494,140.81778588737416,122.27055317913916,160.23927654660764,336.7040561000511,2.8076359783070663
17,22.01,23.0,0.9899999999999984,6.31179141485454,0.10481102547757831,0.27440808848364934,269.2845881414805,327.82471599832365,503.1420816993119,216.42311025442578,239.55970457179876,226.8073974725949,444.888666910049,2.46213672977885
18,23.01,24.0,0.9899999999999984,13.919954154032915,0.17419355213092502,0.17562058438157033,315.76825377558225,384.4135263354923,680.7464222700986,268.02340998346733,295.15518034869524,268.33713250034447,483.3392933215182,2.0760069554172857
19,24.01,25.0,0.9899999999999984,5.273487581868377,0.07499445794695192,0.3914841819514685,260.00925862538674,316.5330105004706,476.37960115710723,201.83454688397816,212.63287673164743,220.10594690828412,434.6411977785938,2.5269784199956136
