Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,1.98,1.95,0.7526295494133451,0.006600565774136807,0.0001561948485073638,79.06569980431877,96.25389541395323,163.80803471112867,82.08001602084268,76.3021352379359,56.49152580265319,140.49561692995445,2.594938879458305
2,1.99,3.78,1.7899999999999998,4.462227613125797,0.01334088643411592,0.0031642239492209972,127.47111339440673,155.18222500188637,357.22103527583533,142.43772952029425,111.43676592134229,102.2459130133063,201.01138257983706,1.7468419177543393
3,3.79,4.79,1.0,0.5902713296368559,0.00131521215049317,0.042566382421236226,86.7131544796177,105.56384023605636,173.25237824221776,90.5809376083688,66.70145827672036,70.66437972112372,162.56593009224656,2.6024852017597206
4,4.8,5.98,1.1800000000000006,3.8898555410524525,0.017196770258755982,0.08309407091897342,144.26466903003663,175.62655360178346,360.60052797248113,155.69363250590996,136.5186889592425,122.30548094296648,244.0064772225212,1.9232660163417472
5,5.99,6.98,0.9900000000000002,4.05974958928348,0.05138987593115517,,167.21409597886776,203.56498640905647,373.4062257347645,188.12522543666378,219.92378866350123,141.9174199257431,294.97208215210907,2.1638870929165486
6,6.99,8.66,1.67,0.7161454939948966,0.006905625076669227,0.15332275521903052,110.0455863140947,133.96853986063695,197.2444868370302,113.11394571234038,107.69459518107246,98.57069569585036,235.1922127808057,2.805470407547589
7,8.67,9.66,0.9900000000000002,0.7605502393074,0.01956705001448157,0.036036794046137806,123.1716158092317,149.9480540286298,204.3778803222757,129.57615760600336,156.64579700142212,113.32082699125581,280.50678172062953,3.0461018767757766
8,9.67,11.61,1.9399999999999995,1.0658741806694165,0.015005461905595473,0.07565914131754908,133.86891607558636,162.97085435288778,236.79254722874862,131.74302662311754,139.16759780706462,121.2708881495451,282.05855165558944,2.818484142913128
9,11.62,12.61,0.9900000000000002,2.5825755902786134,0.012651673089396683,0.08651678072569012,156.0645942966755,189.9916800133443,335.9677766091301,145.44470295927786,121.60338173827671,140.85146342436224,287.03694738996904,2.2375079736072374
10,12.62,15.53,2.91,5.485971126266381,0.0208558527214388,0.11341435957901183,185.62487726833598,225.97811145710455,453.575697428666,172.686887015169,139.42369402459568,170.53663579802412,319.808226149353,1.9239625542514796
11,15.54,16.81,1.2699999999999996,9.501298114749602,0.05607123201305718,0.08268757089847363,223.7520339120185,272.3937804146313,566.7253642349217,214.26108250268393,197.7889913074131,208.3488904560456,378.39072772019824,1.8342142628287776
12,16.82,18.72,1.8999999999999986,2.3820999238185405,0.020113631766882405,0.6299377301267283,179.70233464593534,218.76805956896484,345.27112015657485,154.6984456453631,144.69813962422043,160.93285235876425,335.67655305447016,2.5209037168802264
13,18.73,19.99,1.259999999999998,22.38266992354733,0.3302913967158138,0.2124025258651557,322.135806300149,392.16532940887714,800.4222685451058,326.5355037115963,438.58689129974516,287.0857542817853,501.84903740231493,1.8501791154907425
14,20.0,20.99,0.9899999999999984,6.156256611941285,0.043790535458334286,0.5257705870067502,225.60175395779453,274.6456135138372,501.42440026015043,201.0549819631653,192.1383287142364,204.80480254595437,387.8074578239075,2.117024234392171
15,21.0,21.99,0.9899999999999984,16.630247498664886,0.039552090792313734,0.04621422509909313,239.10955501889205,291.0898930664774,721.4334375622948,230.04779780111488,176.27297169156932,237.4494806585002,390.209554570382,1.4926673776739598
16,22.0,26.45,4.449999999999999,8.774595953708939,0.02128494086017301,0.14255233213118637,226.08738286239904,275.2368139194424,572.4963537599256,194.25387430693326,144.81202797279016,212.58221438663116,369.1919448316744,1.8194390050452707
17,26.46,27.8,1.3399999999999999,11.223021841721085,0.037663436219202574,0.06629664183682674,250.63569841252874,305.1217198065568,635.5441354680502,216.85342026214374,175.153480391028,238.40841214916276,410.06397807822515,1.8074382841469474
18,27.81,28.8,0.990000000000002,14.697025921619195,0.10746452786273364,0.09433609514836909,294.35022662218665,358.33940632266217,707.0460882348397,259.6872386157732,261.68166938259213,273.59335857587615,475.9675949951106,1.9114012217426768
19,28.81,30.0,1.1900000000000013,10.768566071667966,0.2391650788137676,0.019296555280413172,316.90608873339886,385.7987167189205,630.2446395542369,271.4256668294163,358.27109888318193,282.54861490003526,532.0241762711182,2.3628159835623403
