Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.05,1.04,0.99,16.428683086508478,0.13230970444362425,0.00267037199778349,149.82539074874455,182.39612786803676,488.9834835937077,165.5517774016366,197.58239030941562,89.0502853247888,170.95530239161258,1.5445380476753883
2,1.05,2.17,1.1199999999999999,15.049504682449305,0.14608650139530513,0.0022579892544662837,177.4565326159272,216.03403970634642,536.1840673112202,227.2679397871205,280.69120707845593,126.172876285805,238.59207645337247,1.6159975321635456
3,2.18,3.99,1.81,9.770041849818092,0.035400815538397544,0.006903886940796003,155.29067014037162,189.04951147523508,485.1861152213428,179.5910829344858,150.42601002603334,126.51599923137289,233.5616369545642,1.515537836962901
4,4.0,4.99,0.9900000000000002,5.04039999802631,0.019843708712075515,0.023578832932225673,146.67418607027284,178.55987869424524,391.7242579932457,159.55412462144767,130.82442695899513,122.14746377654623,237.8823222216272,1.8013393587498587
5,5.0,6.64,1.6399999999999997,7.360906386259915,0.026985926629345996,0.038574648270915966,164.76011668915154,200.5775333607061,464.3855023307674,176.32296585674595,144.3986330738015,142.1288161410109,264.95872007985935,1.6815951483083127
6,6.65,8.39,1.7400000000000002,0.49540615083508666,0.0009666872284728542,0.2655080633602469,98.68926150898855,120.14344879355122,177.5464910948423,92.79485834272911,70.85382874534875,78.27036661361929,179.29164287235258,2.832275441746613
7,8.4,10.02,1.6199999999999992,2.7313026565887113,0.009017347074958729,0.04950329791988939,146.05063071295424,177.80076782446608,333.26005546962466,140.14034958178723,108.23835479295934,127.8889020445038,256.3085465688311,2.1259423410656835
8,10.03,11.72,1.6900000000000013,0.6501904678309515,0.0034081237411859467,0.30387013021012865,115.94464266054291,141.14999976066085,203.09647813727096,102.20067963717867,83.6072674072349,100.48439636788066,233.08148663631783,2.884803449286549
9,11.73,13.22,1.4900000000000002,7.258362139193303,0.03166382959865717,0.0894999584323817,194.34667497364902,236.59595214183346,498.5307906257934,188.03011398156147,158.52368218695577,177.8082137032344,328.2730342139611,1.8346470171949438
10,13.23,14.31,1.08,6.103712495195235,0.02595387949715043,0.06574138881282728,192.10018955477312,233.8611003275498,471.2506547816393,180.52375438215256,149.83341685423247,175.35342804661684,327.59784608096913,1.9273747820808629
11,14.32,15.31,0.9900000000000002,3.9903048142278545,0.016096549289479015,0.08827959922797796,178.66596630801712,217.506393766282,404.1903041566712,161.61204244437246,131.32342307128235,161.79073695969927,312.6432936339181,2.115038980136725
12,15.32,17.13,1.8099999999999987,6.331412167782651,0.012262332026612645,0.13173106841569704,189.25219115152754,230.3939718366421,485.9652154038833,170.68391783891502,122.53440124027239,173.36182269168546,309.83068764916436,1.8247516710140508
13,17.14,18.13,0.9899999999999984,6.370713995953851,0.0371407724566142,0.1286579878446185,212.78617207067413,259.0440355642988,491.3823535117433,193.6246983054299,174.96510979464318,194.71290617263986,365.51873135988524,2.047596347634185
14,18.14,19.13,0.9899999999999984,3.3288152737225247,0.07850692738287199,0.47480509070224886,213.48618744610388,259.8962281952572,389.5345499456828,193.84672904451045,238.43788964625122,191.62050742422164,406.5770766450245,2.673820486962197
15,19.14,20.7,1.5599999999999987,5.920909559958336,0.057007267088445335,0.04342528202120597,226.3119165688991,275.51015930126806,482.9895537043161,201.644445074861,202.4153345450074,206.51668129295294,398.32549911895154,2.229810674142947
16,20.71,21.7,0.9899999999999984,9.483050925192632,0.10728479108732386,0.05003608534444379,258.3656669407904,314.5321162757452,581.85375828589,237.6959015929713,258.26940402160704,237.01272673044525,440.8977004561613,2.086373712030698
17,21.71,22.73,1.0199999999999996,3.3274237872361665,0.05840425945998145,0.2054703801348982,218.5595781697598,266.0725299457944,393.7119805185592,184.0823804627851,208.5139521951053,196.33617422300463,409.0510869760419,2.702405079363462
18,22.74,24.0,1.2600000000000016,1.652419499141307,0.008383975639314355,0.565809426365551,175.99029113635623,214.24905007904243,309.95887175676444,129.37241818078476,106.3215888711929,153.23069166161469,320.2428768891815,2.789761231228677
