Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.06,1.86,1.8,5.337350066186913,0.04051695627882772,0.00024179923126647565,122.40805180194089,149.018497845841,335.72891714963293,129.6854695326358,129.04931816131062,79.77349015901409,166.64254978361825,1.8713285582858923
2,1.88,2.88,1.0,1.471034918075529,0.04672256619605318,0.012678634279965458,118.59442129220075,144.37581722528793,228.84513769007629,149.63354955607187,202.98288630194307,91.89206600559733,224.00628741443992,2.714380127315213
3,2.9,4.06,1.1599999999999997,1.7454830621964306,0.02143330781769546,,119.08998328136597,144.97911008166272,252.71464795293505,140.56560994793148,147.33395590291127,98.199624947105,223.29564334691153,2.406126913631495
4,4.08,5.06,0.9799999999999995,11.28611912159329,0.07715825779418346,0.014460989513349778,184.94461237418233,225.1499628903092,533.6902134022503,211.6887815135814,214.8573739294063,154.2595462686295,286.7128677001184,1.6385563569056663
5,5.08,7.86,2.7800000000000002,15.0458552008457,0.12603843875790133,0.027580108692243758,217.31399868293127,264.55617230965555,616.2976560071434,245.478108434615,270.5300708105678,184.15492800875558,333.90821681097657,1.6546346706560424
6,7.88,9.34,1.46,13.711595768322384,0.12823609051582643,0.050073961553163536,229.87218717636165,279.84440177991837,612.4891215661775,249.86656728132863,277.7906122851904,197.38097080659813,360.1105045997142,1.7640271748917333
7,9.36,10.34,0.9800000000000004,11.01835077784871,0.12955895695304423,0.06837166672415626,232.34844390892476,282.85897519347395,571.2123313160214,246.2293490704712,284.8562419062462,198.76541212243234,372.54981120141014,1.9274379445945253
8,10.36,12.16,1.8000000000000007,13.787831531760844,0.15434279446831511,0.08038357399446472,250.42768491025944,304.8684859777075,630.5224388783006,262.9217944439118,304.89987502575303,216.1452090666962,394.83408459684284,1.8669329368692749
9,12.18,15.36,3.1799999999999997,16.299018223030192,0.17966473876509484,0.10465043310767602,271.7340593369169,330.806680931899,685.6395438875792,278.7996431649552,323.63941087096424,237.05021370418072,424.1426695051708,1.8503064154924949
10,15.38,16.36,0.9799999999999986,19.82402244986914,0.22925828225423633,0.12029844863043866,295.99735158122667,360.34460192497204,749.4572790999579,301.0317071457085,360.69985788029635,258.97678254471884,454.7042522577245,1.8324154566358497
11,16.38,18.0,1.620000000000001,11.24922778130348,0.1221380149466012,0.05247567796434168,263.5662749734568,320.86329127203425,608.2383942904443,249.1010761509751,270.47749566827423,231.60556775544472,425.70796791259676,2.039007958863353
12,18.02,19.0,0.9800000000000004,16.240389307235215,0.16294605710736113,0.13430526396516967,287.96282446223546,350.56343847576534,705.4197025948948,276.4594662817339,303.45415127502895,255.30989923967215,451.5692227626607,1.8975428723604384
13,19.02,20.0,0.9800000000000004,19.697097176737966,0.21380164193536366,0.15573426183227745,307.86258070481085,374.78922868411803,763.2889403344076,298.0467492416027,342.2265979519966,272.4463332327988,474.7476575780516,1.86576049741096
