File Name,Depth,qc,fs,Measure Vs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
SCPT_154775_Raw01_result.csv,0.6,16.472,0.12,292.86,16.472,0.12,0.0032,150.67864927140846,183.43487737388855,504.4120844939949,174.02399461157052,194.73715856206465,96.14515105066802,182.2760071673408,1.4896345191302658
SCPT_154775_Raw01_result.csv,0.61,18.223,0.112,292.86,18.223,0.112,0.0013,149.06122877118244,181.4658437214395,525.1105660130452,146.507558452925,156.58227814602463,97.44372445796874,181.5411715142808,1.405943758418197
SCPT_154775_Raw01_result.csv,0.62,18.699,0.095,292.86,18.699,0.095,0.0039,144.39529899939558,175.78558139056855,531.1698324131127,142.8816793312776,143.31809710065102,96.91603071066268,178.46389922074027,1.3396975262402782
SCPT_154775_Raw01_result.csv,0.63,19.65,0.086,292.86,19.65,0.086,0.0022,141.51080774871522,172.27402682452288,542.1846351734733,141.56170921948708,135.8410144553305,97.23935626156882,176.94919693847842,1.2797536397691414
SCPT_154775_Raw01_result.csv,0.64,20.114,0.074,292.86,20.114,0.074,0.0017,137.2483928326691,167.08499997020587,547.8921541960409,138.64134610652067,126.0010635300983,96.78005502831554,174.2486013822263,1.222485660036977
SCPT_154775_Raw01_result.csv,0.65,20.258,0.039,292.86,20.258,0.039,0.0055,121.18174006909476,147.52559660585453,550.2409688190028,126.03867281145226,95.42561463661062,92.2605425402022,160.96596151440136,1.0609386369580691
SCPT_154775_Raw01_result.csv,0.66,21.082,0.041,292.86,21.082,0.041,0.0049,121.95172741986384,148.4629725111386,559.5284227358584,127.9497785315273,97.34567612222996,93.57404375381444,162.69088434086075,1.0478697418038514
SCPT_154775_Raw01_result.csv,0.67,20.355,0.0445,292.86,20.355,0.0445,0.0062,124.54503850961557,151.62004688127112,552.9040270457969,129.27346247327458,101.04454996188278,94.1302340279952,165.01660510543104,1.0865185797703008
SCPT_154775_Raw01_result.csv,0.68,20.604,0.048,292.86,20.604,0.048,0.0029,126.4289809718892,153.91354205273467,556.2846303053313,131.329403065223,104.47772790825496,95.28122791426075,167.2896654259989,1.0965599173409837
SCPT_154775_Raw01_result.csv,0.69,19.962,0.0515,292.86,19.962,0.0515,0.0004,128.8003332922642,156.80040574710426,550.3870298117041,132.6686775760101,108.25795293606544,95.79156169104462,169.412333739205,1.132346389517093
SCPT_154775_Raw01_result.csv,0.7,19.726,0.055,292.86,19.726,0.055,-0.002,130.84275716864423,159.28683481400168,548.6669015651647,134.293829275802,111.91086127826549,96.53633382022856,171.47467878148584,1.1557513560816208
SCPT_154775_Raw01_result.csv,0.71,19.652,0.081,292.86,19.652,0.081,0.0025,141.85000496745397,172.6869625690744,548.6616251238588,143.90172223163785,135.34920914460122,100.02820449782143,180.9682472430057,1.262372673507348
SCPT_154775_Raw01_result.csv,0.72,19.88,0.082,292.86,19.88,0.082,-0.0027,142.3806405570938,173.33295372167944,551.8343031318344,144.90126888196127,136.52138405305075,100.68731631926131,181.91518776611468,1.258874394387005
SCPT_154775_Raw01_result.csv,0.73,20.458,0.072,292.86,20.458,0.072,-0.003,138.56324490898936,168.68568945442183,558.6707912635675,142.49620477180326,127.93064659487185,100.40248743324752,179.52876818868404,1.2045803527956642
SCPT_154775_Raw01_result.csv,0.74,22.536,0.072,292.86,22.536,0.072,-0.0016,137.72949814928944,167.67069339913496,580.4880697246704,144.536032330026,127.21638417323535,102.19675412904157,180.2768220325935,1.145402491405971
SCPT_154775_Raw01_result.csv,0.75,20.4752,0.08,292.86,20.4752,0.08,-0.0007,142.13815291746636,173.03775137778513,560.3535836427388,146.16222031245928,135.75800030317427,102.0606140925658,183.254666125456,1.2336912008794632
SCPT_154775_Raw01_result.csv,0.76,18.4145,0.094,292.86,18.4145,0.094,0.0002,147.8278624806041,179.9643543242137,538.8097453298999,149.31630784548457,149.70807814640392,102.24372030099028,187.61795534113017,1.3460630743104782
SCPT_154775_Raw01_result.csv,0.77,16.3537,0.125,292.86,16.3537,0.125,0.0012,156.62848394660173,190.67815436977605,515.5969024551539,156.33399973923937,177.84429571421754,103.29195170605033,195.17355342201452,1.5071370261223074
SCPT_154775_Raw01_result.csv,0.78,14.293,0.139,292.86,14.293,0.139,0.0022,159.2272018565017,193.8418109557412,490.370389809651,157.87835269490247,192.082909209822,102.5718337250437,198.33507604205485,1.6238918297283602
