File Name,File Key,Layer,Start Depth,End Depth,Depth,Measured Vs,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean),Depth_vs,Subset_Region,Subset_Geology
SCPT_148998_Raw01_result_layers_stats.csv,148998,1,0.05,1.04,0.545,464.3,1,0.99,17.62811098,0.123242054,0.002463053,147.0530836,179.0211452,502.3242181,162.7304252,185.3876409,89.42995879,169.4731015,1.467744787,1,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,2,1.05,2.08,1.565,478.1,2,1.03,14.47983674,0.108620394,0.002820358,167.1836577,203.5279312,526.9765227,210.167505,233.168539,121.5414429,228.0015121,1.542541407,2,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,3,2.09,3.08,2.585,106.5,3,0.99,19.54068669,0.187939486,0.002880286,203.4756852,247.7095298,621.7922099,259.5712353,323.0850138,153.2354794,279.5082849,1.548264812,3,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,4,3.09,4.08,3.585,106.5,4,0.99,11.96240778,0.049904385,0.010178859,170.2096021,207.2116895,532.662529,196.9782312,173.3512625,140.1920927,254.8127316,1.504246412,4,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,5,4.09,6.81,5.45,212.8,5,2.72,9.71192804,0.028931356,0.032229714,169.3578092,206.1747242,512.4534672,184.0480869,145.9577921,145.7856939,263.0153222,1.55118507,5,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,6,6.82,8.51,7.665,93.2,8,1.69,0.501372089,0.002271629,0.227029424,101.4699346,123.528616,177.9988654,94.74484692,75.76917551,84.89124558,201.9390686,2.908007355,8,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,7,8.52,9.51,9.015,150.7,9,0.99,3.830792845,0.015438051,0.063247761,159.3473916,193.988129,378.3388555,156.1419974,126.1917264,139.5992511,274.1214765,2.025615006,9,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,8,9.52,12.03,10.775,112.5,11,2.51,0.520322648,0.001668722,0.327462122,109.6134261,133.4424318,188.1289411,92.33561416,70.25445432,91.44388883,211.5048013,2.95589714,11,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,9,12.04,13.03,12.535,187.7,13,0.99,1.412405623,0.007784217,0.122392663,141.8239994,172.6553036,270.6816408,125.9903204,106.2111677,125.2072165,270.5974555,2.590298003,13,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,10,13.04,14.1,13.57,196.5,14,1.06,3.399960492,0.013412329,0.05834268,169.3533924,206.1693473,376.418794,154.5374494,125.459042,151.9703343,298.2513622,2.162456006,14,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,11,14.11,15.1,14.605,278,15,0.99,10.93544679,0.038491819,0.121349125,213.08243,259.4046974,592.1504342,207.034524,169.3990644,200.3104969,351.5138726,1.663835186,15,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,12,15.11,16.96,16.035,280.3,16,1.85,7.398980453,0.014256441,0.123209295,193.5638897,235.6429962,515.008818,177.5087759,127.6519649,178.9381384,315.3797899,1.749805113,16,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,13,16.97,17.96,17.465,305.1,17,0.99,8.294741253,0.040746779,0.141166423,219.6276328,267.3727704,542.5740716,203.8388989,178.8729669,203.26825,369.7640331,1.893328044,17,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,14,17.97,19.12,18.545,239.1,19,1.15,3.074656208,0.096802317,0.129606319,214.028718,260.5567002,375.3662471,197.1959275,262.6796246,192.5025202,417.0403452,2.795777745,19,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,15,19.13,20.77,19.95,250.5,20,1.64,8.330182165,0.025726822,0.125830373,217.0201691,264.1984668,550.5605601,194.3553841,152.377937,203.1439153,360.227628,1.832596728,20,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,16,20.78,22.28,21.53,278.8,22,1.5,11.52612165,0.039421189,0.125923936,236.370283,287.7551271,627.8129196,216.1029379,175.1987778,225.2720223,389.1335599,1.732344088,22,6,1
SCPT_148998_Raw01_result_layers_stats.csv,148998,17,22.29,24,23.145,229.9,23,1.71,4.294671526,0.031610229,0.200867365,216.8356628,263.9738504,436.7828338,178.311773,166.8650766,195.7657603,382.2992138,2.376429555,23,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,1,0.05,1.04,0.545,339,1,0.99,3.398193174,0.026010788,0.001197872,104.0038308,126.6133593,267.8275974,100.2450335,98.57686367,62.00887762,136.7670207,2.048265445,1,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,2,1.05,2.81,1.93,442.1,2,1.76,6.87435685,0.054225448,0.003965744,145.9774759,177.7117097,404.0538986,173.198003,179.0647349,108.6862768,217.4335626,1.801092692,2,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,3,2.82,5.02,3.92,190.3,4,2.2,6.944183925,0.028431153,0.021010976,151.0863265,183.93118,436.219098,168.4458409,142.5347321,126.4652539,240.652974,1.660709391,4,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,4,5.03,6.26,5.645,173.4,6,1.23,3.775308808,0.016221173,0.039136356,142.2838935,173.2151748,358.9784133,150.8244151,124.4804562,122.7594066,244.9566182,1.924947659,6,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,5,6.27,7.26,6.765,152.8,7,0.99,1.591895594,0.00795478,0.04023355,123.5795486,150.4446679,263.8329455,127.0564052,106.7577868,107.4855343,232.3235045,2.32965892,7,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,6,7.27,9.53,8.4,160,8,2.26,3.325489603,0.009729451,0.039647087,146.7717635,178.6786686,355.7320389,143.4986299,108.8451595,128.9901661,253.1508841,1.996787296,8,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,7,9.54,10.53,10.035,176.2,10,0.99,6.365550246,0.022999163,0.077651743,176.8360684,215.2786919,464.0423444,174.4283851,140.7188736,159.9425964,297.7618883,1.807586077,10,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,8,10.54,11.54,11.04,177.4,11,1,3.857217405,0.021006727,0.059342334,168.3168076,204.907418,387.3817415,162.3512487,140.3023813,151.6702206,300.3568991,2.097638591,11,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,9,11.55,12.54,12.045,203.5,12,0.99,12.00211485,0.043393669,0.095977919,207.0596877,252.0726633,601.8380126,208.6185039,172.8830966,194.3421195,340.2704564,1.59593513,12,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,10,12.55,14.16,13.355,207.1,13,1.61,8.186296231,0.046993201,0.113605383,208.6279772,253.9818853,525.556024,202.4401619,183.201157,190.5180928,351.8857047,1.873011483,13,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,11,14.17,15.71,14.94,164,15,1.54,4.544429725,0.025395483,0.127033233,189.4120677,230.5886041,424.8935799,172.9134185,149.6285147,171.5951151,332.739861,2.138599577,15,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,12,15.72,17,16.36,183,16,1.28,7.130347108,0.04396806,0.140431667,214.9603414,261.6908504,508.9186105,199.3319347,180.9415047,196.538041,366.8929124,1.999311733,16,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,13,17.01,18.82,17.915,197.8,18,1.81,3.498310208,0.025589888,0.190818689,192.2380201,234.028894,393.5580443,166.8075622,151.4221849,173.9183523,348.0565128,2.362454435,18,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,14,18.83,19.82,19.325,188.2,19,0.99,1.617069149,0.010838428,0.58525462,168.0509628,204.5837808,301.9523319,133.4506424,115.7097648,148.0146471,315.5193083,2.748536912,19,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,15,19.83,20.82,20.325,198.6,20,0.99,3.158312627,0.025002232,0.179484284,195.84408,238.41888,384.1672203,163.546454,149.6329444,177.1707052,358.0252126,2.471546166,20,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,16,20.83,22.41,21.62,348.3,22,1.58,11.2394121,0.027472801,0.055654438,227.0274464,276.381239,621.4241366,207.5799941,157.8247983,218.0803362,371.6091157,1.682340792,22,6,1
SCPT_148999_Raw01_result_layers_stats.csv,148999,17,22.42,24,23.21,259.3,23,1.58,17.39393892,0.037212637,0.055208511,245.1514088,298.4451933,739.5195097,234.2414871,178.806252,242.9050293,394.841485,1.500249627,23,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,1,0.02,1.01,0.515,213.58,1.25,0.99,7.888009988,0.060700037,0.000758816,131.4603909,160.0387368,365.5636657,138.4443791,174.0790075,72.89780352,149.5363999,1.865813617,1.25,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,2,1.02,2.16,1.59,294.68,1.75,1.14,8.959585065,0.095956931,0.003473882,158.1134052,192.4858846,439.2309629,195.1990481,229.1513341,112.6435776,224.25134,1.795651305,1.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,3,2.17,3.51,2.84,234.63,2.75,1.34,7.237544163,0.072831927,0.003521923,164.0682197,199.735224,429.3297872,201.7298344,226.2571571,125.9034777,250.9918733,1.860559353,2.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,4,3.52,4.8,4.16,216.4,4.25,1.28,5.805941544,0.055007067,0.014136922,165.0426924,200.9215385,410.153942,191.5655861,203.3615221,132.706113,266.4734888,1.939990251,4.25,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,5,4.81,6.05,5.43,183.88,5.25,1.24,9.687529841,0.096376632,0.026085572,196.4598677,239.1685346,512.1730591,223.7945213,248.4575038,161.2533978,307.9178375,1.821260789,5.25,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,6,6.06,7.38,6.72,174.62,6.75,1.32,5.682067972,0.055888983,0.037808983,180.2000102,219.3739255,426.8193279,194.8504191,202.5995071,151.4627572,301.606075,2.028359967,6.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,7,7.39,8.38,7.885,192.05,7.75,0.99,7.885823102,0.089155298,0.052468325,204.7162732,249.2198109,491.4968101,220.5613603,245.9848823,172.6059965,334.6051844,1.985540828,7.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,8,8.39,9.4,8.895,175,8.75,1.01,6.535435191,0.063857335,0.061453826,196.9783276,239.7997031,463.0686853,204.9946426,212.9892229,168.9842446,329.8707903,2.031614859,8.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,9,9.41,10.83,10.12,191.41,10.25,1.42,4.89505118,0.047979756,0.069980736,189.5850622,230.7992061,420.1855019,190.108255,192.439655,164.0628583,327.6578884,2.169996701,10.25,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,10,10.84,12.23,11.535,199.88,11.75,1.39,8.744938576,0.110594254,0.046358225,229.7045769,279.6403545,530.862847,234.6132479,267.9267235,198.2564432,379.1725862,2.053273015,11.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,11,12.24,13.23,12.735,236.31,12.75,0.99,12.16931967,0.157506856,0.063618938,255.5888106,311.1515955,608.2641391,261.5159914,310.9470569,220.1054031,408.10898,1.976321656,12.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,12,13.24,14.38,13.81,213.02,13.75,1.14,3.215532303,0.046688968,0.069825679,192.123636,233.8896438,370.4998406,178.8123879,192.9294757,168.0141911,352.1668902,2.527866875,13.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,13,14.39,17.23,15.81,218.32,15.75,2.84,4.4706914,0.064596152,0.095870503,214.8282363,261.5300268,424.3843938,195.9074474,213.2126199,187.8702962,380.9605645,2.44395502,15.75,6,1
SCPT_154032_Raw01_result_layers_stats.csv,154032,14,17.24,19,18.12,215.1,18.25,1.76,5.006334161,0.090358693,0.092504775,233.2563168,283.9642117,449.2514831,208.5175489,241.991567,203.9924662,412.3657657,2.502740486,18.25,6,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,1,0.5,1.49,0.995,193,5.2,0.99,11.32244119,0.06030549,0.000702475,139.745618,170.1251002,457.4664502,159.4451915,153.1153101,97.77540663,186.7372448,1.515555785,5.2,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,2,1.5,2.49,1.995,193,5.2,0.99,20.36257505,0.107409997,0.006394598,172.5588973,210.071701,615.3988079,212.0716435,216.858385,136.7609752,243.217021,1.34107723,5.2,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,3,2.5,4.24,3.37,193,5.2,1.74,24.06743981,0.11837568,0.014203717,193.0790729,235.0527844,690.9062397,232.6643197,232.9007811,163.3506161,281.5376699,1.313970655,5.2,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,4,4.25,5.53,4.89,193,5.2,1.28,18.58259559,0.08273634,0.009691327,194.0289622,236.2091713,649.9360738,222.4740806,206.30255,169.8297953,295.3429027,1.403127604,5.2,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,5,5.54,6.53,6.035,193,5.2,0.99,26.3570715,0.120114892,0.005974845,216.3463333,263.3781449,758.4437498,252.6657823,243.8074284,195.3994968,327.9498132,1.320445227,5.2,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,6,6.54,9.39,7.965,193,5.2,2.85,17.72228757,0.079243752,0.01078809,212.1096,258.2203826,669.6884216,232.9694789,211.9182042,192.3505585,331.9465764,1.478368542,5.2,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,7,9.4,11.35,10.375,224,11.21,1.95,12.38449317,0.076816975,0.02744477,219.3008471,266.9749442,599.7976275,228.4265148,219.2904367,196.3133868,352.8886213,1.726542759,11.21,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,8,11.36,19.25,15.305,186,16.31,7.89,1.196652011,0.008520817,0.564983889,149.589426,182.1088664,266.8150846,124.6480051,107.7597977,129.8227031,286.8610566,2.834626792,16.31,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,9,19.26,20.25,19.755,209,19.7,0.99,5.874922099,0.110975237,0.043899124,243.8418834,296.8509885,480.9022808,222.0693308,270.7011334,217.5170055,433.4353403,2.453617461,19.7,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,10,20.26,21.4,20.83,209,19.7,1.14,11.18604483,0.351182532,0.0114,308.2567995,375.2691472,617.6372355,296.2172215,458.6505945,266.4935853,512.6886092,2.385682434,19.7,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,11,21.41,22.4,21.905,209,19.7,0.99,3.527619179,0.070534725,0.457840321,224.1571186,272.886927,401.9501257,190.1889993,223.1882241,200.3240884,417.8798299,2.736911151,19.7,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,12,22.41,23.93,23.17,209,19.7,1.52,13.50542879,0.410542362,0.0158,332.5428386,404.8347601,670.8884733,311.6518279,482.1676807,285.7243392,538.2305843,2.354600148,19.7,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,13,23.94,24.93,24.435,299,26.7,0.99,3.654382006,0.08480635,0.292998289,236.4736002,287.8809046,411.6073032,194.6139134,235.308756,210.756798,440.1287335,2.817587249,26.7,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,14,24.94,26.85,25.895,299,26.7,1.91,6.998186259,0.203348462,0.048363111,288.5823298,351.3176189,527.7452131,246.2335461,338.737725,252.8867566,502.8082697,2.638987341,26.7,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,15,26.86,27.85,27.355,299,26.7,0.99,4.348997942,0.136398392,0.00514886,260.6866928,317.357713,442.4112045,212.8601784,281.9150548,231.9661002,482.3621365,2.879425281,26.7,3,1
SCPT_154771_Raw01_result_layers_stats.csv,154771,16,27.86,30,28.93,235,29.2,2.14,4.985819867,0.096326171,0.155339275,262.7386544,319.8557531,470.4184146,206.5288286,240.0885072,233.4370237,468.0644133,2.706768687,29.2,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,1,0.6,1.59,1.095,292.86,1.7,0.99,12.72880614,0.08337595,0.001608366,151.3576153,184.2614447,483.3625985,155.359595,166.3215063,105.1534589,200.1513798,1.550267157,1.7,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,2,1.6,2.59,2.095,292.86,1.7,0.99,4.834472219,0.0293529,,132.4957695,161.2991977,357.0476062,133.3003784,123.5982123,101.2283357,205.8812593,1.858641694,1.7,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,3,2.6,3.59,3.095,193.19,4.21,0.99,17.27028096,0.095262461,0.000922182,178.184538,216.9203071,603.9161696,204.9422795,209.8451886,149.6627882,267.6893361,1.430911454,4.21,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,4,3.6,6.65,5.125,193.19,4.21,3.05,29.14133005,0.12611561,,209.5109858,255.0568523,774.5032739,246.7854017,246.0370547,189.5747724,315.9416276,1.269131475,4.21,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,5,6.66,9.09,7.875,252.65,11.21,2.43,23.48417187,0.12285676,0.013190046,226.7144312,276.0001772,744.9706864,255.0164227,252.6390709,207.1575587,351.2643336,1.425919546,11.21,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,6,9.1,10.98,10.04,252.65,11.21,1.88,26.80960945,0.121890567,0.012997146,238.7845328,290.6942138,802.8359255,267.4926028,254.6550942,225.9073725,373.7499831,1.376559794,11.21,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,7,10.99,13.9,12.445,252.65,11.21,2.91,16.63151354,0.071667683,0.021156947,228.7812794,278.5163401,683.3311279,237.0037056,209.4360301,214.1678749,366.9165603,1.568615655,11.21,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,8,13.91,15.63,14.77,252.65,11.21,1.72,19.84896581,0.097285176,0.013950166,250.7846126,305.3030067,743.6134379,258.4919595,238.8392994,236.4387445,399.3921051,1.567903336,11.21,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,9,15.64,16.63,16.135,241.36,18.71,0.99,15.7099273,0.066707634,0.01131981,241.1994735,293.6341417,686.0200881,238.5221835,206.836333,227.0983195,388.2417399,1.642591277,18.71,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,10,16.64,18.5,17.57,241.36,18.71,1.86,9.044543335,0.057133599,0.064712687,233.3950526,284.1331075,560.4666706,215.3602138,198.1677264,212.0064232,387.1758628,1.988519137,18.71,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,11,18.51,20.94,19.725,241.36,18.71,2.43,1.95673413,0.018757349,0.439971265,183.3419343,223.1988765,324.8650196,145.8327066,136.174076,160.1066241,341.0346835,2.831239146,18.71,3,1
SCPT_154775_Raw01_result_layers_stats.csv,154775,12,20.95,30,25.475,214.89,24.71,9.05,1.616899551,0.01845654,0.916332,191.0445312,232.5759511,316.833726,140.4007556,133.1500443,166.8076627,362.1310846,3.032657179,24.71,3,1
SCPT_156296_Raw01_result_layers_stats.csv,156296,1,2.02,4.04,3.03,151.3,3,2.02,0.147157954,0.000573477,0.0003,60.50324782,73.65612778,97.30539704,45.1888767,35.62210333,48.70772794,131.4984363,3.407480553,3,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,2,4.05,5.6,4.825,198.1,5,1.55,6.962548372,0.02564533,0.003621598,149.0256374,181.4225151,446.0281358,143.4680407,120.3470001,133.2313334,250.8475059,1.619962259,5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,3,5.61,6.97,6.29,234.1,6.5,1.36,12.05949577,0.061830686,0.012622575,181.0787931,220.4437481,564.9732663,191.214548,181.528005,167.103116,302.1751739,1.547292317,6.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,4,6.98,7.97,7.475,247.7,7.5,0.99,3.878759594,0.027086181,0.016061943,150.3265018,183.0061761,372.8142765,156.1787766,148.157471,139.0853634,281.2644794,1.999177942,7.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,5,7.98,10.24,9.11,207.4,9,2.26,9.453365205,0.026159174,0.02744086,174.9452287,212.9768002,534.0883845,175.5712942,137.2390122,166.4935335,296.1711731,1.56799051,9,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,6,10.25,11.24,10.745,174.3,10.5,0.99,7.64938795,0.031205747,0.056021702,182.4368276,222.0970075,500.9701711,180.6713704,152.3054549,171.6774785,315.6491605,1.754856527,10.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,7,11.25,12.24,11.745,225,11.5,0.99,2.607125128,0.047844399,0.06978489,168.5758937,205.2228271,336.6954713,173.9142018,206.8356321,156.1542363,338.5766537,2.515926063,11.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,8,12.25,13.24,12.745,195.5,12.5,0.99,11.73052578,0.079553618,0.042226664,221.1330434,269.2054442,599.7035853,224.9417464,224.9691864,206.9225439,373.4059903,1.754464856,12.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,9,13.25,14.24,13.745,243.7,13.5,0.99,9.867142015,0.056085277,0.046190568,212.9202317,259.2072386,565.6642507,209.7313675,194.4910525,200.2227588,363.2398642,1.794890639,13.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,10,14.25,15.24,14.745,260.7,14.5,0.99,3.822453812,0.046045339,0.130972079,189.6883486,230.9249461,400.47235,181.7641329,192.0565896,175.2183642,357.8732946,2.334125204,14.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,11,15.25,16.97,16.11,182.1,16,1.72,12.28438488,0.047539501,0.078786668,221.0829877,269.1445068,624.8581752,214.6742288,181.4976586,213.0074276,370.6639959,1.662846332,16,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,12,16.98,17.97,17.475,175.2,17.5,0.99,4.438974811,0.040217413,0.129598371,201.4818617,245.2822664,428.8590763,183.1138138,179.9388092,185.5959108,367.485356,2.295926023,17.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,13,17.98,18.98,18.48,229.1,18.5,1,7.660174718,0.089604551,0.163250288,237.0389548,288.5691623,530.6969127,222.9648715,243.6433705,217.9313486,415.3057567,2.14948759,18.5,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,14,18.99,21.45,20.22,179.1,20,2.46,12.08260103,0.068447198,0.071544922,245.7620449,299.1885764,635.0844358,230.7816921,213.6526906,233.3003857,411.58375,1.820264691,20,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,15,21.46,22.45,21.955,314.3,22,0.99,13.3699895,0.083773535,0.104904435,258.8041688,315.0659446,665.7353968,241.7077333,229.5025264,246.339709,431.8127652,1.822127158,22,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,16,22.46,23.45,22.955,246,23,0.99,4.087421805,0.030714463,0.449130303,212.3847854,258.5553909,432.5168988,176.1446733,161.8938502,193.4774472,379.9551439,2.38968294,23,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,17,23.46,27,25.23,344.1,25,3.54,2.650857068,0.014998699,0.947046025,199.1125012,242.3978275,374.4815905,152.631517,132.7227672,176.1014579,353.8669975,2.61481537,25,7,2
SCPT_156296_Raw01_result_layers_stats.csv,156296,18,27.01,28,27.505,407.3,26,0.99,8.214615389,0.115599609,0.280651371,273.716305,333.2198495,569.796265,234.9931708,265.8640134,251.1270829,474.9819696,2.295019992,26,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,1,2.05,3.04,2.545,190.3,2.5,0.99,0.361618816,0.001051961,0.00048274,71.97126875,87.61719673,135.2075313,56.5922258,42.93225914,55.85054093,137.7446304,2.84904921,2.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,2,3.05,4.04,3.545,167.7,3.5,0.99,0.938384674,0.001797784,,91.30875291,111.1584818,201.1959871,74.10749267,52.14456897,73.51475777,161.8667696,2.338102881,3.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,3,4.05,5.57,4.81,203.5,5,1.52,6.384304456,0.020595161,0.001585644,144.2824336,175.64818,431.3728118,137.9792896,110.87792,129.0981871,243.4574223,1.618744488,5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,4,5.58,7.74,6.66,212.2,6.5,2.16,9.374336624,0.035256996,0.012516884,167.3503806,203.7308981,515.9475698,172.3680647,146.8604084,156.1658625,284.2778649,1.572319744,6.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,5,7.75,8.74,8.245,224.5,8,0.99,6.757142625,0.019709744,0.020785897,160.9047884,195.8840903,465.2601992,160.5814837,125.5674674,150.7957693,277.8032699,1.680500463,8,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,6,8.75,9.74,9.245,176,9,0.99,11.00084749,0.032259143,0.024481746,181.3117569,220.7273562,566.8264926,183.4684943,146.0780359,173.9660855,305.9933721,1.522763077,9,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,7,9.75,10.77,10.26,245.3,10.5,1.02,9.061429829,0.024998269,0.036962162,178.2127591,216.9546632,531.903843,177.3501518,138.0748557,170.5017777,303.4907198,1.600960826,10.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,8,10.78,12.07,11.425,227,11.5,1.29,3.50223987,0.045836387,0.031618266,174.3831172,212.2924905,374.1916186,177.2071893,195.1939629,161.1027402,335.0607504,2.318997253,11.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,9,12.08,13.14,12.61,225.5,12.5,1.06,12.4286824,0.062644691,0.02927105,213.8561356,260.3465999,612.4337512,216.9439189,199.7233328,203.9477824,361.1614555,1.652548241,12.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,10,13.15,14.8,13.975,165.4,14,1.65,8.232520373,0.038253697,0.06731308,202.1514469,246.0974136,528.8412909,195.1084253,170.9615974,189.8249067,346.5704975,1.830093766,14,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,11,14.81,15.8,15.305,206.1,15.5,0.99,2.589280591,0.038296202,0.290322814,178.3786206,217.1565816,349.0941378,168.4376219,181.8766006,164.8464979,351.6987352,2.547380114,15.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,12,15.81,16.8,16.305,184.4,16.5,0.99,11.81605247,0.052924482,0.070589458,223.2248539,271.751996,616.3395724,216.5706429,189.3690766,214.4487933,376.9392401,1.706209342,16.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,13,16.81,17.8,17.305,192.6,17.5,0.99,8.581450574,0.076581973,0.048885083,230.6854102,280.8344124,548.9686664,220.168594,225.8918087,214.6979872,400.5407269,2.012309205,17.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,14,17.81,18.8,18.305,226.2,18.5,0.99,13.81876237,0.078788613,0.097205264,244.44521,297.585473,661.9590859,237.3285162,222.8304856,234.1160661,409.2191549,1.731338125,18.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,15,18.81,19.8,19.305,196.4,19.5,0.99,5.494686581,0.043105459,0.137586619,210.8534874,256.691202,470.467885,192.6386472,186.8602844,197.8966715,380.8787159,2.165266725,19.5,7,2
SCPT_156298_Raw01_result_layers_stats.csv,156298,16,19.81,21.09,20.45,252.9,20.5,1.28,13.00147954,0.049478337,0.119936319,237.3936803,289.0010021,653.9550456,223.1740949,186.8436522,230.2618313,395.9719759,1.695350105,20.5,7,2
