File Name,Depth,qc,fs,Measure Vs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
SCPT_229870_raw_result.csv,0.01,0.252,0.0082,204.0,0.252,0.0082,0.0014,36.20018275891974,44.069787706510986,68.15670968350265,23.101241850827098,26.534559700528323,13.504112603070054,44.25128842915546,3.3246336095617344
SCPT_229870_raw_result.csv,0.02,0.538,0.0083,204.0,0.538,0.0083,0.0024,46.64199224024032,56.781555770727344,97.51896138391945,30.300523625027942,30.33895078107438,18.2818563089113,53.11391144523559,2.87668689364528
SCPT_229870_raw_result.csv,0.03,0.856,0.0099,204.0,0.856,0.0099,0.0014,54.46898718114335,66.31007135095712,121.1856380866361,36.50484262859311,35.08261361746099,22.20094572435541,60.42328240907877,2.639980670652718
SCPT_229870_raw_result.csv,0.04,1.017,0.0111,204.0,1.017,0.0111,0.0007,58.79996904821319,71.58257101521606,133.1595872412867,40.79745596065294,39.08160412520841,24.88894712408303,66.04304602616085,2.562563365624384
SCPT_229870_raw_result.csv,0.05,1.394,0.0109,204.0,1.394,0.0109,0.0,63.827691673497455,77.70327681990996,153.54997932868267,44.86287129901791,40.43365337954855,27.670163348245165,69.87666282938093,2.372954505004739
SCPT_229870_raw_result.csv,0.06,1.491,0.0121,204.0,1.491,0.0121,0.0,66.58077684504686,81.05485876788313,160.4164074028293,48.08061690468805,43.89327711437875,29.64802969855854,74.21263542724273,2.354938187700213
SCPT_229870_raw_result.csv,0.07,1.516,0.0126,204.0,1.516,0.0126,0.0,68.2791641399464,83.12246069210866,163.92121074444682,50.40348362229669,46.32761510438485,31.124796339033157,77.58091626197837,2.353662716186077
SCPT_229870_raw_result.csv,0.08,1.565,0.0132,204.0,1.565,0.0132,0.0,70.05409170945158,85.28324208107149,168.13330098255454,52.703420405488245,48.71314335584323,32.5757588164515,80.75241871849585,2.344750093916779
SCPT_229870_raw_result.csv,0.09,1.531,0.0137,204.0,1.531,0.0137,0.0,71.04659181300494,86.49150307670166,168.68399716756076,54.44763972872204,50.99333031851106,33.65747060484483,83.58447143338142,2.365769525225826
SCPT_229870_raw_result.csv,0.1,1.54,0.0137,204.0,1.54,0.0137,0.0,72.05279562563904,87.71644684860405,170.8347701427613,55.97913052997571,52.372441929332346,34.687149641365075,85.84620132189008,2.3623564643026658
