File Name,Depth,qc,fs,Measure Vs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
SDMT_156437_raw_result.csv,0.03,0.3546,0.0009,259.0,0.3546,0.0009,-0.0012,40.06168461740423,48.77074649075298,86.51110259519398,24.83959448242537,17.676368022998275,16.02588556977935,43.95325327960925,2.762311028719333
SDMT_156437_raw_result.csv,0.04,0.428,0.0019,259.0,0.428,0.0019,-0.0011,44.53319471509098,54.21432400098032,95.64841534923669,29.08853398769275,22.4092608359744,18.978197077420933,52.16648625750051,2.7495235920494534
SDMT_156437_raw_result.csv,0.05,0.343,0.0037,259.0,0.343,0.0037,0.0002,45.17604305562548,54.996921980761456,89.87566467404993,31.90028407543061,28.743690867814028,20.671623222943484,60.09337103142171,2.981515490774834
SDMT_156437_raw_result.csv,0.06,0.0649,0.0075,259.0,0.0649,0.0075,-0.0006,32.17853220333319,39.17386529101432,48.41346111208388,29.82421896779682,43.49433911608767,18.144173572313804,68.13975955741064,4.126923520825732
SDMT_156437_raw_result.csv,0.07,0.0555,0.0112,259.0,0.0555,0.0112,-0.0009,32.161581384614486,39.1532295117046,46.28241752331031,32.43541820501694,54.7707193746328,19.14336868587389,74.55481047928541,4.3246770208419925
SDMT_156437_raw_result.csv,0.08,0.051,0.0114,259.0,0.051,0.0114,-0.001,32.00929834962096,38.96784146910378,45.39644593333934,33.32184706086719,57.58200027530838,19.65576935566556,77.24585278453272,4.383645907690694
SDMT_156437_raw_result.csv,0.09,0.0502,0.0115,259.0,0.0502,0.0115,-0.001,32.370651008207545,39.407749053470056,45.65129262537647,34.31994526626771,59.68843547380584,20.278531263375324,79.66343651718614,4.397556099145237
SDMT_156437_raw_result.csv,0.1,0.0504,0.0102,259.0,0.0504,0.0102,-0.0011,32.63223261734257,39.726196229808345,46.193665636749344,34.58058545321098,58.05439578655741,20.686243595678704,80.55189536445998,4.366596350703478
SDMT_156437_raw_result.csv,0.11,0.0506,0.009,259.0,0.0506,0.009,-0.0011,32.850320670083896,39.99169472879779,46.70249314060404,34.72721625566101,56.21518116919884,21.03414154994708,81.1884676857371,4.334500012520807
SDMT_156437_raw_result.csv,0.12,0.0514,0.009,259.0,0.0514,0.009,-0.0012,33.353892698609286,40.60473893743739,47.38410359342082,35.54960574512948,57.399461348279154,21.59787517459129,83.00519304915645,4.326657975099126
SDMT_156437_raw_result.csv,0.13,0.0533,0.0047,259.0,0.0533,0.0047,-0.0012,32.90346608882109,40.05639349943437,48.4308785874701,32.99740002496174,44.25087432801293,21.03424437651162,77.86421802477857,4.150438376317588
SDMT_156437_raw_result.csv,0.14,0.0533,0.0025,259.0,0.0533,0.0025,-0.0012,32.21496764356487,39.21822147912245,48.78750753162393,30.79192033185512,35.26166925629473,20.37601049976427,73.08699918099299,4.014651596135989
SDMT_156437_raw_result.csv,0.15,0.0572,0.0014,259.0,0.0572,0.0014,-0.0011,32.242653762805176,39.251926319936736,50.47709871942669,29.42743653072714,29.219237347116916,19.9970000704076,69.01003047658637,3.859953644323087
SDMT_156437_raw_result.csv,0.16,0.061,0.0009,259.0,0.061,0.0009,-0.0011,32.44628021170751,39.49981938816567,52.0688323185993,28.73911806777508,25.85968117319183,19.808555321738005,66.26208206666799,3.746516339042958
SDMT_156437_raw_result.csv,0.17,0.061,0.0006,259.0,0.061,0.0006,-0.0011,32.203858050014865,39.20469675653984,52.38228068427188,28.028938420718024,23.47490950833058,19.47855218355707,63.83140970456067,3.685331296595344
SDMT_156437_raw_result.csv,0.18,0.0572,0.0005,259.0,0.0572,0.0005,-0.0009,31.7211866091584,38.61709674158414,51.409562645661694,27.67492938354949,22.710665618366,19.313594901629987,63.2141831492356,3.6976533746245943
SDMT_156437_raw_result.csv,0.19,0.0572,0.0005,259.0,0.0572,0.0005,-0.0009,31.94572713193948,38.890450421491536,51.68547807462825,28.03531751591056,23.014373925182863,19.606084162073763,64.08483162925076,3.699069844761169
