Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.08,1.08,1.0,0.7680029636894878,0.00971183421657372,0.02901450319769547,75.7362965626469,92.20070885887444,153.92500742609033,69.81741210915061,69.47744044010678,47.35131041275111,121.88589094189207,2.7046440775131546
2,1.09,2.08,0.99,15.076444779909243,0.11777573977504406,0.02450850253848571,166.94130920575012,203.23289816352215,535.8524861007411,182.30342260696582,207.06259923951575,123.57585813955299,231.3366950761322,1.5222877457405604
3,2.09,3.67,1.58,1.949563897118753,0.00590811750144501,0.005666255504605873,107.29894106651389,130.62479782010368,260.06740932287386,104.08264289894551,79.78320913644485,84.86734026778649,179.80075636002334,2.096848108791976
4,3.68,5.43,1.7499999999999996,3.4984220025433017,0.014020234924850538,0.011928521344611013,131.27553850307626,159.8136990472233,340.8050892384344,134.71949952847464,110.90477774496907,112.87981663616834,227.28400979204605,1.9088222388408573
5,5.44,6.93,1.4899999999999993,4.945191893931828,0.02878498213573247,0.021327854277668586,153.81166584685957,187.24898450922058,400.932350044984,163.09158965421824,148.96946436495037,137.27334751237115,270.5993640861465,1.891392311986299
6,6.94,8.0,1.0599999999999996,0.8232346740100378,0.009955260476135945,0.043501341570589436,111.49539094732116,135.73351941412992,206.55594318243274,117.83532141972654,118.82979373843315,102.36968316400015,244.0829897371636,2.7938366860614723
7,8.01,9.0,0.9900000000000002,1.884257230061092,0.016110236074545255,0.1513384544553545,136.78743973288158,166.5238396748124,289.1071660562738,140.34061981054677,132.40478293993036,124.45355827185088,270.1862800980371,2.389785884524868
8,9.01,10.65,1.6400000000000006,4.907600560682992,0.04338876494407953,0.036551369825275785,177.7390644898065,216.377991552808,418.5602907165766,181.97123199902381,183.54295602243116,161.43330977792317,321.009597279664,2.0826769609186604
9,10.66,12.0,1.3399999999999999,3.6704857474191677,0.03812634610962759,,174.80435473793116,212.8053014200904,379.79646239896397,174.51229491347954,179.1228993703041,159.361762855259,326.5525557208326,2.273918080013556
10,12.01,15.73,3.7200000000000006,0.7817716003078106,0.007866733526995334,0.4528300008586169,130.18119727152774,158.48145754794672,222.77005959374787,114.48923798097333,107.12206042528763,118.27793052710808,276.5885897037053,2.9979713390250846
11,15.74,17.15,1.4099999999999984,1.3311532799946704,0.01295022196560291,0.6095416902889795,152.7972635801542,186.01406001062242,277.30167482762204,132.62779898781412,124.01145968596427,139.6514868299314,309.5262592844838,2.775001573262773
12,17.16,18.15,0.9899999999999984,1.9022852490231217,0.014075186914637439,0.3740266010884993,167.01173772641164,203.31863723215298,317.2196536792983,141.62473387026645,131.54960016615166,150.99699226425597,319.42454223996464,2.619993237318065
13,18.16,19.73,1.5700000000000003,0.6816383275227169,0.00824799984536774,0.3181732232787325,141.14655710298314,171.83059125580561,219.07302719509124,109.91429675461546,108.69518055730359,127.06180821597823,301.04239214006896,3.3062502920897554
14,19.74,21.0,1.2600000000000016,2.310365432198082,0.04413016525455832,0.14231530771364187,191.99795035618413,233.73663521622402,339.6249881922024,168.12673109552426,194.07643008298544,177.6563924083527,384.7897942911331,2.813684927151058
15,21.01,26.98,5.969999999999999,1.1650341030717122,0.02431752944697246,0.5967547530881179,174.83892824181333,212.84739090307716,275.0380197167509,138.3899375691724,154.758172600432,160.23653934618164,369.0668654195633,3.2088510186088395
16,26.99,30.0,3.0100000000000016,2.062542339000398,0.04697430561064414,0.194336005295153,208.21956872867304,253.48469236534117,337.7956026193428,163.39915761234155,191.54835850404857,192.85254837844965,421.92298852542615,3.0640314199698584
