Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,1.39,1.3599999999999999,5.287785511201216,0.03501797933368345,0.00017682539598338454,116.77017687830202,142.15499793880252,324.12284266017076,118.26107534463145,117.08694448750171,72.0241488113998,150.81600821425658,1.863399535448305
2,1.4,3.42,2.02,0.5021756992004943,0.013320925132383884,0.019882108798912588,87.52501791159956,106.55219571846906,153.49722230299946,104.9945065067222,125.41827943833549,70.71330658863803,188.25587473869228,3.0626688830120883
3,3.43,5.88,2.4499999999999997,0.9071925646042744,0.003171099363201998,0.020912336122059665,99.56914176767023,121.2146073693377,204.39743470710235,105.83380256127114,87.28471655554294,82.59364204519602,186.38938556102553,2.5091670416669536
4,5.89,7.21,1.3200000000000003,2.0699694273600935,0.0029420055402621915,0.02481201315810603,122.63045615297543,149.28925096883955,289.7532243364467,123.5118782690492,92.08487880957605,101.95233942916171,203.03670597298992,2.07149250024769
5,7.22,8.34,1.12,4.499292865616215,0.007820312101978928,0.048103659009561386,146.92421094000494,178.8642567965278,395.7779168548444,145.3235284072178,105.07613426079844,129.59678848712446,242.00997435369504,1.7674496150732861
6,8.35,10.13,1.7800000000000011,14.93784186025278,0.1260770922972137,0.0032412155662070925,227.80082769903152,277.3227467640387,636.7596884273174,246.0687354267081,272.36018632606374,203.4864838835755,365.9947915226813,1.6693401614429908
7,10.14,11.86,1.7199999999999989,11.84365382711764,0.09194892928669453,0.01654352128283725,222.6682078737546,271.07434002022285,593.0502410524228,230.98866872327486,238.59560365103928,201.25961980771922,366.5418098170975,1.7590115781416837
8,11.87,12.86,0.9900000000000002,7.570994240692813,0.059130118106362047,0.02457834741702066,208.16216164929918,253.4148054861032,505.827844690105,206.5394268348764,204.7250004824377,187.96328174625054,355.3822897088445,1.9518787089758836
9,12.87,13.86,0.9900000000000002,13.024645830665152,0.10963498825746039,0.08296611721537264,240.57831991862287,292.87795468354125,627.3045255985037,244.88429445840632,258.71490451014444,218.60047284350074,394.31829287445606,1.7909252573218477
10,13.87,15.07,1.200000000000001,8.136320900978447,0.08845223408472454,0.12924022983064842,226.8275173267285,276.137847180365,529.7669629856392,223.8846721974119,242.25412776395567,205.14992148239205,389.8841486914712,2.029977678013516
11,15.08,16.97,1.8899999999999988,2.412792607986821,0.034340224510554275,0.8991557421081918,183.61342512643438,223.52938711044172,345.66709569585913,165.7908549811892,173.606828753717,163.77040610583538,350.5857740372239,2.603273765264762
12,16.98,17.97,0.9899999999999984,3.3678861528399584,0.019051160590918995,0.26645952252257143,184.4414258904034,224.53738804049115,389.9358130331499,161.11080433119315,138.46660212237165,167.63560638407588,332.7886765590617,2.2785378970049153
13,17.98,18.97,0.9899999999999984,1.8072404444542827,0.011861641568495687,0.8479653760027936,169.94858899773186,206.89393443202147,315.8826494052667,139.1543477992114,120.7051759776017,149.6503966349544,315.8878685338659,2.6396296553028007
14,18.98,21.14,2.16,2.7551411227057776,0.014717794587324686,0.6272415560667192,184.69187949043715,224.84228807531488,368.0252816933831,151.19581592556568,125.77845694410338,165.62220590549916,332.71507678351026,2.4289369428369367
15,21.15,22.34,1.1900000000000013,12.356148900181173,0.057317034169339254,0.06167692534806532,248.05504131435893,301.9800502957414,645.1160218499809,227.85594286334108,198.31381001684227,235.3732673811448,409.7835868546438,1.7755054356685247
16,22.35,24.0,1.6499999999999986,3.141670165277756,0.028146709985355487,0.12812870785868583,205.42129373769228,250.07809672414723,386.6710483645173,164.6534636729047,155.5164264310707,185.42193578230817,375.82947228465036,2.5768996625335046
