Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,1.04,1.01,2.277876700096592,0.04128033047167486,0.0015570806642250358,101.41692177365535,123.46407868097177,228.7447463556802,81.84537921554289,97.6026041646316,59.98665554966114,142.98229202853813,2.385488053081591
2,1.05,2.41,1.36,3.389907913049038,0.03091170073197031,0.00537669507594921,123.81756589767771,150.73442804934683,305.4561527521749,118.00027458310376,119.10440113859175,91.13952184742838,196.06846999877888,2.069852629710943
3,2.42,3.41,0.9900000000000002,2.1682098461098938,0.02507894363459859,0.010967889317789326,121.96873838877018,148.48368151676374,271.8592770791494,122.96863279468174,127.79245298582828,97.70827214271945,218.25646037297363,2.293720958416153
4,3.42,4.49,1.0700000000000003,6.045253179037953,0.05046703144880688,0.0015088443041892056,155.6632439728842,189.50307961916326,414.40817761105905,167.95003285191135,174.11000559212894,130.71356875448814,260.2963081052247,1.857801825551788
5,4.5,5.67,1.17,5.068624858008728,0.05595001123032763,0.003662394682416663,159.59291690573409,194.28702927654575,397.24792792403014,177.71336074860372,196.93420394775893,137.8689060519269,280.8238960645329,2.0035150424339196
6,5.68,7.05,1.37,12.846138358091917,0.10960766601727435,0.0033487455994467494,203.39509174422932,247.61141603645316,579.3580132346481,226.93381058714826,253.0425600162378,177.42161730716307,326.6547914427995,1.698569360423284
7,7.06,9.06,2.000000000000001,14.16569791808775,0.06820932742260016,0.0028814678078690416,201.84934622390247,245.72963888127245,615.6428567254252,216.22736396895465,199.968921722449,184.69364439898953,326.2085370147297,1.5609629314942925
8,9.07,10.09,1.0199999999999996,7.386742754672181,0.06793582391538576,0.00926543703125463,197.7499236714084,240.73903751301964,488.4893211526442,207.43890501696666,219.67850156752746,176.48210315655032,339.1498804175689,1.9736516430714226
9,10.1,11.24,1.1400000000000006,2.6950842573759073,0.04358882995207592,0.005077901143534144,168.47335171332608,205.09799339013617,335.84449412625446,171.8315018255559,196.9447555760903,151.58618008782008,326.5405670168727,2.5240232139689467
10,11.25,12.24,0.9900000000000002,7.5664242736053255,0.08921386038462027,,214.8890821666968,261.6041000290218,502.8529542022643,219.438004838226,245.45699559168955,191.71081859959605,370.04910725686756,2.0780799699400965
11,12.25,13.49,1.2400000000000002,5.2641354109209,0.07273857263523752,,204.26019424145736,248.6645842939482,441.7610434645745,203.60874767575814,230.35751128438366,183.4977508454266,367.79612853217594,2.2704058189818475
12,13.5,14.49,0.9900000000000002,3.115042883898291,0.03728430965180259,,182.60086422778255,222.29670427730076,364.43510001329247,172.11051048641215,179.68438337446298,164.76618466619564,343.09749405898685,2.4928944982896537
13,14.5,15.66,1.1600000000000001,4.584512332875755,0.06217266461010379,0.003727082067123067,205.76173942643138,250.49255234522067,425.75099739032186,195.5080519589726,214.45392669355388,185.55731178958771,374.7392879325508,2.3760753289057686
14,15.67,17.28,1.6100000000000012,17.02964253995184,0.11096908384210434,0.005813549861218393,257.85455915500387,313.9098981017439,709.125025460665,258.3300154781099,256.47944215722714,241.0415878040784,417.21457510548026,1.7010557562223243
15,17.29,19.25,1.9600000000000009,15.28955024954395,0.08919347126356007,0.0018021739422486483,255.42374933778027,310.9506513677323,687.507617019358,247.90130757992827,233.81386376074863,239.85737893194792,415.9433192426572,1.7390585501503635
16,19.26,21.0,1.7399999999999984,16.39666806389165,0.08107420095639749,,258.2782758279964,314.42572709495204,712.7878281237228,250.01002647753253,227.84873571353768,246.95079118394798,421.25158792563326,1.6854133158402451
