Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,2.44,2.43,1.7289216852126914,0.06700051238365615,0.043752612061362536,112.74531570663086,137.25516694720295,223.29382038176436,132.3023003205517,195.20125421445675,74.36992758700384,184.71163814945805,2.703541158015905
2,2.45,3.92,1.4699999999999998,0.8420308966354338,0.02741684993810743,0.26611866070249673,107.94215977417701,131.40784668160674,195.63164000677008,139.65307096925278,177.6667443247813,87.93883389577141,223.99133455793788,2.891173445605106
3,3.93,4.92,0.9899999999999998,3.206776481443954,0.07573701585166577,0.05483472088637568,160.63007445000116,195.5496558521754,330.01973862101033,194.03119413331137,252.14310987095817,127.34453277792552,281.0580944127178,2.3621605913602406
4,4.93,6.63,1.7000000000000002,2.0015164170121285,0.04621307499318172,0.16631808218257124,151.4318948134769,184.35187194684136,284.7647759348484,169.39380198122575,203.1488015147634,122.95940511403853,280.9141623957367,2.5393336399061797
5,6.64,7.68,1.04,1.5206008613036273,0.07924977434397205,0.031068984594103177,158.02823940720285,192.3822044957251,259.84733699026714,177.5735750639935,263.5649581198863,131.28113493478506,317.6660479876913,2.9302299121012907
6,7.69,8.68,0.9899999999999993,3.6871491412931645,0.09838842678091075,0.619503908945393,197.005133685673,239.8323366608196,374.0671651405508,205.57478795576762,262.97951893482934,157.60851080063776,340.22115052989875,2.4454981310107886
7,8.69,10.22,1.5300000000000011,2.3031253206405475,0.03218496056373445,0.7067863884650537,172.1342627133776,209.55475460759,320.3772642382323,162.37319112076565,163.55980569027844,139.70982241709086,304.0580245528072,2.469380336531196
8,10.23,11.22,0.9900000000000002,10.951423890519164,0.16510449546435424,0.03091058532358784,257.9396400828209,314.01347488343424,574.1302664324731,260.08827699962006,309.34460166303444,207.48287992320314,392.835916765674,2.004077305038285
9,11.23,12.31,1.08,14.1382766346348,0.24498083050170225,,284.8585103724071,346.78427349684296,638.8258443626755,288.538542612465,369.3463349465162,228.24725787576403,424.1573742282117,1.9902734892555731
10,12.32,14.06,1.7400000000000002,16.48852781356988,0.3702842049683348,,314.2347374140227,382.5466368518531,685.1367465070794,316.2268273046162,448.2968815267051,249.24119228463312,461.1239880107881,2.0572489342047886
11,14.07,15.93,1.8599999999999994,10.39610406052139,0.2593212180218922,0.002160932737813944,291.32465832795276,354.6561057905516,581.7743008101706,273.8061464318987,370.59258396293586,234.67717261946905,453.2767039428644,2.2714531504152284
12,15.94,17.09,1.1500000000000004,8.820238138399352,0.2876296006625497,0.005170202826445397,294.84904921310283,358.94666860725505,551.5792976044438,268.05999582801525,383.024374221261,237.46280500427287,470.2246174156077,2.4475687400074335
13,17.1,18.09,0.9899999999999984,6.195589733977437,0.231944941455565,0.028471849858448847,275.91808850090996,335.9002816532812,485.2492480508532,244.21453455216167,347.2967170932661,225.63508844231143,463.43614192508915,2.640400072325917
14,18.1,20.74,2.639999999999997,5.368554860183981,0.30186232781335554,0.03413267677255271,280.79034408105144,341.8317232291062,463.78238045019975,250.78257566102073,398.7425462545802,232.15653367086156,491.10860843370773,2.860203769352664
15,20.75,22.36,1.6099999999999994,5.465219640697671,0.19800456703168892,,278.2593009113855,338.75045328342566,471.4950370990297,232.90295648347566,321.8544498714952,231.39570194489087,477.47167132341485,2.7720372144752594
16,22.37,23.36,0.9899999999999984,7.580831886476195,0.35287235483887663,0.0053020031653601765,315.03405751276887,383.51972218945684,537.5831942927545,267.49244066457624,411.245477451736,258.69574645476536,523.7469544625059,2.7426015671133794
17,23.37,25.0,1.629999999999999,3.9576121789018424,0.09227472069734349,0.03117985049874463,253.0563274255205,308.06857251802506,421.97463584458563,196.70891492533164,231.43197679621252,214.06849235251192,444.0763250962376,2.83224415359593
18,25.01,26.0,0.9899999999999984,13.839105787960522,0.40738847004878337,0.01355751640924755,362.0883139369729,440.80316479283636,684.1830959736886,298.5355604292864,423.92280621148336,294.30809781155796,551.0287516423314,2.4099418974994053
